Date,Loc,Opp_name,W,Score,Opp_score,FG,FGA,FG_Pct,Threes,ThreesA,Threes_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,22,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_Threes,Opp_ThreesA,Opp_Threes_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,Rest_Days,result,Win,Game_Number,Mean_Score,Home,Away,Neutral,Comb_Loc,SMA_Score_Fin,SMA_Score,EMA_Score_Fin,EMA_Score,Last3Avg_Score_Fin,Last3Avg_Score,Prev_Score_Fin,Prev_Score,SMA_Opp_score_Fin,SMA_Opp_score,EMA_Opp_score_Fin,EMA_Opp_score,Last3Avg_Opp_score_Fin,Last3Avg_Opp_score,Prev_Opp_score_Fin,Prev_Opp_score,SMA_Threes_Fin,SMA_Threes,EMA_Threes_Fin,EMA_Threes,Last3Avg_Threes_Fin,Last3Avg_Threes,Prev_Threes_Fin,Prev_Threes,SMA_Opp_Threes_Fin,SMA_Opp_Threes,EMA_Opp_Threes_Fin,EMA_Opp_Threes,Last3Avg_Opp_Threes_Fin,Last3Avg_Opp_Threes,Prev_Opp_Threes_Fin,Prev_Opp_Threes,SMA_FG_Pct_Fin,SMA_FG_Pct,EMA_FG_Pct_Fin,EMA_FG_Pct,Last3Avg_FG_Pct_Fin,Last3Avg_FG_Pct,Prev_FG_Pct_Fin,Prev_FG_Pct,SMA_Opp_FG_Pct_Fin,SMA_Opp_FG_Pct,EMA_Opp_FG_Pct_Fin,EMA_Opp_FG_Pct,Last3Avg_Opp_FG_Pct_Fin,Last3Avg_Opp_FG_Pct,Prev_Opp_FG_Pct_Fin,Prev_Opp_FG_Pct,SMA_Mean_Score_Fin,SMA_Mean_Score,EMA_Mean_Score_Fin,EMA_Mean_Score,Last3Avg_Mean_Score_Fin,Last3Avg_Mean_Score,Prev_Mean_Score_Fin,Prev_Mean_Score,SMA_Comb_Loc_Fin,SMA_Comb_Loc,EMA_Comb_Loc_Fin,EMA_Comb_Loc,Last3Avg_Comb_Loc_Fin,Last3Avg_Comb_Loc,Prev_Comb_Loc_Fin,Prev_Comb_Loc,SMA_Result,EMA_Result,Last3Avg_Result,Prev_Result,SMA_Pct_Margin,EMA_Pct_Margin,Last3Avg_Pct_Margin,Prev_Pct_Margin,SMA_Result_Fin,SMA_Pct_Margin_Fin,EMA_Result_Fin,EMA_Pct_Margin_Fin,Last3Avg_Result_Fin,Last3Avg_Pct_Margin_Fin,Prev_Result_Fin,Prev_Pct_Margin_Fin,Conference,Avg_Result_NC,Avg_Result_NC2,result2,Mean_Score2,SMA_Score2,EMA_Score2,Last3Avg_Score2,Prev_Score2,SMA_Mean_Score2,EMA_Mean_Score2,Last3Avg_Mean_Score2,Prev_Mean_Score2,SMA_Result2,EMA_Result2,Last3Avg_Result2,Prev_Result2,SMA_Pct_Margin2,EMA_Pct_Margin2,Last3Avg_Pct_Margin2,Prev_Pct_Margin2,Home2,Away2,Neutral2,Date2,Loc2,Opp_name2,Win2,Opp_score2,Score2,Threes2,Opp_Threes2,W2,SMA_Threes2,EMA_Threes2,Last3Avg_Threes2,Prev_Threes2,SMA_Opp_Threes2,EMA_Opp_Threes2,Last3Avg_Opp_Threes2,Prev_Opp_Threes2,Game_Number2,SMA_Comb_Loc2,EMA_Comb_Loc2,Last3Avg_Comb_Loc2,Prev_Comb_Loc2,SMA_Result_Fin2,EMA_Result_Fin2,Last3Avg_Result_Fin2,Prev_Result_Fin2,SMA_Opp_FG_Pct2,EMA_Opp_FG_Pct2,Last3Avg_Opp_FG_Pct2,Prev_Opp_FG_Pct2,Comb_Loc2,Rest_Days2,SMA_FG_Pct2,EMA_FG_Pct2,Last3Avg_FG_Pct2,Prev_FG_Pct2,SMA_Opp_FG_Pct_Fin2,EMA_Opp_FG_Pct_Fin2,Last3Avg_Opp_FG_Pct_Fin2,Prev_Opp_FG_Pct_Fin2,SMA_Pct_Margin_Fin2,EMA_Pct_Margin_Fin2,Last3Avg_Pct_Margin_Fin2,Prev_Pct_Margin_Fin2,Scoring_Pace_Diff,Matchup_Comp,Opp_Matchup_Comp,SOS,SOS_NC,Opp_SOS,Opp_SOS_NC,Prev_SOS,SOS_Fin,SOS_All,SOS_All_Fin,Opp_Prev_SOS
2018-11-06,,UMass-Lowell,W,83.0,75.0,31.0,61.0,0.508,6.0,20.0,0.3,15.0,27.0,0.556,9.0,39.0,17.0,2.0,4.0,15.0,17.0,,28.0,70.0,0.4,6.0,23.0,0.261,13.0,16.0,0.813,9.0,30.0,20.0,8.0,1.0,12.0,26.0,,8.0,1,1,79.0,1,0,0,1,70.71875,,68.76417545471088,,75.33333333333333,,64.0,,73.5625,,74.2117047431657,,80.33333333333333,,68.0,,8.0,,7.778197582376937,,9.0,,8.0,,6.75,,6.474720930264506,,5.333333333333333,,4.0,,0.44475000000000003,,0.4378309366859805,,0.4556666666666665,,0.35899999999999976,,0.4531875,,0.4632058639013079,,0.47366666666666685,,0.31299999999999983,,72.140625,,71.48794009893825,,77.83333333333333,,66.0,,0.15625,,0.047020273410755486,,0.0,,0.0,,,,,,,,,,-2.84375,-0.03941953649555989,-5.447529288454817,-0.07620207381714338,-5.0,-0.06423982869379015,-4.0,-0.06060606060606061,A-10,,,-8.0,79.0,,,,,,,,,,,,,,,,,0,1,0.0,2018-11-06,@,UMass,0,83.0,75.0,6.0,6.0,L,,,,,,,,,1,,,,,-1.3333333333333286,-1.527469742753155,-5.333333333333329,-8.0,,,,,-1,,,,,,0.46213333333333334,0.4566475252718642,0.4593333333333332,0.4819999999999999,-0.017559262510974477,-0.02084925575387125,-0.07804878048780481,-0.10810810810810811,,,,,,,,,0.5733996497393989,,0.289190005325542,
2018-11-09,,New Hampshire,W,104.0,75.0,34.0,51.0,0.667,10.0,19.0,0.526,26.0,32.0,0.813,3.0,28.0,24.0,5.0,4.0,14.0,21.0,,26.0,64.0,0.406,10.0,24.0,0.417,13.0,21.0,0.619,10.0,25.0,17.0,2.0,0.0,12.0,24.0,3.0,29.0,1,2,89.5,1,0,0,1,70.71875,83.0,68.76417545471088,83.0,75.33333333333333,,64.0,83.0,73.5625,75.0,74.2117047431657,75.0,80.33333333333333,,68.0,75.0,8.0,-0.09665689222437049,7.778197582376937,-0.09665689222437049,9.0,,8.0,-0.09665689222437049,6.75,-0.07352436210388857,6.474720930264506,-0.07352436210388857,5.333333333333333,,4.0,-0.07352436210388857,0.44475000000000003,0.508,0.4378309366859805,0.508,0.4556666666666665,,0.35899999999999976,0.508,0.4531875,0.4,0.4632058639013079,0.4,0.47366666666666685,,0.31299999999999983,0.4,72.140625,79.0,71.48794009893825,79.0,77.83333333333333,,66.0,79.0,0.15625,2.0,0.047020273410755486,2.0,0.0,,0.0,2.0,8.0,8.0,,8.0,0.10126582278481013,0.10126582278481013,,0.10126582278481013,-2.84375,-0.03941953649555989,-5.447529288454817,-0.07620207381714338,-5.0,-0.06423982869379015,-4.0,-0.06060606060606061,A-10,8.0,,-29.0,89.5,,,,,,,,,,,,,,,,,0,1,,2018-11-09,@,UMass,0,104.0,75.0,10.0,10.0,L,,,,,,,,,1,,,,,-12.629629629629626,-10.162449150183875,2.6666666666666714,7.0,,,,,-1,,,,,,0.4501111111111112,0.4367046720485639,0.3870000000000002,0.39600000000000013,-0.2000586682311528,-0.16658823631331326,0.04678362573099423,0.12389380530973451,,,,-8.0,-8.0,,,8.0,0.5733996497393989,-1.3333333333333286,0.289190005325542,
2018-11-13,,Harvard,L,71.0,74.0,26.0,59.0,0.441,7.0,20.0,0.35,12.0,15.0,0.8,7.0,28.0,14.0,5.0,3.0,9.0,16.0,,28.0,58.0,0.483,8.0,23.0,0.348,10.0,12.0,0.833,7.0,32.0,21.0,3.0,6.0,10.0,17.0,4.0,-3.0,0,3,72.5,1,0,0,1,70.71875,93.5,68.76417545471088,93.828125,75.33333333333333,,64.0,104.0,73.5625,75.0,74.2117047431657,75.0,80.33333333333333,,68.0,75.0,8.0,-0.05683987012527891,7.778197582376937,-0.05573918308640313,9.0,,8.0,-0.02506282364235013,6.75,0.006475637896111441,6.474720930264506,0.008975637896111444,5.333333333333333,,4.0,0.08647563789611146,0.44475000000000003,0.5875,0.4378309366859805,0.589984375,0.4556666666666665,,0.35899999999999976,0.667,0.4531875,0.403,0.4632058639013079,0.40309375000000003,0.47366666666666685,,0.31299999999999983,0.406,72.140625,84.25,71.48794009893825,84.4140625,77.83333333333333,,66.0,89.5,0.15625,3.0,0.047020273410755486,3.0,0.0,,0.0,3.0,18.5,18.828125,,29.0,0.2195845697329377,0.22304488662656177,,0.3240223463687151,-2.84375,-0.03941953649555989,-5.447529288454817,-0.07620207381714338,-5.0,-0.06423982869379015,-4.0,-0.06060606060606061,A-10,18.5,-10.0,3.0,72.5,71.0,71.0,,71.0,76.0,76.0,,76.0,-10.0,-10.0,,-10.0,-0.13157894736842105,-0.13157894736842105,,-0.13157894736842105,0,1,0.0,2018-11-13,@,UMass,1,71.0,74.0,8.0,7.0,W,0.15126437029047762,0.15126437029047762,,0.15126437029047762,0.1679571193775929,0.1679571193775929,,0.1679571193775929,2,2.0,2.0,,2.0,1.2000000000000028,1.0660321194372955,-3.3333333333333286,-1.0,0.522,0.522,,0.522,-1,4.0,0.51,0.51,,0.51,0.43890000000000007,0.43992690455121647,0.46900000000000003,0.3999999999999999,0.016933207902163728,0.014812987858092876,-0.04201680672268902,-0.012903225806451613,4.125,-0.09770701536756891,0.0312974965226366,-15.5,-15.5,3.5,3.5,5.0,0.5733996497393989,-6.981481481481477,0.289190005325542,-5.75
2018-11-16,,Howard,L,63.0,68.0,22.0,62.0,0.355,6.0,28.0,0.214,13.0,23.0,0.565,6.0,30.0,16.0,6.0,2.0,8.0,19.0,,23.0,60.0,0.383,6.0,19.0,0.316,16.0,22.0,0.727,12.0,43.0,12.0,3.0,4.0,16.0,24.0,3.0,-5.0,0,4,65.5,1,0,0,1,70.71875,86.0,68.76417545471088,85.7383664171819,75.33333333333333,86.0,64.0,71.0,73.5625,74.66666666666667,74.2117047431657,74.64562316954117,80.33333333333333,74.66666666666667,68.0,74.0,8.0,-0.04608250163877231,7.778197582376937,-0.04459080509257057,9.0,-0.04608250163877231,8.0,-0.017749714216564627,6.75,0.007904209324682832,6.474720930264506,0.009616544490236578,5.333333333333333,0.007904209324682832,4.0,0.010799962220435777,0.44475000000000003,0.5386666666666667,0.4378309366859805,0.5371877643996095,0.4556666666666665,0.5386666666666667,0.35899999999999976,0.44100000000000006,0.4531875,0.4296666666666667,0.4632058639013079,0.43141067360885127,0.47366666666666685,0.4296666666666667,0.31299999999999983,0.483,72.140625,80.33333333333333,71.48794009893825,80.19199479336153,77.83333333333333,80.33333333333333,66.0,72.5,0.15625,4.0,0.047020273410755486,4.0,0.0,4.0,0.0,4.0,11.333333333333329,11.092743247640726,11.333333333333329,-3.0,0.1410788381742738,0.1383273140445561,0.1410788381742738,-0.041379310344827586,-2.84375,-0.03941953649555989,-5.447529288454817,-0.07620207381714338,-5.0,-0.06423982869379015,-4.0,-0.06060606060606061,A-10,11.333333333333334,,5.0,65.5,,,,,,,,,,,,,,,,,0,1,0.0,2018-11-16,@,UMass,1,63.0,68.0,6.0,6.0,W,,,,,,,,,1,,,,,-2.774193548387103,-1.035372916471644,-2.0,-9.0,,,,,-1,,,,,,0.45038709677419353,0.4419805086394158,0.3973333333333336,0.3750000000000004,-0.035758835758835844,-0.013333803847178968,-0.026785714285714284,-0.11764705882352941,,,,-12.611111111111109,-12.611111111111109,,,3.9444444444444406,0.5733996497393989,-4.254320987654317,0.289190005325542,
2018-11-19,,Arkansas-Pine Bluff,W,92.0,60.0,34.0,63.0,0.54,10.0,22.0,0.455,14.0,20.0,0.7,9.0,39.0,22.0,10.0,3.0,12.0,23.0,,21.0,54.0,0.389,3.0,12.0,0.25,15.0,20.0,0.75,5.0,24.0,11.0,5.0,2.0,17.0,19.0,3.0,32.0,1,5,76.0,1,0,0,1,70.71875,80.25,68.76417545471088,79.51009908536585,75.33333333333333,79.33333333333333,64.0,63.0,73.5625,73.0,74.2117047431657,72.82532012195122,80.33333333333333,72.33333333333333,68.0,68.0,8.0,-0.04249632472071102,7.778197582376937,-0.040948829294118416,9.0,-0.02360839571733392,8.0,-0.027810076389602867,6.75,-0.005305184021696774,6.474720930264506,-0.005328861719888389,5.333333333333333,0.018272872919152916,4.0,-0.048818479750947386,0.44475000000000003,0.49275,0.4378309366859805,0.4872847027439024,0.4556666666666665,0.4876666666666667,0.35899999999999976,0.35500000000000004,0.4531875,0.41800000000000004,0.4632058639013079,0.41815050304878043,0.47366666666666685,0.4240000000000001,0.31299999999999983,0.383,72.140625,76.625,71.48794009893825,76.16770960365852,77.83333333333333,75.83333333333333,66.0,65.5,0.15625,5.0,0.047020273410755486,5.0,0.0,5.0,0.0,5.0,7.25,6.6847789634146295,7.0,-5.0,0.09461663947797716,0.08776394876777997,0.09230769230769231,-0.07633587786259542,-2.84375,-0.03941953649555989,-5.447529288454817,-0.07620207381714338,-5.0,-0.06423982869379015,-4.0,-0.06060606060606061,A-10,7.25,-23.666666666666668,-32.0,76.0,58.333333333333336,58.069348127600556,58.333333333333336,48.0,70.16666666666667,70.05270457697642,70.16666666666667,63.0,-23.666666666666664,-23.96671289875173,-23.666666666666664,-30.0,-0.33729216152019,-0.34212401995723446,-0.33729216152019,-0.47619047619047616,0,1,0.0,2018-11-19,@,UMass,0,92.0,60.0,3.0,10.0,L,-0.039238647818174266,-0.04353296055616718,-0.039238647818174266,-0.12602436210388857,0.08891466228635536,0.08635390935076759,0.08891466228635536,0.03262948404995758,4,4.0,4.0,4.0,4.0,-6.258064516129025,-1.8733247488068372,8.666666666666664,-7.0,0.48666666666666664,0.48796255201109573,0.48666666666666664,0.4910000000000001,-1,2.0,0.3486666666666667,0.34763522884882114,0.3486666666666667,0.31000000000000005,0.454774193548387,0.4368511666444405,0.4076666666666668,0.4050000000000003,-0.09146628948609135,-0.02823064971624164,0.1397849462365591,-0.12612612612612611,3.2291666666666643,-0.061469881738566205,0.01442803685322314,-6.666666666666668,-6.666666666666668,15.0,15.0,1.8722222222222242,0.5733996497393989,-3.884289127837514,0.289190005325542,-16.372222222222224
2018-11-22,N,Southern Illinois,W,84.0,62.0,31.0,66.0,0.47,15.0,36.0,0.417,7.0,9.0,0.778,15.0,38.0,19.0,5.0,5.0,15.0,18.0,,23.0,55.0,0.418,4.0,17.0,0.235,12.0,20.0,0.6,9.0,26.0,12.0,5.0,2.0,17.0,18.0,3.0,22.0,1,6,73.0,0,0,1,0,70.71875,82.6,68.76417545471088,82.3297630113603,75.33333333333333,75.33333333333333,64.0,92.0,73.5625,70.4,74.2117047431657,69.92993346241217,80.33333333333333,67.33333333333333,68.0,60.0,8.0,-0.030231383895656105,7.778197582376937,-0.027449387116189106,9.0,-0.008214627590614199,8.0,0.01256259441785057,6.75,-0.03227436210388862,6.474720930264506,-0.03597110928343844,5.333333333333333,-0.06104911457913609,4.0,-0.16352436210388857,0.44475000000000003,0.5022,0.4378309366859805,0.49918547145592124,0.4556666666666665,0.44533333333333336,0.35899999999999976,0.54,0.4531875,0.4122,0.4632058639013079,0.41156961642421713,0.47366666666666685,0.41833333333333345,0.31299999999999983,0.389,72.140625,76.5,71.48794009893825,76.12984823688622,77.83333333333333,71.33333333333333,66.0,76.0,0.15625,6.0,0.047020273410755486,6.0,0.0,6.0,0.0,6.0,12.199999999999989,12.399829548948134,8.0,32.0,0.15947712418300639,0.16287737117726453,0.11214953271028039,0.42105263157894735,-2.84375,-0.03941953649555989,-5.447529288454817,-0.07620207381714338,-5.0,-0.06423982869379015,-4.0,-0.06060606060606061,A-10,12.2,5.75,-22.0,73.0,68.25,69.01243140243902,71.33333333333333,83.0,65.375,65.68552972560975,65.5,76.0,5.75,6.653803353658532,11.666666666666664,14.0,0.08795411089866156,0.10129785633843064,0.17811704834605593,0.18421052631578946,0,0,1.0,2018-11-22,N,UMass,0,84.0,62.0,4.0,15.0,L,0.005156956577430094,0.010903202698361314,0.022924236026952594,0.12021057765514759,0.010475637896111445,0.018466462996594823,0.071950498231307,0.20821476833089403,5,1.25,1.489864293249925,5.0,5.0,1.5625,2.1329744965225217,4.333333333333329,-3.0,0.37424999999999997,0.3726689405487805,0.351,0.38799999999999996,0,3.0,0.4495,0.4520794664634146,0.4623333333333333,0.492,0.42996875000000007,0.43415631849567643,0.42799999999999994,0.39300000000000024,0.023052097740894423,0.031526960358529754,0.05869074492099317,-0.05042016806722689,5.5625,-0.017795871172528427,-0.01290106522477927,-11.066666666666666,-11.066666666666666,-1.3625000000000007,-1.3625000000000007,4.307017543859646,0.5733996497393989,-4.359044205495816,0.289190005325542,1.8427083333333294
2018-11-23,N,Nevada,L,87.0,110.0,26.0,62.0,0.419,15.0,36.0,0.417,20.0,25.0,0.8,13.0,29.0,12.0,2.0,3.0,8.0,23.0,,40.0,65.0,0.615,11.0,21.0,0.524,19.0,26.0,0.731,12.0,35.0,17.0,4.0,2.0,7.0,19.0,1.0,-23.0,0,7,98.5,0,0,1,0,70.71875,82.83333333333333,68.76417545471088,82.65338261287097,75.33333333333333,79.66666666666667,64.0,84.0,73.5625,69.0,74.2117047431657,68.39345575022712,80.33333333333333,63.333333333333336,68.0,62.0,8.0,0.012431372302550092,7.778197582376937,0.02170795018813282,9.0,0.07559697680824529,8.0,0.22218992361039713,6.75,-0.04540842007490303,6.474720930264506,-0.05072607840312171,5.333333333333333,-0.10826120420915172,4.0,-0.11997597500711438,0.44475000000000003,0.4968333333333333,0.4378309366859805,0.49353059091698726,0.4556666666666665,0.455,0.35899999999999976,0.47,0.4531875,0.4131666666666667,0.4632058639013079,0.4128155463039347,0.47366666666666685,0.3966666666666668,0.31299999999999983,0.4179999999999999,72.140625,75.91666666666667,71.48794009893825,75.52341918154904,77.83333333333333,71.5,66.0,73.0,0.15625,4.861111111111112,0.047020273410755486,4.550197849585185,0.0,3.1111111111111107,0.0,0.0,13.833333333333329,14.259926862643852,16.333333333333336,22.0,0.1822173435784851,0.18881463547571561,0.22843822843822847,0.3013698630136986,-2.84375,-0.03941953649555989,-5.447529288454817,-0.07620207381714338,-5.0,-0.06423982869379015,-4.0,-0.06060606060606061,A-10,13.833333333333334,22.2,23.0,98.5,88.4,88.72310379978848,91.0,96.0,77.3,77.62789588780682,78.83333333333333,91.0,22.200000000000003,22.190415823963306,24.33333333333333,10.0,0.28719275549805956,0.28585620633121916,0.3086680761099365,0.10989010989010989,0,0,1.0,2018-11-23,N,UMass,1,87.0,110.0,11.0,15.0,W,0.01905482341647341,0.016237344650638308,-0.027810076389602867,0.030225637896111435,-0.023494150623526,-0.023370816888810764,0.001475637896111437,-0.06933831559226067,6,3.8400000000000007,3.6111933284285858,2.6666666666666665,0.0,13.32352941176471,11.088375568005247,-3.3333333333333286,-9.0,0.3982,0.40085650688508,0.39899999999999997,0.5370000000000001,0,1.0,0.46180000000000004,0.4638147317570069,0.49466666666666675,0.43899999999999995,0.41185294117647075,0.4192743264977624,0.4446666666666667,0.453,0.18145403564990994,0.15263595034898134,-0.05025125628140697,-0.13740458015267176,-0.6916666666666629,-0.01708989565015659,-0.02941512240580215,-9.188888888888888,-9.188888888888888,0.5,0.5,3.6368055555555547,0.5733996497393989,-3.372120171246513,0.289190005325542,-1.296444444444445
2018-11-28,,Quinnipiac,W,69.0,62.0,25.0,56.0,0.446,9.0,25.0,0.36,10.0,14.0,0.714,6.0,38.0,13.0,6.0,3.0,19.0,21.0,,18.0,60.0,0.3,10.0,37.0,0.27,16.0,24.0,0.667,12.0,33.0,13.0,7.0,1.0,15.0,16.0,5.0,7.0,1,8,65.5,1,0,0,1,70.71875,83.42857142857143,68.76417545471088,83.3966079173242,75.33333333333333,87.66666666666667,64.0,87.0,73.5625,74.85714285714286,74.2117047431657,75.50773192481103,80.33333333333333,77.33333333333333,68.0,110.0,8.0,0.04092769269063201,7.778197582376937,0.05417426266714914,9.0,0.14274940215466653,8.0,0.2037170172064563,6.75,-0.038715201798545096,6.474720930264506,-0.04145920327206126,5.333333333333333,-0.08076574141423337,4.0,-0.013524362103888576,0.44475000000000003,0.4857142857142857,0.4378309366859805,0.48078665323124026,0.4556666666666665,0.47633333333333333,0.35899999999999976,0.41900000000000004,0.4531875,0.44200000000000006,0.4632058639013079,0.4473869356787933,0.47366666666666685,0.47400000000000014,0.31299999999999983,0.615,72.140625,79.14285714285714,71.48794009893825,79.45216992106762,77.83333333333333,82.5,66.0,98.5,0.15625,4.081632653061225,0.047020273410755486,3.5739003742178745,0.0,0.8888888888888888,0.0,0.0,8.57142857142857,7.888875992513178,10.333333333333343,-23.0,0.10830324909747291,0.09929088154987388,0.12525252525252537,-0.233502538071066,-2.84375,-0.03941953649555989,-5.447529288454817,-0.07620207381714338,-5.0,-0.06423982869379015,-4.0,-0.06060606060606061,A-10,8.571428571428571,-8.25,-7.0,65.5,58.5,58.735363154717994,60.333333333333336,58.0,62.625,62.28867949835692,60.333333333333336,54.0,-8.25,-7.106632687277859,0.0,8.0,-0.1317365269461078,-0.11409188225711737,0.0,0.14814814814814814,0,1,0.0,2018-11-28,@,UMass,0,69.0,62.0,10.0,9.0,L,0.148014099434573,0.155111849464238,0.20028779259224405,0.25544115513749077,0.06849810980622378,0.06490643125911894,0.051116521874012,-0.07352436210388857,5,0.0,0.005202913631633714,0.5555555555555556,5.0,1.2580645161290391,1.9968282713666525,-7.0,-11.0,0.42175,0.41934524847428073,0.4053333333333334,0.40700000000000003,-1,3.0,0.369,0.3706480450673999,0.379,0.3879999999999999,0.4443870967741935,0.4448846169899255,0.49400000000000005,0.508,0.017146625632007126,0.026444294043351985,-0.08695652173913043,-0.12716763005780346,8.25892857142857,0.05294780059679811,-0.07569937733323448,-4.38622448979592,-4.38622448979592,-9.250000000000002,-9.250000000000002,3.131632653061224,0.5733996497393989,-0.9870273736734815,0.289190005325542,4.927529761904761
2018-12-04,,Holy Cross,L,78.0,82.0,24.0,58.0,0.414,10.0,23.0,0.435,20.0,26.0,0.769,8.0,31.0,18.0,4.0,4.0,14.0,19.0,,31.0,57.0,0.544,8.0,19.0,0.421,12.0,17.0,0.706,6.0,26.0,24.0,7.0,3.0,9.0,18.0,6.0,-4.0,0,9,80.0,1,0,0,1,70.71875,81.625,68.76417545471088,81.17965570164235,75.33333333333333,80.0,64.0,69.0,73.5625,73.25,74.2117047431657,73.42765886930253,80.33333333333333,78.0,68.0,62.0,8.0,0.044821732842512674,7.778197582376937,0.05726395580736421,9.0,0.17397563789611142,8.0,0.07777998572219841,6.75,-0.016596034458837394,6.474720930264506,-0.013919070481348106,5.333333333333333,0.0069884584089319746,4.0,0.17034660563804693,0.44475000000000003,0.48075,0.4378309366859805,0.4754298116474425,0.4556666666666665,0.445,0.35899999999999976,0.446,0.4531875,0.42425,0.4632058639013079,0.4246906314179497,0.47366666666666685,0.44433333333333347,0.31299999999999983,0.30000000000000004,72.140625,77.4375,71.48794009893825,77.30365728547245,77.83333333333333,79.0,66.0,65.5,0.15625,5.0625,0.047020273410755486,4.658477480174397,0.0,1.0,0.0,9.0,8.375,7.751996832339813,2.0,7.0,0.10815173527037934,0.10027981992770002,0.02531645569620253,0.10687022900763359,-2.84375,-0.03941953649555989,-5.447529288454817,-0.07620207381714338,-5.0,-0.06423982869379015,-4.0,-0.06060606060606061,A-10,8.375,2.625,4.0,80.0,66.25,66.05001302218679,66.0,67.0,64.9375,64.50577103341297,64.16666666666667,58.0,2.625,3.088483977547604,3.6666666666666643,18.0,0.04042348411934552,0.04787918860698243,0.0571428571428571,0.3103448275862069,0,1,0.0,2018-12-04,@,UMass,1,78.0,82.0,8.0,10.0,W,0.014777524688564248,0.008621499944809596,-0.055948604528130996,-0.22397212329791844,-0.024722790394654748,-0.0195978432049681,0.03941681436669964,-0.12985089271613345,9,0.5625,0.5441273345871984,1.0,9.0,-2.424242424242422,-4.412187719145649,-9.0,-12.0,0.43425,0.42667190907626973,0.39633333333333337,0.29600000000000004,-1,3.0,0.43925,0.4396174858994791,0.44533333333333336,0.441,0.4595151515151515,0.4688445510129759,0.5146666666666667,0.49099999999999994,-0.035460992907801386,-0.06394741875186044,-0.12080536912751678,-0.16901408450704225,6.25,-0.03328841098927153,-0.01566040577212904,-4.095982142857144,-4.095982142857144,0.8276785714285708,0.8276785714285708,2.0512265512265513,0.5733996497393989,-0.7063908874481664,0.289190005325542,-0.01317708333333295
2018-12-07,@,Providence,W,79.0,78.0,31.0,61.0,0.508,8.0,19.0,0.421,9.0,17.0,0.529,9.0,29.0,11.0,6.0,1.0,10.0,16.0,,26.0,55.0,0.473,10.0,17.0,0.588,16.0,25.0,0.64,8.0,30.0,14.0,5.0,4.0,12.0,15.0,3.0,1.0,1,10,78.5,0,1,0,-1,70.71875,81.22222222222223,68.76417545471088,80.73183615153695,75.33333333333333,78.0,64.0,78.0,73.5625,74.22222222222223,74.2117047431657,74.63497887772864,80.33333333333333,84.66666666666667,68.0,82.0,8.0,0.04762474870322497,7.778197582376937,0.05914544957221163,9.0,0.12237307379354734,8.0,0.07109102251149607,6.75,-0.0171171764751461,6.474720930264506,-0.014990216981082771,5.333333333333333,0.028995322935481516,4.0,-0.02084143527462029,0.44475000000000003,0.47333333333333333,0.4378309366859805,0.4667780980041044,0.4556666666666665,0.4263333333333333,0.35899999999999976,0.414,0.4531875,0.4375555555555556,0.4632058639013079,0.4414940443579657,0.47366666666666685,0.4863333333333335,0.31299999999999983,0.544,72.140625,77.72222222222223,71.48794009893825,77.6834075146328,77.83333333333333,81.33333333333333,66.0,80.0,0.15625,6.049382716049383,0.047020273410755486,5.760241769462231,0.0,4.444444444444445,0.0,10.0,7.0,6.096857273808311,-6.666666666666671,-4.0,0.09006433166547534,0.07848339135561064,-0.08196721311475416,-0.05,-2.84375,-0.03941953649555989,-5.447529288454817,-0.07620207381714338,-5.0,-0.06423982869379015,-4.0,-0.06060606060606061,A-10,7.0,4.666666666666667,-1.0,78.5,74.33333333333333,74.67432966900077,76.0,100.0,72.0,72.26251771171903,72.0,97.5,4.666666666666657,4.823623914563484,8.0,5.0,0.06481481481481469,0.06675139570706132,0.1111111111111111,0.05128205128205128,1,0,0.0,2018-12-07,,UMass,0,79.0,78.0,10.0,8.0,L,-0.03549745627429213,-0.04490966006798297,-0.08984015157757277,-0.04352436210388855,0.0070498005755372795,-0.006168648083068828,-0.048818479750947386,-0.0924717305249412,10,1.9753086419753085,1.7352176683919627,1.1111111111111112,10.0,1.5882352941176379,0.206772454898001,0.0,-12.0,0.42733333333333334,0.42495310854271157,0.39333333333333326,0.4479999999999998,1,3.0,0.44199999999999995,0.43972413047299336,0.4463333333333333,0.47899999999999987,0.43411764705882355,0.4373477238135776,0.4366666666666668,0.5089999999999999,0.02249062890462294,0.0029330207537442885,0.0,-0.15384615384615385,2.8611111111111143,0.018323345240916403,0.024649872686605106,-3.428747795414464,-3.428747795414464,1.3710758377425007,1.3710758377425007,1.753956916099772,0.5733996497393989,-0.8972632804253059,0.289190005325542,0.5458678893368025
