Date,Loc,Opp_name,W,Score,Opp_score,FG,FGA,FG_Pct,Threes,ThreesA,Threes_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,22,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_Threes,Opp_ThreesA,Opp_Threes_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,result,Win,Game_Number,Mean_Score,Avg_Score,Opp_Avg_Score,Avg_Threes,Opp_Avg_Threes,Avg_FG_Pct,Opp_Avg_FG_Pct,Avg_Mean_Score,Avg_Result,Pct_Margin,Home,Away,Avg_Result_Fin,Opp_Avg_FG_Pct_Fin,Pct_Margin_Fin,Avg_Result_NC,result2,Mean_Score2,Opp_Avg_Score2,Avg_Score2,Avg_Mean_Score2,Avg_Result2,Pct_Margin2,Home2,Away2,Neutral2,Date2,Loc2,Opp_name2,Win2,Opp_score2,Score2,Threes2,Opp_Threes2,W2,Avg_Threes2,Opp_Avg_Threes2,Game_Number2,Avg_Result_Fin2,Avg_Result_NC2,Opp_Avg_FG_Pct2,Avg_FG_Pct2,Opp_Avg_FG_Pct_Fin2,Pct_Margin_Fin2,Scoring_Pace_Diff,Matchup_Comp,Opp_Matchup_Comp,SOS,SOS_NC,Opp_SOS,Opp_SOS_NC,Prev_SOS,SOS_Fin,SOS_All,SOS_All_Fin,Opp_Prev_SOS
2019-11-06,@,South Carolina,L,55.0,77.0,15.0,61.0,0.246,2.0,21.0,0.095,23.0,33.0,0.697,13.0,35.0,7.0,7.0,6.0,18.0,30.0,,28.0,57.0,0.491,2.0,9.0,0.222,19.0,36.0,0.528,9.0,36.0,13.0,8.0,5.0,20.0,27.0,-22.0,0,1,66.0,,,,,,,,,,0,1,-3.1785714285714306,0.4432857142857144,-0.04603051461080944,,22.0,66.0,,,,,,1,0,0.0,2019-11-06,,North Alabama,1,55.0,77.0,2.0,2.0,W,,,1,3.8387096774193594,,,,0.3930967741935484,0.05371248025276468,,,,,,,,,-2.6169829886304976,,-2.579538270525942,
2019-11-12,@,Indiana,L,65.0,91.0,19.0,44.0,0.432,7.0,14.0,0.5,20.0,27.0,0.741,4.0,21.0,7.0,9.0,0.0,21.0,31.0,,23.0,46.0,0.5,8.0,21.0,0.381,37.0,45.0,0.822,7.0,27.0,12.0,6.0,9.0,13.0,23.0,-26.0,0,2,78.0,55.0,77.0,-0.2044334530129795,-0.23560228418181065,0.246,0.491,66.0,-22.0,-0.3333333333333333,0,1,-3.1785714285714306,0.4432857142857144,-0.04603051461080944,-22.0,26.0,78.0,69.5,91.5,80.5,22.0,0.2732919254658385,1,0,0.0,2019-11-12,,North Alabama,1,65.0,91.0,8.0,7.0,W,-0.182376821120282,0.010216645090356025,3,4.71875,22.0,0.378,0.5425,0.41940625,0.06831033702782176,-7.25,-0.04570146643193833,0.20728819464155676,28.0,28.0,-14.25,-14.25,-16.0,-2.6169829886304976,3.8387096774193594,-2.579538270525942,17.0
2019-11-16,,Samford,W,61.0,55.0,24.0,57.0,0.421,4.0,23.0,0.174,9.0,17.0,0.529,10.0,34.0,17.0,10.0,3.0,13.0,23.0,,20.0,51.0,0.392,5.0,12.0,0.417,10.0,21.0,0.476,12.0,39.0,6.0,2.0,2.0,17.0,16.0,6.0,1,3,58.0,60.0,84.0,-0.08852436210388856,-0.13495293353246,0.33899999999999997,0.4955,72.0,-24.0,-0.3333333333333333,1,0,-3.1785714285714306,0.4432857142857144,-0.04603051461080944,-24.0,-6.0,58.0,92.5,74.5,83.5,-18.0,-0.2155688622754491,0,1,0.0,2019-11-16,@,North Alabama,0,61.0,55.0,5.0,4.0,L,-0.15245053660053287,0.04323239465286821,3,-12.0,-18.0,0.476,0.39449999999999996,0.47000000000000003,-0.15247776365946633,-5.75,-0.06186372247827252,0.14343516700181852,25.5,25.5,12.75,12.75,-17.972222222222225,-2.6169829886304976,4.27872983870968,-2.579538270525942,-11.916666666666668
2019-11-19,@,South Dakota State,L,73.0,78.0,27.0,60.0,0.45,10.0,23.0,0.435,9.0,12.0,0.75,6.0,24.0,12.0,4.0,2.0,10.0,25.0,,23.0,47.0,0.489,7.0,17.0,0.412,25.0,33.0,0.758,9.0,38.0,12.0,3.0,3.0,18.0,14.0,-5.0,0,4,75.5,60.333333333333336,74.33333333333333,-0.09805474884422005,-0.1117306401307944,0.36633333333333334,0.461,67.33333333333333,-13.999999999999993,-0.20792079207920783,0,1,-3.1785714285714306,0.4432857142857144,-0.04603051461080944,-13.999999999999993,5.0,75.5,80.5,75.5,78.0,-5.0,-0.0641025641025641,1,0,0.0,2019-11-19,,North Alabama,1,73.0,78.0,7.0,10.0,W,-0.0751137660773985,-0.08060510744550348,5,6.533333333333331,-5.0,0.39875000000000005,0.43274999999999997,0.4264666666666666,0.08738296923762816,-5.333333333333336,0.08890283216034356,0.09161063893709336,13.555555555555557,13.555555555555557,-0.125,-0.125,-8.35,-2.6169829886304976,-1.1475134408602135,-2.579538270525942,-2.4048611111111104
2019-11-22,@,Louisiana Tech,L,61.0,82.0,22.0,47.0,0.468,8.0,17.0,0.471,9.0,17.0,0.529,8.0,32.0,6.0,0.0,2.0,16.0,17.0,,34.0,69.0,0.493,6.0,19.0,0.316,8.0,10.0,0.8,10.0,32.0,13.0,7.0,3.0,5.0,17.0,-21.0,0,5,71.5,63.5,75.25,-0.041870818796801934,-0.09425525911385535,0.38725,0.46799999999999997,69.375,-11.75,-0.16936936936936936,0,1,-3.1785714285714306,0.4432857142857144,-0.04603051461080944,-11.75,21.0,71.5,58.0,76.66666666666667,67.33333333333333,18.66666666666667,0.2772277227722773,1,0,,2019-11-22,,North Alabama,1,61.0,82.0,6.0,8.0,W,-0.03961131862562772,0.014061844792663147,4,8.535714285714278,18.66666666666667,0.35366666666666663,0.453,0.4112142857142858,0.12380212380212369,1.0208333333333357,-0.024264808988787682,0.06110298765936103,8.60833333333333,8.60833333333333,-15.511111111111111,-15.511111111111111,-4.5,-2.6169829886304976,0.7726982526881727,-2.579538270525942,6.9559259259259285
2019-11-27,,Mississippi Valley State,W,73.0,50.0,28.0,68.0,0.412,7.0,26.0,0.269,10.0,20.0,0.5,13.0,44.0,14.0,7.0,3.0,12.0,17.0,,21.0,66.0,0.318,5.0,27.0,0.185,3.0,15.0,0.2,14.0,43.0,5.0,6.0,2.0,16.0,21.0,23.0,1,6,61.5,63.0,76.6,-0.01828626686579332,-0.0942032132788233,0.4034,0.473,69.8,-13.599999999999994,-0.19484240687679075,1,0,-3.1785714285714306,0.4432857142857144,-0.04603051461080944,-13.599999999999994,-23.0,61.5,106.33333333333333,63.166666666666664,84.75,-43.166666666666664,-0.5093411996066863,0,1,,2019-11-27,@,North Alabama,0,73.0,50.0,5.0,7.0,L,-0.020648372657978253,-0.03139270066188227,7,-21.400000000000006,-43.166666666666664,0.5251666666666667,0.3519999999999999,0.47909999999999986,-0.27100042211903763,-7.475000000000001,0.023959451202837382,0.04410377595354109,8.875238095238101,8.875238095238101,8.226587301587303,8.226587301587303,-5.374794745484399,-2.6169829886304976,2.3253014592933936,-2.579538270525942,-6.124923469387753
2019-11-30,,Morehead State,W,67.0,57.0,22.0,54.0,0.407,5.0,19.0,0.263,18.0,23.0,0.783,7.0,35.0,9.0,4.0,2.0,11.0,9.0,,24.0,63.0,0.381,3.0,24.0,0.125,6.0,10.0,0.6,8.0,27.0,10.0,3.0,4.0,10.0,21.0,10.0,1,7,62.0,64.66666666666667,72.16666666666667,-0.01970992911419789,-0.0848869487089694,0.4048333333333333,0.44716666666666666,68.41666666666667,-7.5,-0.10962241169305724,1,0,-3.1785714285714306,0.4432857142857144,-0.04603051461080944,-7.5,-10.0,62.0,71.16666666666667,71.5,71.33333333333333,0.3333333333333286,0.004672897196261616,0,1,0.0,2019-11-30,@,North Alabama,0,67.0,57.0,3.0,5.0,L,-0.0687691173486438,0.009660649605713278,7,-4.533333333333331,0.3333333333333286,0.43166666666666664,0.4535,0.4383333333333333,-0.06532180595581169,-1.4583333333333286,-0.01379893905072823,0.0764041918819604,0.3208333333333388,0.3208333333333388,-2.621031746031749,-2.621031746031749,-2.5199938949938936,-2.6169829886304976,-1.6289154505888395,-2.579538270525942,1.6434889928193483
2019-12-04,@,Troy,L,63.0,71.0,21.0,52.0,0.404,8.0,27.0,0.296,13.0,17.0,0.765,6.0,32.0,10.0,7.0,4.0,19.0,20.0,,25.0,64.0,0.391,5.0,21.0,0.238,16.0,21.0,0.762,13.0,37.0,12.0,7.0,5.0,13.0,18.0,-8.0,0,8,67.0,65.0,70.0,-0.030007878587405,-0.09311619883858241,0.40514285714285714,0.4377142857142857,67.5,-5.0,-0.07407407407407407,0,1,-3.1785714285714306,0.4432857142857144,-0.04603051461080944,-5.0,8.0,67.0,76.33333333333333,63.833333333333336,70.08333333333333,-12.499999999999993,-0.17835909631391192,1,0,,2019-12-04,,North Alabama,1,63.0,71.0,5.0,8.0,W,0.03895605565068061,0.059838083310958634,7,-7.689655172413794,-12.499999999999993,0.4578333333333333,0.36633333333333334,0.4597931034482758,-0.10854222438549527,-1.2916666666666643,-0.04237468511857371,-0.06022823112075979,-0.591836734693879,-0.591836734693879,-2.4312169312169303,-2.4312169312169303,-1.237103174603176,-2.6169829886304976,-2.0438322909809097,-2.579538270525942,-1.112230200722264
2019-12-17,@,Alabama-Birmingham,L,56.0,63.0,19.0,50.0,0.38,5.0,16.0,0.313,13.0,19.0,0.684,8.0,28.0,7.0,8.0,1.0,14.0,14.0,,23.0,53.0,0.434,6.0,20.0,0.3,11.0,15.0,0.733,8.0,34.0,7.0,5.0,4.0,12.0,16.0,-7.0,0,9,59.5,64.75,70.125,-0.018157566737093178,-0.09427302520549286,0.40499999999999997,0.431875,67.4375,-5.375,-0.07970342910101946,0,1,-3.1785714285714306,0.4432857142857144,-0.04603051461080944,-5.375,7.0,59.5,61.625,61.5,61.5625,-0.125,-0.0020304568527918783,1,0,0.0,2019-12-17,,North Alabama,1,56.0,63.0,6.0,5.0,W,-0.06962192307949833,0.02724642897116214,9,0.7000000000000028,-0.125,0.41387500000000005,0.41000000000000003,0.42493333333333333,0.010571356657437747,2.9375,-0.022242501037233776,0.08101524121625776,-2.552904040404039,-2.552904040404039,-0.1565972222222234,-0.1565972222222234,-1.5074665840488626,-2.6169829886304976,-2.7495601511600203,-2.579538270525942,-1.10367905531968
2019-12-20,@,Alabama A&M,L,80.0,92.0,28.0,55.0,0.509,6.0,20.0,0.3,18.0,27.0,0.667,8.0,38.0,14.0,2.0,5.0,11.0,23.0,,30.0,66.0,0.455,9.0,18.0,0.5,23.0,30.0,0.767,8.0,29.0,14.0,4.0,3.0,3.0,25.0,-12.0,0,10,86.0,63.77777777777778,69.33333333333333,-0.020841435274620235,-0.08756282364235007,0.4022222222222222,0.4321111111111111,66.55555555555556,-5.55555555555555,-0.08347245409015017,0,1,-3.1785714285714306,0.4432857142857144,-0.04603051461080944,-5.55555555555555,12.0,86.0,81.77777777777777,65.0,73.38888888888889,-16.77777777777777,-0.22861468584405745,1,0,0.0,2019-12-20,,North Alabama,1,80.0,92.0,9.0,6.0,W,-0.010960259539786021,-0.003741753408236348,10,-10.033333333333331,-16.77777777777777,0.5021111111111112,0.39111111111111113,0.4534333333333332,-0.15083938862440488,-3.4166666666666643,0.008830827337874268,0.030979207109877237,-1.9816498316498334,-1.9816498316498334,-0.1500561167227856,-0.1500561167227856,-1.3509875727617668,-2.6169829886304976,-2.366275689920018,-2.579538270525942,-0.05995150721581635
