Date,Loc,Opp_name,W,Score,Opp_score,FG,FGA,FG_Pct,Threes,ThreesA,Threes_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,22,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_Threes,Opp_ThreesA,Opp_Threes_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,result,Win,Game_Number,Mean_Score,Home,Away,Comb_Loc,Avg_Score,Opp_Avg_Score,Avg_Threes,Opp_Avg_Threes,Avg_FG_Pct,Opp_Avg_FG_Pct,Avg_Mean_Score,Home_Pct,Avg_Result,Pct_Margin,Avg_Result_Fin,Opp_Avg_FG_Pct_Fin,Pct_Margin_Fin,Conference
2021-01-09,,UC-Irvine,L,65.0,79.0,26.0,57.0,0.456,8.0,30.0,0.267,5.0,10.0,0.5,4.0,22.0,14.0,8.0,2.0,15.0,17.0,,26.0,53.0,0.491,9.0,21.0,0.429,18.0,21.0,0.857,6.0,33.0,14.0,9.0,1.0,17.0,17.0,-14.0,0,1,72.0,1,0,1,,,,,,,,,,,-7.928571428571431,0.48214285714285715,-0.10919822921790459,Big West
2021-01-15,@,UCSB,L,52.0,69.0,19.0,49.0,0.388,8.0,23.0,0.348,6.0,11.0,0.545,3.0,24.0,16.0,3.0,2.0,19.0,12.0,,29.0,66.0,0.439,6.0,20.0,0.3,5.0,10.0,0.5,14.0,42.0,17.0,10.0,2.0,11.0,10.0,-17.0,0,2,60.5,0,1,-1,65.0,79.0,0.055706407126880686,0.0282477897948456,0.456,0.491,72.0,2.0,-14.0,-0.19444444444444445,-7.928571428571431,0.48214285714285715,-0.10919822921790459,Big West
2021-01-16,@,UCSB,L,53.0,84.0,19.0,53.0,0.358,5.0,24.0,0.208,10.0,12.0,0.833,6.0,23.0,8.0,3.0,0.0,12.0,14.0,,34.0,62.0,0.548,8.0,20.0,0.4,8.0,12.0,0.667,10.0,39.0,24.0,3.0,3.0,12.0,15.0,-31.0,0,3,68.5,0,1,-1,58.5,74.0,0.09673204815252168,-0.009470308049834508,0.42200000000000004,0.46499999999999997,66.25,0.0,-15.5,-0.2339622641509434,-7.928571428571431,0.48214285714285715,-0.10919822921790459,Big West
2021-01-22,,UC-Davis,W,89.0,69.0,36.0,53.0,0.679,11.0,21.0,0.524,6.0,8.0,0.75,2.0,28.0,28.0,8.0,2.0,21.0,17.0,,25.0,66.0,0.379,4.0,15.0,0.267,15.0,22.0,0.682,12.0,29.0,11.0,8.0,0.0,14.0,12.0,20.0,1,4,79.0,1,0,1,56.666666666666664,77.33333333333333,0.0570638731902291,-0.016110569000440278,0.40066666666666667,0.49266666666666664,67.0,0.4444444444444444,-20.666666666666664,-0.30845771144278605,-7.928571428571431,0.48214285714285715,-0.10919822921790459,Big West
2021-01-23,,UC-Davis,L,71.0,78.0,25.0,52.0,0.481,6.0,22.0,0.273,15.0,24.0,0.625,8.0,28.0,11.0,5.0,3.0,21.0,20.0,,26.0,55.0,0.473,9.0,20.0,0.45,17.0,21.0,0.81,9.0,29.0,16.0,9.0,4.0,18.0,22.0,-7.0,0,5,74.5,1,0,1,64.75,75.25,0.05713200855248207,-0.04442137207066599,0.47025,0.46425,70.0,0.0,-10.5,-0.15,-7.928571428571431,0.48214285714285715,-0.10919822921790459,Big West
2021-01-31,@,UC-Riverside,L,59.0,71.0,21.0,58.0,0.362,11.0,30.0,0.367,6.0,12.0,0.5,5.0,31.0,12.0,5.0,1.0,14.0,8.0,,26.0,62.0,0.419,13.0,31.0,0.419,6.0,6.0,1.0,8.0,42.0,18.0,7.0,3.0,13.0,14.0,-12.0,0,6,65.0,0,1,-1,66.0,75.8,0.03193018335065684,-0.028563939940300154,0.47240000000000004,0.466,70.9,0.24000000000000005,-9.799999999999997,-0.13822284908321575,-7.928571428571431,0.48214285714285715,-0.10919822921790459,Big West
2021-02-12,@,Cal State Bakersfield,L,71.0,76.0,26.0,54.0,0.481,12.0,32.0,0.375,7.0,8.0,0.875,6.0,25.0,16.0,2.0,0.0,14.0,16.0,,31.0,61.0,0.508,8.0,26.0,0.308,6.0,12.0,0.5,13.0,32.0,19.0,8.0,2.0,10.0,14.0,-5.0,0,7,73.5,0,1,-1,64.83333333333333,75.0,0.0643676687444405,0.013142304562778095,0.454,0.45816666666666667,69.91666666666667,0.0,-10.166666666666671,-0.14541120381406442,-7.928571428571431,0.48214285714285715,-0.10919822921790459,Big West
2021-02-13,@,Cal State Bakersfield,L,50.0,65.0,20.0,48.0,0.417,9.0,24.0,0.375,1.0,6.0,0.167,2.0,23.0,12.0,2.0,3.0,13.0,6.0,,24.0,63.0,0.381,9.0,26.0,0.346,8.0,8.0,1.0,15.0,40.0,20.0,7.0,5.0,8.0,9.0,-15.0,0,8,57.5,0,1,-1,65.71428571428571,75.14285714285714,0.08430172485263315,0.01157069493033197,0.45785714285714285,0.4652857142857143,70.42857142857143,0.16326530612244897,-9.42857142857143,-0.1338742393509128,-7.928571428571431,0.48214285714285715,-0.10919822921790459,Big West
2021-02-19,,UC-Riverside,L,75.0,81.0,28.0,62.0,0.452,10.0,31.0,0.323,9.0,14.0,0.643,2.0,22.0,19.0,6.0,2.0,6.0,14.0,,29.0,56.0,0.518,14.0,29.0,0.483,9.0,10.0,0.9,4.0,36.0,16.0,4.0,4.0,13.0,16.0,-6.0,0,9,78.0,1,0,1,63.75,73.875,0.09824034377846436,0.021501018606771338,0.45275,0.45475,68.8125,0.5625,-10.125,-0.14713896457765668,-7.928571428571431,0.48214285714285715,-0.10919822921790459,Big West
2021-02-20,,UC-Riverside,W (1 OT),83.0,82.0,28.0,57.0,0.491,15.0,30.0,0.5,12.0,14.0,0.857,1.0,20.0,17.0,4.0,2.0,11.0,16.0,,35.0,65.0,0.538,6.0,20.0,0.3,6.0,13.0,0.462,9.0,37.0,15.0,5.0,2.0,12.0,18.0,1.0,1,10,82.5,1,0,1,65.0,74.66666666666667,0.09673204815252173,0.043618495038968585,0.45266666666666666,0.46177777777777773,69.83333333333333,0.12345679012345678,-9.666666666666671,-0.1384248210023867,-7.928571428571431,0.48214285714285715,-0.10919822921790459,Big West
