Date,Loc,Opp_name,W,Score,Opp_score,FG,FGA,FG_Pct,Threes,ThreesA,Threes_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,22,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_Threes,Opp_ThreesA,Opp_Threes_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,result,Win,Game_Number,Mean_Score,Home,Away,Comb_Loc,Avg_Score,Opp_Avg_Score,Avg_Threes,Opp_Avg_Threes,Avg_FG_Pct,Opp_Avg_FG_Pct,Avg_Mean_Score,Home_Pct,Avg_Result,Pct_Margin,Avg_Result_Fin,Opp_Avg_FG_Pct_Fin,Pct_Margin_Fin,Conference
2020-12-01,,Bryant,L,85.0,93.0,29.0,79.0,0.367,11.0,31.0,0.355,16.0,20.0,0.8,16.0,44.0,15.0,2.0,0.0,11.0,26.0,,29.0,64.0,0.453,7.0,20.0,0.35,28.0,36.0,0.778,8.0,43.0,5.0,4.0,0.0,9.0,19.0,-8.0,0,1,89.0,1,0,1,,,,,,,,,,,-1.5,0.4361111111111111,-0.022528160200250315,AEC
2020-12-06,@,Quinnipiac,L,58.0,64.0,21.0,67.0,0.313,5.0,25.0,0.2,11.0,19.0,0.579,11.0,40.0,9.0,9.0,2.0,12.0,19.0,,22.0,53.0,0.415,9.0,24.0,0.375,11.0,14.0,0.786,4.0,40.0,13.0,3.0,10.0,19.0,20.0,-6.0,0,2,61.0,0,1,-1,85.0,93.0,0.0747109320137585,-0.08771791049098535,0.367,0.453,89.0,2.0,-8.0,-0.0898876404494382,-1.5,0.4361111111111111,-0.022528160200250315,AEC
2020-12-27,,Hartford,W,77.0,69.0,28.0,53.0,0.528,7.0,16.0,0.438,14.0,26.0,0.538,8.0,37.0,10.0,5.0,4.0,17.0,14.0,,25.0,57.0,0.439,14.0,32.0,0.438,5.0,10.0,0.5,4.0,23.0,12.0,9.0,2.0,13.0,22.0,8.0,1,3,73.0,1,0,1,71.5,78.5,0.022139973560447113,-0.007791878027455457,0.33999999999999997,0.434,75.0,0.0,-7.0,-0.09333333333333334,-1.5,0.4361111111111111,-0.022528160200250315,AEC
2020-12-28,,Hartford,W,53.0,51.0,19.0,55.0,0.345,5.0,17.0,0.294,10.0,17.0,0.588,10.0,39.0,10.0,5.0,1.0,13.0,25.0,,11.0,44.0,0.25,5.0,20.0,0.25,24.0,33.0,0.727,7.0,33.0,7.0,5.0,2.0,13.0,18.0,2.0,1,4,52.0,1,0,1,73.33333333333333,75.33333333333333,0.00011200153247509226,0.08470572639168666,0.4026666666666667,0.43566666666666665,74.33333333333333,0.4444444444444444,-2.0,-0.026905829596412557,-1.5,0.4361111111111111,-0.022528160200250315,AEC
2021-01-02,@,Maine,L,56.0,59.0,20.0,50.0,0.4,4.0,18.0,0.222,12.0,14.0,0.857,4.0,25.0,10.0,5.0,0.0,11.0,19.0,,21.0,46.0,0.457,6.0,17.0,0.353,11.0,18.0,0.611,3.0,27.0,13.0,3.0,3.0,10.0,16.0,-3.0,0,5,57.5,0,1,-1,68.25,69.25,-0.005832054411580856,0.06553700973726667,0.38825,0.38925,68.75,1.25,-1.0,-0.014545454545454545,-1.5,0.4361111111111111,-0.022528160200250315,AEC
2021-01-03,@,Maine,W,62.0,58.0,20.0,48.0,0.417,2.0,11.0,0.182,20.0,28.0,0.714,9.0,23.0,8.0,6.0,3.0,8.0,17.0,,21.0,48.0,0.438,9.0,22.0,0.409,7.0,17.0,0.412,11.0,28.0,14.0,5.0,4.0,15.0,26.0,4.0,1,6,60.0,0,1,-1,65.8,67.2,-0.02173104903397971,0.05254706646753998,0.39059999999999995,0.40279999999999994,66.5,0.24000000000000005,-1.4000000000000057,-0.021052631578947455,-1.5,0.4361111111111111,-0.022528160200250315,AEC
2021-01-09,,UMBC,L,54.0,69.0,20.0,58.0,0.345,6.0,24.0,0.25,8.0,13.0,0.615,10.0,35.0,7.0,3.0,4.0,11.0,17.0,,22.0,58.0,0.379,7.0,22.0,0.318,18.0,19.0,0.947,8.0,36.0,6.0,4.0,2.0,11.0,19.0,-15.0,0,7,61.5,1,0,1,65.16666666666667,65.66666666666667,-0.05265479688649727,0.06718629779458857,0.39499999999999996,0.4086666666666667,65.41666666666667,0.0,-0.5,-0.007643312101910827,-1.5,0.4361111111111111,-0.022528160200250315,AEC
2021-01-10,,UMBC,L,66.0,68.0,23.0,59.0,0.39,9.0,21.0,0.429,11.0,15.0,0.733,11.0,31.0,14.0,4.0,1.0,7.0,18.0,,26.0,50.0,0.52,2.0,12.0,0.167,14.0,18.0,0.778,3.0,27.0,5.0,4.0,2.0,8.0,19.0,-2.0,0,8,67.0,1,0,1,63.57142857142857,66.14285714285714,-0.043861440755573966,0.055806091459826346,0.38785714285714284,0.4044285714285714,64.85714285714286,0.16326530612244897,-2.5714285714285694,-0.03964757709251098,-1.5,0.4361111111111111,-0.022528160200250315,AEC
2021-01-16,@,Stony Brook,W,81.0,64.0,26.0,54.0,0.481,13.0,29.0,0.448,16.0,19.0,0.842,3.0,25.0,19.0,9.0,1.0,10.0,16.0,,21.0,45.0,0.467,5.0,13.0,0.385,17.0,22.0,0.773,3.0,25.0,10.0,8.0,5.0,17.0,22.0,17.0,1,9,72.5,0,1,-1,63.875,66.375,-0.025853129227176253,0.01980897122944475,0.388125,0.418875,65.125,0.5625,-2.5,-0.03838771593090211,-1.5,0.4361111111111111,-0.022528160200250315,AEC
2021-01-17,@,Stony Brook,W,67.0,64.0,22.0,59.0,0.373,9.0,30.0,0.3,14.0,21.0,0.667,15.0,39.0,12.0,2.0,1.0,9.0,21.0,,21.0,47.0,0.447,5.0,19.0,0.263,17.0,26.0,0.654,5.0,25.0,14.0,5.0,5.0,8.0,18.0,3.0,1,10,65.5,0,1,-1,65.77777777777777,66.11111111111111,0.0006648270853006899,0.0091647135263635,0.39844444444444443,0.4242222222222222,65.94444444444444,0.12345679012345678,-0.3333333333333428,-0.005054759898904946,-1.5,0.4361111111111111,-0.022528160200250315,AEC
