Date,Loc,Opp_name,W,Score,Opp_score,FG,FGA,FG_Pct,Threes,ThreesA,Threes_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,22,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_Threes,Opp_ThreesA,Opp_Threes_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,result,Win,Game_Number,Mean_Score,Home,Away,Comb_Loc,Avg_Score,Opp_Avg_Score,Avg_Threes,Opp_Avg_Threes,Avg_FG_Pct,Opp_Avg_FG_Pct,Avg_Mean_Score,Home_Pct,Avg_Result,Pct_Margin,Avg_Result_Fin,Opp_Avg_FG_Pct_Fin,Pct_Margin_Fin,Conference
2020-11-25,@,Northern Illinois,W,65.0,61.0,24.0,60.0,0.4,11.0,33.0,0.333,6.0,9.0,0.667,5.0,26.0,16.0,4.0,1.0,8.0,13.0,,23.0,57.0,0.404,3.0,10.0,0.3,12.0,17.0,0.706,12.0,40.0,8.0,4.0,2.0,12.0,13.0,4.0,1,1,63.0,0,1,-1,,,,,,,,,,,-4.636363636363626,0.4405454545454546,-0.06623376623376609,Horizon
2020-11-28,,Central Michigan,W,74.0,72.0,25.0,60.0,0.417,7.0,16.0,0.438,17.0,25.0,0.68,11.0,43.0,16.0,4.0,7.0,19.0,20.0,,26.0,67.0,0.388,2.0,18.0,0.111,18.0,28.0,0.643,9.0,30.0,7.0,16.0,5.0,7.0,22.0,2.0,1,2,73.0,1,0,1,65.0,61.0,0.1941679455884191,-0.1659833784973312,0.4,0.404,63.0,2.0,4.0,0.06349206349206349,-4.636363636363626,0.4405454545454546,-0.06623376623376609,Horizon
2020-12-01,,Valparaiso,W,66.0,50.0,23.0,53.0,0.434,9.0,26.0,0.346,11.0,14.0,0.786,5.0,31.0,19.0,3.0,1.0,8.0,16.0,,20.0,53.0,0.377,1.0,14.0,0.071,9.0,16.0,0.563,4.0,27.0,9.0,3.0,2.0,10.0,17.0,16.0,1,3,58.0,1,0,1,69.5,66.5,0.07496484652920499,-0.20074240721667053,0.4085,0.396,68.0,0.0,3.0,0.04411764705882353,-4.636363636363626,0.4405454545454546,-0.06623376623376609,Horizon
2020-12-05,@,Ball State,L,66.0,68.0,23.0,54.0,0.426,5.0,18.0,0.278,15.0,21.0,0.714,5.0,32.0,9.0,2.0,2.0,13.0,27.0,,20.0,52.0,0.385,2.0,18.0,0.111,26.0,34.0,0.765,8.0,35.0,9.0,5.0,2.0,10.0,17.0,-2.0,0,4,67.0,0,1,-1,68.33333333333333,61.0,0.08159758911562365,-0.21516370636618365,0.417,0.38966666666666666,64.66666666666667,0.4444444444444444,7.333333333333329,0.11340206185567002,-4.636363636363626,0.4405454545454546,-0.06623376623376609,Horizon
2020-12-13,,Loyola (IL),L,66.0,77.0,26.0,55.0,0.473,8.0,23.0,0.348,6.0,10.0,0.6,4.0,26.0,16.0,0.0,4.0,12.0,19.0,,27.0,52.0,0.519,8.0,16.0,0.5,15.0,23.0,0.652,8.0,33.0,16.0,6.0,1.0,11.0,16.0,-11.0,0,5,71.5,1,0,1,67.75,62.75,0.040719180331535765,-0.21790683222341048,0.41924999999999996,0.3885,65.25,0.0,5.0,0.07662835249042145,-4.636363636363626,0.4405454545454546,-0.06623376623376609,Horizon
2020-12-19,,Oakland,W,74.0,72.0,28.0,72.0,0.389,14.0,36.0,0.389,4.0,7.0,0.571,12.0,36.0,20.0,6.0,6.0,10.0,26.0,,26.0,62.0,0.419,2.0,16.0,0.125,18.0,32.0,0.563,12.0,44.0,11.0,6.0,3.0,11.0,14.0,2.0,1,6,73.0,1,0,1,67.4,65.6,0.04255872394952387,-0.16718289868925437,0.43,0.41459999999999997,66.5,0.24000000000000005,1.8000000000000114,0.0270676691729325,-4.636363636363626,0.4405454545454546,-0.06623376623376609,Horizon
2020-12-20,,Oakland,W,90.0,73.0,35.0,66.0,0.53,13.0,30.0,0.433,7.0,10.0,0.7,8.0,38.0,23.0,2.0,4.0,12.0,21.0,,28.0,73.0,0.384,6.0,29.0,0.207,11.0,20.0,0.55,14.0,38.0,17.0,8.0,1.0,7.0,12.0,17.0,1,7,81.5,1,0,1,68.5,66.66666666666667,0.08063622183771729,-0.17852436210388858,0.42316666666666664,0.41533333333333333,67.58333333333333,0.7777777777777777,1.8333333333333286,0.0271270036991368,-4.636363636363626,0.4405454545454546,-0.06623376623376609,Horizon
2021-01-08,@,Purdue-Fort Wayne,L (1 OT),89.0,96.0,33.0,77.0,0.429,11.0,34.0,0.324,12.0,21.0,0.571,10.0,36.0,14.0,6.0,7.0,9.0,18.0,,37.0,69.0,0.536,8.0,15.0,0.533,14.0,19.0,0.737,5.0,36.0,12.0,6.0,3.0,11.0,20.0,-7.0,0,8,92.5,0,1,-1,71.57142857142857,67.57142857142857,0.0876732426865306,-0.16130448895378285,0.43842857142857145,0.41085714285714287,69.57142857142857,1.4693877551020407,4.0,0.057494866529774126,-4.636363636363626,0.4405454545454546,-0.06623376623376609,Horizon
2021-01-09,@,Purdue-Fort Wayne,L,55.0,88.0,22.0,56.0,0.393,6.0,24.0,0.25,5.0,6.0,0.833,2.0,23.0,8.0,7.0,2.0,19.0,15.0,,31.0,63.0,0.492,11.0,18.0,0.611,15.0,17.0,0.882,9.0,36.0,15.0,11.0,3.0,17.0,13.0,-33.0,0,9,71.5,0,1,-1,73.75,71.125,0.08308580738763688,-0.14480731465221897,0.43724999999999997,0.4265,72.4375,0.5625,2.625,0.0362381363244176,-4.636363636363626,0.4405454545454546,-0.06623376623376609,Horizon
2021-01-15,,Robert Morris,W,67.0,53.0,22.0,53.0,0.415,7.0,17.0,0.412,16.0,23.0,0.696,5.0,34.0,11.0,5.0,7.0,12.0,21.0,,18.0,60.0,0.3,1.0,14.0,0.071,16.0,23.0,0.696,11.0,36.0,11.0,4.0,2.0,11.0,18.0,14.0,1,10,60.0,1,0,1,71.66666666666667,73.0,0.07717331231471608,-0.11717733014041826,0.43233333333333335,0.43377777777777776,72.33333333333333,0.12345679012345678,-1.3333333333333286,-0.018433179723502238,-4.636363636363626,0.4405454545454546,-0.06623376623376609,Horizon
