Date,Loc,Opp_name,W,Score,Opp_score,FG,FGA,FG_Pct,Threes,ThreesA,Threes_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,22,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_Threes,Opp_ThreesA,Opp_Threes_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,result,Win,Game_Number,Mean_Score,Home,Away,Comb_Loc,Avg_Score,Opp_Avg_Score,Avg_Threes,Opp_Avg_Threes,Avg_FG_Pct,Opp_Avg_FG_Pct,Avg_Mean_Score,Home_Pct,Avg_Result,Pct_Margin,Avg_Result_Fin,Opp_Avg_FG_Pct_Fin,Pct_Margin_Fin,Conference
2020-11-25,@,Butler,L,62.0,66.0,23.0,50.0,0.46,9.0,18.0,0.5,7.0,10.0,0.7,1.0,33.0,13.0,2.0,5.0,13.0,19.0,,23.0,57.0,0.404,5.0,20.0,0.25,15.0,24.0,0.625,5.0,30.0,7.0,7.0,2.0,6.0,14.0,-4.0,0,1,64.0,0,1,-1,,,,,,,,,,,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2020-12-06,@,Michigan State,L,61.0,79.0,23.0,59.0,0.39,5.0,13.0,0.385,10.0,11.0,0.909,7.0,28.0,14.0,4.0,1.0,11.0,13.0,,32.0,63.0,0.508,10.0,26.0,0.385,5.0,7.0,0.714,6.0,33.0,28.0,4.0,6.0,11.0,14.0,-18.0,0,2,70.0,0,1,-1,62.0,66.0,0.12195950886385337,-0.0862516348311613,0.46,0.404,64.0,2.0,-4.0,-0.0625,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2020-12-12,,Detroit,L,57.0,67.0,23.0,64.0,0.359,5.0,27.0,0.185,6.0,9.0,0.667,15.0,38.0,8.0,3.0,3.0,12.0,19.0,,22.0,56.0,0.393,7.0,24.0,0.292,16.0,19.0,0.842,7.0,30.0,8.0,7.0,2.0,6.0,12.0,-10.0,0,3,62.0,1,0,1,61.5,72.5,0.027939052530257802,-0.003179534517681659,0.42500000000000004,0.456,67.0,3.0,-11.0,-0.16417910447761194,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2020-12-13,,Milwaukee,L,63.0,71.0,21.0,51.0,0.412,9.0,21.0,0.429,12.0,23.0,0.522,7.0,28.0,9.0,3.0,2.0,14.0,21.0,,25.0,60.0,0.417,6.0,23.0,0.261,15.0,21.0,0.714,11.0,40.0,7.0,10.0,3.0,11.0,23.0,-8.0,0,4,67.0,1,0,1,60.0,70.66666666666667,0.0031423045627780866,-0.002203607386907447,0.403,0.43500000000000005,65.33333333333333,0.4444444444444444,-10.666666666666671,-0.16326530612244908,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2020-12-18,,Central Michigan,W,76.0,61.0,30.0,54.0,0.556,8.0,18.0,0.444,8.0,11.0,0.727,8.0,37.0,15.0,2.0,5.0,15.0,16.0,,22.0,63.0,0.349,5.0,19.0,0.263,12.0,15.0,0.8,14.0,29.0,5.0,8.0,2.0,11.0,17.0,15.0,1,5,68.5,1,0,1,60.75,70.75,0.03215465024179043,-0.01670457411802284,0.40525,0.43050000000000005,65.75,0.0,-10.0,-0.1520912547528517,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2020-12-22,,Ball State,L,68.0,76.0,23.0,52.0,0.442,6.0,19.0,0.316,16.0,21.0,0.762,8.0,29.0,9.0,6.0,2.0,16.0,14.0,,29.0,56.0,0.518,9.0,20.0,0.45,9.0,12.0,0.75,6.0,29.0,14.0,9.0,4.0,13.0,19.0,-8.0,0,6,72.0,1,0,1,63.8,68.8,0.025033631626519004,-0.025733664429470005,0.4354,0.4142,66.3,0.24000000000000005,-5.0,-0.07541478129713425,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2021-01-02,,Toledo,L,59.0,70.0,23.0,58.0,0.397,5.0,27.0,0.185,8.0,11.0,0.727,10.0,35.0,10.0,3.0,3.0,15.0,17.0,,25.0,65.0,0.385,8.0,31.0,0.258,12.0,15.0,0.8,10.0,35.0,12.0,6.0,1.0,9.0,19.0,-11.0,0,7,64.5,1,0,1,64.5,70.0,0.012057033244948667,-0.013524362103888576,0.43650000000000005,0.43150000000000005,67.25,0.7777777777777777,-5.5,-0.08178438661710037,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2021-01-09,@,Kent State,L,54.0,80.0,20.0,51.0,0.392,4.0,21.0,0.19,10.0,15.0,0.667,7.0,24.0,9.0,5.0,1.0,17.0,14.0,,33.0,66.0,0.5,9.0,31.0,0.29,5.0,8.0,0.625,12.0,35.0,10.0,9.0,2.0,12.0,16.0,-26.0,0,8,67.0,0,1,-1,63.714285714285715,70.0,0.002619135653958937,-0.007401913124296722,0.4308571428571429,0.4248571428571429,66.85714285714286,1.4693877551020407,-6.285714285714285,-0.094017094017094,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2021-01-12,,Buffalo,L,69.0,85.0,26.0,58.0,0.448,8.0,18.0,0.444,9.0,14.0,0.643,6.0,34.0,11.0,2.0,3.0,15.0,13.0,,33.0,71.0,0.465,10.0,22.0,0.455,9.0,13.0,0.692,10.0,41.0,12.0,7.0,3.0,8.0,16.0,-16.0,0,9,77.0,1,0,1,62.5,71.25,-0.007524362103888571,-0.0029980463144148595,0.426,0.43425,66.875,0.5625,-8.75,-0.1308411214953271,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2021-01-23,,Akron,L,68.0,79.0,27.0,56.0,0.482,5.0,16.0,0.313,9.0,12.0,0.75,7.0,20.0,10.0,3.0,0.0,13.0,23.0,,23.0,49.0,0.469,10.0,30.0,0.333,23.0,31.0,0.742,5.0,28.0,10.0,7.0,0.0,10.0,15.0,-11.0,0,10,73.5,1,0,1,63.22222222222222,72.77777777777777,-0.0024523058648727725,0.0025061722472565218,0.4284444444444444,0.43766666666666665,68.0,1.1111111111111112,-9.55555555555555,-0.14052287581699338,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2021-01-26,@,Ohio,L,58.0,81.0,21.0,52.0,0.404,8.0,25.0,0.32,8.0,12.0,0.667,2.0,25.0,17.0,2.0,2.0,16.0,14.0,,33.0,72.0,0.458,7.0,26.0,0.269,8.0,12.0,0.667,10.0,39.0,17.0,8.0,3.0,6.0,14.0,-23.0,0,11,69.5,0,1,-1,63.7,73.4,-0.012111489262444264,0.009363921274858023,0.4338,0.4408,68.55,1.7600000000000002,-9.700000000000003,-0.14150255288110872,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2021-01-30,@,Miami (OH),L,56.0,65.0,25.0,60.0,0.417,3.0,19.0,0.158,3.0,5.0,0.6,5.0,32.0,10.0,7.0,3.0,7.0,21.0,,21.0,53.0,0.396,5.0,19.0,0.263,18.0,23.0,0.783,8.0,39.0,12.0,5.0,2.0,10.0,9.0,-9.0,0,12,60.5,0,1,-1,63.18181818181818,74.0909090909091,-0.0027329951974137123,0.003040055074025494,0.4310909090909091,0.4423636363636364,68.63636363636364,0.8925619834710743,-10.909090909090914,-0.15894039735099344,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2021-02-03,@,Bowling Green State,W,76.0,70.0,27.0,56.0,0.482,12.0,26.0,0.462,10.0,13.0,0.769,8.0,37.0,17.0,3.0,2.0,15.0,13.0,,27.0,67.0,0.403,8.0,28.0,0.286,8.0,14.0,0.571,7.0,28.0,14.0,9.0,1.0,4.0,16.0,6.0,1,13,73.0,0,1,-1,62.583333333333336,73.33333333333333,-0.013923829480719463,-0.003297089376615825,0.42991666666666667,0.43850000000000006,67.95833333333333,0.3611111111111111,-10.749999999999993,-0.15818516247700787,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2021-02-06,@,Central Michigan,W,67.0,65.0,25.0,58.0,0.431,9.0,26.0,0.346,8.0,11.0,0.727,12.0,32.0,13.0,9.0,1.0,11.0,17.0,,24.0,47.0,0.511,3.0,16.0,0.188,14.0,19.0,0.737,7.0,28.0,5.0,5.0,2.0,13.0,17.0,2.0,1,14,66.0,0,1,-1,63.61538461538461,73.07692307692308,0.0020741868683000764,-0.0008927831565201383,0.4339230769230769,0.43576923076923085,68.34615384615384,0.08284023668639054,-9.461538461538467,-0.13843556555993256,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2021-02-12,@,Buffalo,L,54.0,86.0,18.0,52.0,0.346,5.0,16.0,0.313,13.0,25.0,0.52,6.0,30.0,10.0,7.0,1.0,18.0,16.0,,33.0,71.0,0.465,8.0,27.0,0.296,12.0,16.0,0.75,15.0,47.0,18.0,12.0,5.0,14.0,19.0,-32.0,0,15,70.0,0,1,-1,63.857142857142854,72.5,0.008623288902822823,-0.012046529591573263,0.4337142857142857,0.4411428571428572,68.17857142857143,0.0,-8.642857142857146,-0.1267679413305396,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2021-02-16,,Kent State,L,69.0,76.0,26.0,58.0,0.448,9.0,20.0,0.45,8.0,13.0,0.615,9.0,29.0,15.0,4.0,2.0,14.0,24.0,,22.0,55.0,0.4,5.0,18.0,0.278,27.0,29.0,0.931,9.0,33.0,5.0,10.0,5.0,11.0,13.0,-7.0,0,16,72.5,1,0,1,63.2,73.4,0.006095891060668379,-0.013796841667921278,0.4278666666666667,0.44273333333333337,68.3,0.07111111111111111,-10.200000000000003,-0.14934114202049786,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2021-02-25,,Miami (OH),L,66.0,74.0,26.0,55.0,0.473,8.0,23.0,0.348,6.0,12.0,0.5,6.0,31.0,14.0,5.0,1.0,11.0,17.0,,27.0,66.0,0.409,10.0,26.0,0.385,10.0,13.0,0.769,14.0,39.0,7.0,3.0,1.0,10.0,17.0,-8.0,0,17,70.0,1,0,1,63.5625,73.5625,0.010959413707320897,-0.020406265247473965,0.42912500000000003,0.4400625000000001,68.5625,0.0,-10.0,-0.14585232452142205,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2021-02-27,@,Toledo,L,44.0,91.0,17.0,59.0,0.288,3.0,26.0,0.115,7.0,13.0,0.538,6.0,29.0,4.0,6.0,0.0,14.0,10.0,,36.0,66.0,0.545,13.0,31.0,0.419,6.0,6.0,1.0,7.0,46.0,23.0,9.0,2.0,10.0,8.0,-47.0,0,18,67.5,0,1,-1,63.705882352941174,73.58823529411765,0.013345443990294303,-0.013764170257365815,0.4317058823529412,0.4382352941176471,68.6470588235294,0.06228373702422146,-9.882352941176478,-0.14395886889460166,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2021-03-02,@,Northern Illinois,W,73.0,63.0,25.0,47.0,0.532,11.0,21.0,0.524,12.0,15.0,0.8,7.0,37.0,12.0,4.0,0.0,18.0,16.0,,26.0,70.0,0.371,7.0,21.0,0.333,4.0,13.0,0.308,14.0,31.0,9.0,11.0,2.0,8.0,15.0,10.0,1,19,68.0,0,1,-1,62.611111111111114,74.55555555555556,0.008569692909421112,-0.005029578199268581,0.4237222222222223,0.4441666666666667,68.58333333333333,0.0,-11.944444444444443,-0.17415957877683272,-10.300000000000004,0.43985,-0.15080527086383608,MAC
2021-03-05,,Eastern Michigan,L,63.0,64.0,25.0,52.0,0.481,7.0,19.0,0.368,6.0,11.0,0.545,8.0,38.0,14.0,3.0,2.0,14.0,17.0,,25.0,58.0,0.431,8.0,20.0,0.4,6.0,12.0,0.5,7.0,26.0,8.0,9.0,3.0,6.0,16.0,-1.0,0,20,63.5,1,0,1,63.1578947368421,73.94736842105263,0.016475637896111506,-0.003915821178621659,0.429421052631579,0.44031578947368427,68.55263157894737,0.05540166204986149,-10.789473684210527,-0.15738963531669867,-10.300000000000004,0.43985,-0.15080527086383608,MAC
