Date,Loc,Opp_name,W,Score,Opp_score,FG,FGA,FG_Pct,Threes,ThreesA,Threes_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,22,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_Threes,Opp_ThreesA,Opp_Threes_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,result,Win,Game_Number,Mean_Score,Home,Away,Comb_Loc,Avg_Score,Opp_Avg_Score,Avg_Threes,Opp_Avg_Threes,Avg_FG_Pct,Opp_Avg_FG_Pct,Avg_Mean_Score,Home_Pct,Avg_Result,Pct_Margin,Avg_Result_Fin,Opp_Avg_FG_Pct_Fin,Pct_Margin_Fin,Conference
2020-12-18,,Bowling Green State,L,65.0,85.0,24.0,51.0,0.471,4.0,17.0,0.235,13.0,21.0,0.619,7.0,30.0,13.0,5.0,2.0,14.0,19.0,,34.0,66.0,0.515,8.0,15.0,0.533,9.0,12.0,0.75,12.0,35.0,18.0,4.0,1.0,9.0,18.0,-20.0,0,1,75.0,1,0,1,,,,,,,,,,,-7.666666666666657,0.4755555555555555,-0.10087719298245601,Horizon
2020-12-20,@,Marshall,L,71.0,85.0,28.0,69.0,0.406,9.0,17.0,0.529,6.0,8.0,0.75,13.0,34.0,13.0,15.0,6.0,23.0,13.0,,30.0,66.0,0.455,11.0,29.0,0.379,14.0,16.0,0.875,12.0,38.0,18.0,15.0,6.0,19.0,8.0,-14.0,0,2,78.0,0,1,-1,65.0,85.0,-0.12890897748850394,-0.03117142092741798,0.471,0.515,75.0,2.0,-20.0,-0.26666666666666666,-7.666666666666657,0.4755555555555555,-0.10087719298245601,Horizon
2020-12-26,@,Purdue-Fort Wayne,W,102.0,88.0,39.0,65.0,0.6,13.0,24.0,0.542,11.0,18.0,0.611,9.0,23.0,23.0,4.0,2.0,12.0,25.0,,31.0,62.0,0.5,6.0,22.0,0.273,20.0,29.0,0.69,11.0,27.0,15.0,4.0,4.0,10.0,19.0,14.0,1,3,95.0,0,1,-1,68.0,85.0,-0.026759656221535644,0.021769755543170233,0.4385,0.485,76.5,0.0,-17.0,-0.2222222222222222,-7.666666666666657,0.4755555555555555,-0.10087719298245601,Horizon
2020-12-27,@,Purdue-Fort Wayne,L,82.0,87.0,32.0,64.0,0.5,9.0,25.0,0.36,9.0,15.0,0.6,11.0,25.0,18.0,5.0,2.0,14.0,15.0,,34.0,53.0,0.642,11.0,17.0,0.647,8.0,13.0,0.615,7.0,31.0,21.0,7.0,1.0,21.0,14.0,-5.0,0,4,84.5,0,1,-1,79.33333333333333,86.0,0.014206730333086226,-0.022826687685283897,0.4923333333333333,0.49,82.66666666666667,0.4444444444444444,-6.666666666666671,-0.08064516129032263,-7.666666666666657,0.4755555555555555,-0.10087719298245601,Horizon
2021-01-01,,Milwaukee,W,67.0,64.0,24.0,60.0,0.4,4.0,14.0,0.286,15.0,20.0,0.75,16.0,46.0,7.0,7.0,4.0,15.0,18.0,,19.0,56.0,0.339,12.0,35.0,0.343,14.0,19.0,0.737,7.0,28.0,14.0,4.0,1.0,13.0,16.0,3.0,1,5,65.5,1,0,1,80.0,86.25,0.014600637896111435,-0.00048088384301897547,0.49424999999999997,0.528,83.125,1.25,-6.25,-0.07518796992481203,-7.666666666666657,0.4755555555555555,-0.10087719298245601,Horizon
2021-01-15,@,UIC,L,53.0,67.0,18.0,60.0,0.3,1.0,14.0,0.071,16.0,23.0,0.696,11.0,36.0,11.0,4.0,2.0,11.0,18.0,,22.0,53.0,0.415,7.0,17.0,0.412,16.0,23.0,0.696,5.0,34.0,11.0,5.0,7.0,12.0,21.0,-14.0,0,6,60.0,0,1,-1,77.4,81.8,-0.011198780708539746,0.03855387750491335,0.47539999999999993,0.4902,79.6,0.24000000000000005,-4.3999999999999915,-0.05527638190954764,-7.666666666666657,0.4755555555555555,-0.10087719298245601,Horizon
2021-01-16,@,UIC,L (1 OT),62.0,66.0,19.0,57.0,0.333,2.0,13.0,0.154,22.0,33.0,0.667,7.0,35.0,13.0,5.0,4.0,9.0,26.0,,22.0,55.0,0.4,4.0,19.0,0.211,18.0,34.0,0.529,7.0,38.0,11.0,3.0,3.0,12.0,26.0,-4.0,0,7,64.0,0,1,-1,73.33333333333333,79.33333333333333,-0.0407970893766158,0.033114293358296354,0.4461666666666666,0.4776666666666667,76.33333333333333,0.7777777777777777,-6.0,-0.07860262008733625,-7.666666666666657,0.4755555555555555,-0.10087719298245601,Horizon
2021-01-22,,Northern Kentucky,L,76.0,81.0,26.0,57.0,0.456,9.0,25.0,0.36,15.0,18.0,0.833,7.0,25.0,18.0,5.0,0.0,8.0,12.0,,32.0,55.0,0.582,9.0,23.0,0.391,8.0,14.0,0.571,6.0,29.0,16.0,3.0,1.0,12.0,12.0,-5.0,0,8,78.5,1,0,1,71.71428571428571,77.42857142857143,-0.06252834616763359,0.013043903578768223,0.43,0.4665714285714286,74.57142857142857,1.4693877551020407,-5.714285714285722,-0.07662835249042156,-7.666666666666657,0.4755555555555555,-0.10087719298245601,Horizon
2021-01-23,,Northern Kentucky,L (1 OT),74.0,79.0,25.0,56.0,0.446,8.0,17.0,0.471,16.0,26.0,0.615,9.0,29.0,16.0,7.0,0.0,12.0,15.0,,27.0,61.0,0.443,9.0,30.0,0.3,16.0,19.0,0.842,11.0,30.0,15.0,9.0,3.0,11.0,18.0,-5.0,0,9,76.5,1,0,1,72.25,77.875,-0.048818479750947386,0.013923470961922035,0.43324999999999997,0.481,75.0625,0.5625,-5.625,-0.0749375520399667,-7.666666666666657,0.4755555555555555,-0.10087719298245601,Horizon
2021-01-29,@,Wright State,L,70.0,79.0,29.0,65.0,0.446,10.0,25.0,0.4,2.0,2.0,1.0,7.0,32.0,13.0,3.0,3.0,10.0,18.0,,30.0,64.0,0.469,5.0,17.0,0.294,14.0,17.0,0.824,8.0,29.0,17.0,2.0,3.0,6.0,7.0,-9.0,0,10,74.5,0,1,-1,72.44444444444444,78.0,-0.04205196946585177,0.015535466955940491,0.43466666666666665,0.47677777777777774,75.22222222222223,0.12345679012345678,-5.555555555555557,-0.0738552437223043,-7.666666666666657,0.4755555555555555,-0.10087719298245601,Horizon
