Date,Loc,Opp_name,W,Score,Opp_score,FG,FGA,FG_Pct,Threes,ThreesA,Threes_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,22,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_Threes,Opp_ThreesA,Opp_Threes_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,result,Win,Game_Number,Mean_Score,Home,Away,Comb_Loc,Avg_Score,Opp_Avg_Score,Avg_Threes,Opp_Avg_Threes,Avg_FG_Pct,Opp_Avg_FG_Pct,Avg_Mean_Score,Home_Pct,Avg_Result,Pct_Margin,Avg_Result_Fin,Opp_Avg_FG_Pct_Fin,Pct_Margin_Fin,Conference
2020-12-21,@,UMass-Lowell,L,65.0,73.0,21.0,51.0,0.412,8.0,26.0,0.308,15.0,25.0,0.6,7.0,31.0,10.0,3.0,1.0,16.0,21.0,,23.0,48.0,0.479,11.0,23.0,0.478,16.0,25.0,0.64,3.0,28.0,15.0,7.0,4.0,15.0,25.0,-8.0,0,1,69.0,0,1,-1,,,,,,,,,,,9.600000000000001,0.41059999999999997,0.14076246334310852,AEC
2020-12-22,@,UMass-Lowell,W,62.0,53.0,19.0,54.0,0.352,2.0,17.0,0.118,22.0,26.0,0.846,7.0,27.0,5.0,4.0,0.0,11.0,17.0,,19.0,46.0,0.413,7.0,18.0,0.389,8.0,12.0,0.667,4.0,30.0,8.0,1.0,3.0,21.0,29.0,9.0,1,2,57.5,0,1,-1,65.0,73.0,0.055706407126880686,0.13853043241665935,0.412,0.479,69.0,2.0,-8.0,-0.11594202898550725,9.600000000000001,0.41059999999999997,0.14076246334310852,AEC
2020-12-27,,NJIT,W,92.0,78.0,33.0,59.0,0.559,12.0,23.0,0.522,14.0,19.0,0.737,5.0,34.0,21.0,2.0,4.0,14.0,24.0,,22.0,61.0,0.361,6.0,25.0,0.24,28.0,36.0,0.778,11.0,34.0,10.0,8.0,2.0,10.0,20.0,14.0,1,3,85.0,1,0,1,63.5,63.0,-0.07730388966294369,0.11504706646753998,0.382,0.44599999999999995,63.25,3.0,0.5,0.007905138339920948,9.600000000000001,0.41059999999999997,0.14076246334310852,AEC
2020-12-28,,NJIT,L (2 OT),80.0,81.0,31.0,66.0,0.47,5.0,21.0,0.238,13.0,17.0,0.765,8.0,33.0,19.0,5.0,3.0,10.0,15.0,,34.0,66.0,0.515,6.0,18.0,0.333,7.0,10.0,0.7,5.0,32.0,9.0,7.0,2.0,12.0,19.0,-1.0,0,4,80.5,1,0,1,73.0,68.0,-0.012154499090189952,0.03941681436669969,0.441,0.41766666666666663,70.5,0.4444444444444444,5.0,0.07092198581560284,9.600000000000001,0.41059999999999997,0.14076246334310852,AEC
2021-01-02,,Albany (NY),L,62.0,63.0,23.0,58.0,0.397,10.0,29.0,0.345,6.0,9.0,0.667,9.0,33.0,14.0,3.0,4.0,14.0,18.0,,23.0,49.0,0.469,5.0,18.0,0.278,12.0,20.0,0.6,5.0,30.0,9.0,7.0,3.0,13.0,17.0,-1.0,0,5,62.5,1,0,1,74.75,71.25,-0.04262135207044376,0.0022651115803219435,0.44825,0.44199999999999995,73.0,0.0,3.5,0.04794520547945205,9.600000000000001,0.41059999999999997,0.14076246334310852,AEC
2021-01-03,,Albany (NY),W,74.0,66.0,24.0,52.0,0.462,8.0,21.0,0.381,18.0,22.0,0.818,10.0,33.0,15.0,4.0,3.0,15.0,18.0,,24.0,53.0,0.453,10.0,23.0,0.435,8.0,13.0,0.615,4.0,22.0,12.0,4.0,1.0,13.0,20.0,8.0,1,6,70.0,1,0,1,72.2,69.6,-0.006045137727157257,-0.011800224172854035,0.438,0.4473999999999999,70.9,0.24000000000000005,2.6000000000000085,0.03667136812411859,9.600000000000001,0.41059999999999997,0.14076246334310852,AEC
2021-01-09,@,Binghamton,W,76.0,60.0,28.0,55.0,0.509,6.0,19.0,0.316,14.0,17.0,0.824,10.0,35.0,17.0,4.0,2.0,9.0,13.0,,23.0,52.0,0.442,8.0,26.0,0.308,6.0,12.0,0.5,3.0,21.0,11.0,5.0,0.0,10.0,18.0,16.0,1,7,68.0,0,1,-1,72.5,69.0,-0.003179534517681659,0.01256259441785057,0.442,0.44833333333333325,70.75,0.7777777777777777,3.5,0.04946996466431095,9.600000000000001,0.41059999999999997,0.14076246334310852,AEC
2021-01-10,@,Binghamton,W,84.0,44.0,28.0,54.0,0.519,11.0,27.0,0.407,17.0,20.0,0.85,6.0,37.0,20.0,7.0,2.0,6.0,18.0,,14.0,62.0,0.226,2.0,28.0,0.071,14.0,20.0,0.7,15.0,32.0,5.0,3.0,1.0,9.0,16.0,40.0,1,8,64.0,0,1,-1,73.0,67.71428571428571,-0.014111446252616566,0.021918675870795046,0.45157142857142857,0.4474285714285714,70.35714285714286,0.16326530612244897,5.285714285714292,0.07512690355329957,9.600000000000001,0.41059999999999997,0.14076246334310852,AEC
2021-01-16,,Maine,W,65.0,30.0,24.0,57.0,0.421,7.0,28.0,0.25,10.0,14.0,0.714,9.0,40.0,14.0,12.0,3.0,13.0,12.0,,12.0,51.0,0.235,1.0,15.0,0.067,5.0,8.0,0.625,6.0,32.0,6.0,6.0,3.0,18.0,19.0,35.0,1,9,47.5,1,0,1,74.375,64.75,-0.000919320087081843,0.005008456428929942,0.46,0.41974999999999996,69.5625,0.0,9.625,0.13836477987421383,9.600000000000001,0.41059999999999997,0.14076246334310852,AEC
2021-01-17,,Maine,W,88.0,60.0,29.0,50.0,0.58,10.0,20.0,0.5,20.0,23.0,0.87,8.0,33.0,17.0,11.0,3.0,21.0,20.0,,19.0,53.0,0.358,9.0,27.0,0.333,13.0,16.0,0.813,8.0,19.0,12.0,9.0,3.0,18.0,18.0,28.0,1,10,74.0,1,0,1,73.33333333333333,60.888888888888886,0.00011200153247509226,-0.0069550190381951205,0.45566666666666666,0.39922222222222215,67.11111111111111,0.12345679012345678,12.444444444444443,0.18543046357615892,9.600000000000001,0.41059999999999997,0.14076246334310852,AEC
2021-02-13,,Stony Brook,W,86.0,78.0,29.0,50.0,0.58,8.0,19.0,0.421,20.0,28.0,0.714,5.0,29.0,17.0,4.0,5.0,5.0,17.0,,28.0,64.0,0.438,8.0,23.0,0.348,14.0,14.0,1.0,7.0,27.0,15.0,2.0,5.0,5.0,20.0,8.0,1,11,82.0,1,0,1,74.8,60.8,0.0033205576822077365,0.007199322106637762,0.4681,0.39509999999999995,67.8,0.44000000000000006,14.0,0.20648967551622419,9.600000000000001,0.41059999999999997,0.14076246334310852,AEC
2021-02-14,,Stony Brook,W,61.0,57.0,21.0,59.0,0.356,10.0,26.0,0.385,9.0,13.0,0.692,12.0,39.0,12.0,4.0,4.0,12.0,18.0,,17.0,53.0,0.321,5.0,21.0,0.238,18.0,24.0,0.75,10.0,40.0,5.0,5.0,3.0,12.0,18.0,4.0,1,12,59.0,1,0,1,75.81818181818181,62.36363636363637,-0.0005747218161187839,0.00571762040340007,0.4782727272727273,0.39899999999999997,69.0909090909091,0.8925619834710743,13.454545454545446,0.19473684210526304,9.600000000000001,0.41059999999999997,0.14076246334310852,AEC
2021-02-18,@,UMBC,W,80.0,71.0,29.0,53.0,0.547,10.0,21.0,0.476,12.0,12.0,1.0,4.0,31.0,11.0,3.0,0.0,10.0,18.0,,26.0,58.0,0.448,8.0,22.0,0.364,11.0,18.0,0.611,6.0,22.0,11.0,4.0,0.0,8.0,16.0,9.0,1,13,75.5,0,1,-1,74.58333333333333,61.916666666666664,0.011615302700580754,0.0014150726202029618,0.46808333333333335,0.3924999999999999,68.25,1.4444444444444444,12.666666666666664,0.18559218559218557,9.600000000000001,0.41059999999999997,0.14076246334310852,AEC
2021-02-19,@,UMBC,L,55.0,66.0,18.0,52.0,0.346,4.0,22.0,0.182,15.0,19.0,0.789,2.0,31.0,6.0,3.0,2.0,11.0,22.0,,19.0,51.0,0.373,5.0,18.0,0.278,23.0,32.0,0.719,4.0,33.0,7.0,3.0,1.0,8.0,19.0,-11.0,0,14,60.5,0,1,-1,75.0,62.61538461538461,0.01570640712688065,0.0034289548494284006,0.47415384615384615,0.3967692307692307,68.8076923076923,0.7455621301775149,12.384615384615387,0.17998882057015095,9.600000000000001,0.41059999999999997,0.14076246334310852,AEC
2021-03-06,,Hartford,L,65.0,71.0,26.0,58.0,0.448,5.0,18.0,0.278,8.0,9.0,0.889,9.0,21.0,13.0,6.0,3.0,9.0,15.0,,27.0,43.0,0.628,10.0,19.0,0.526,7.0,11.0,0.636,2.0,23.0,10.0,5.0,2.0,14.0,17.0,-6.0,0,15,68.0,1,0,1,73.57142857142857,62.857142857142854,0.009776608769897832,-0.003297089376615825,0.46499999999999997,0.3950714285714286,68.21428571428571,0.3061224489795918,10.714285714285715,0.15706806282722516,9.600000000000001,0.41059999999999997,0.14076246334310852,AEC
