Date,Loc,Opp_name,W,Score,Opp_score,FG,FGA,FG_Pct,Threes,ThreesA,Threes_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,22,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_Threes,Opp_ThreesA,Opp_Threes_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,result,Win,Game_Number,Mean_Score,Home,Away,Comb_Loc,Avg_Score,Opp_Avg_Score,Avg_Threes,Opp_Avg_Threes,Avg_FG_Pct,Opp_Avg_FG_Pct,Avg_Mean_Score,Home_Pct,Avg_Result,Pct_Margin,Avg_Result_Fin,Opp_Avg_FG_Pct_Fin,Pct_Margin_Fin,Conference
2021-01-02,@,Navy,L,69.0,78.0,22.0,58.0,0.379,10.0,28.0,0.357,15.0,20.0,0.75,4.0,28.0,14.0,4.0,2.0,11.0,20.0,,29.0,60.0,0.483,4.0,17.0,0.235,16.0,18.0,0.889,6.0,38.0,13.0,6.0,0.0,12.0,19.0,-9.0,0,1,73.5,0,1,-1,,,,,,,,,,,-2.416666666666657,0.43908333333333327,-0.03174603174603162,Patriot
2021-01-03,,Navy,L,60.0,63.0,17.0,53.0,0.321,2.0,19.0,0.105,24.0,26.0,0.923,7.0,36.0,10.0,7.0,5.0,14.0,19.0,,23.0,64.0,0.359,6.0,22.0,0.273,11.0,20.0,0.55,12.0,38.0,11.0,5.0,4.0,10.0,21.0,-3.0,0,2,61.5,1,0,1,69.0,78.0,0.1212582465917636,-0.1596782082577347,0.379,0.483,73.5,2.0,-9.0,-0.12244897959183673,-2.416666666666657,0.43908333333333327,-0.03174603174603162,Patriot
2021-01-09,,Lafayette,L,60.0,83.0,20.0,50.0,0.4,6.0,20.0,0.3,14.0,20.0,0.7,5.0,28.0,14.0,9.0,7.0,22.0,20.0,,28.0,69.0,0.406,9.0,22.0,0.409,18.0,25.0,0.72,18.0,40.0,16.0,17.0,3.0,14.0,17.0,-23.0,0,3,71.5,1,0,1,64.5,70.5,-0.034454594662028104,-0.10075840465708005,0.35,0.421,67.5,0.0,-6.0,-0.08888888888888889,-2.416666666666657,0.43908333333333327,-0.03174603174603162,Patriot
2021-01-10,@,Lafayette,L,76.0,87.0,31.0,61.0,0.508,5.0,19.0,0.263,9.0,11.0,0.818,3.0,28.0,12.0,4.0,2.0,9.0,15.0,,30.0,61.0,0.492,11.0,26.0,0.423,16.0,19.0,0.842,8.0,34.0,19.0,3.0,5.0,8.0,13.0,-11.0,0,4,81.5,0,1,-1,63.0,74.66666666666667,-0.027810076389602867,-0.05906007638960287,0.3666666666666667,0.416,68.83333333333333,0.4444444444444444,-11.666666666666671,-0.1694915254237289,-2.416666666666657,0.43908333333333327,-0.03174603174603162,Patriot
2021-01-16,,Lehigh,W,75.0,70.0,24.0,53.0,0.453,12.0,26.0,0.462,15.0,25.0,0.6,7.0,34.0,15.0,5.0,6.0,13.0,17.0,,28.0,64.0,0.438,3.0,12.0,0.25,11.0,15.0,0.733,10.0,34.0,12.0,4.0,4.0,12.0,24.0,5.0,1,5,72.5,1,0,1,66.25,77.75,-0.05314700361332253,-0.024135294579772815,0.402,0.435,72.0,0.0,-11.5,-0.1597222222222222,-2.416666666666657,0.43908333333333327,-0.03174603174603162,Patriot
2021-01-17,@,Lehigh,W,77.0,61.0,27.0,57.0,0.474,9.0,26.0,0.346,14.0,20.0,0.7,6.0,32.0,13.0,8.0,2.0,10.0,15.0,,23.0,58.0,0.397,4.0,15.0,0.267,11.0,16.0,0.688,7.0,32.0,13.0,7.0,2.0,13.0,16.0,16.0,1,6,69.0,0,1,-1,68.0,76.2,-0.004700832692123846,-0.05368184241884927,0.4122,0.4356,72.1,0.24000000000000005,-8.200000000000003,-0.1137309292649099,-2.416666666666657,0.43908333333333327,-0.03174603174603162,Patriot
2021-01-30,@,Lehigh,W,84.0,70.0,28.0,56.0,0.5,6.0,16.0,0.375,22.0,25.0,0.88,2.0,33.0,10.0,7.0,2.0,12.0,19.0,,26.0,72.0,0.361,3.0,14.0,0.214,15.0,17.0,0.882,14.0,43.0,11.0,6.0,2.0,14.0,21.0,14.0,1,7,77.0,0,1,-1,69.5,73.66666666666667,0.003022400486039467,-0.062393140384431556,0.42250000000000004,0.4291666666666667,71.58333333333333,0.0,-4.166666666666671,-0.05820721769499425,-2.416666666666657,0.43908333333333327,-0.03174603174603162,Patriot
2021-01-31,,Lehigh,W,92.0,68.0,34.0,66.0,0.515,10.0,25.0,0.4,14.0,14.0,1.0,6.0,40.0,14.0,6.0,5.0,12.0,15.0,,21.0,65.0,0.323,8.0,25.0,0.32,18.0,22.0,0.818,9.0,32.0,10.0,8.0,3.0,12.0,11.0,24.0,1,8,80.0,1,0,1,71.57142857142857,73.14285714285714,-0.014123164499098118,-0.07914936210388857,0.4335714285714286,0.41942857142857143,72.35714285714286,0.16326530612244897,-1.5714285714285694,-0.021717670286278353,-2.416666666666657,0.43908333333333327,-0.03174603174603162,Patriot
2021-02-27,,American,L,71.0,78.0,23.0,54.0,0.426,8.0,23.0,0.348,17.0,23.0,0.739,5.0,29.0,11.0,5.0,3.0,13.0,21.0,,25.0,55.0,0.455,10.0,24.0,0.417,18.0,24.0,0.75,8.0,32.0,17.0,7.0,4.0,12.0,18.0,-7.0,0,9,74.5,1,0,1,74.125,72.5,-0.00998304675818873,-0.06524850003492305,0.44375000000000003,0.407375,73.3125,0.0,1.625,0.02216538789428815,-2.416666666666657,0.43908333333333327,-0.03174603174603162,Patriot
2021-02-28,@,American,L,68.0,81.0,26.0,55.0,0.473,5.0,23.0,0.217,11.0,19.0,0.579,5.0,25.0,7.0,5.0,1.0,9.0,13.0,,31.0,56.0,0.554,11.0,27.0,0.407,8.0,11.0,0.727,4.0,29.0,20.0,7.0,3.0,10.0,16.0,-13.0,0,10,74.5,0,1,-1,73.77777777777777,73.11111111111111,-0.006295446441237973,-0.04908667213428369,0.4417777777777778,0.4126666666666667,73.44444444444444,0.12345679012345678,0.6666666666666572,0.009077155824508193,-2.416666666666657,0.43908333333333327,-0.03174603174603162,Patriot
