Date,Loc,Opp_name,W,Score,Opp_score,FG,FGA,FG_Pct,Threes,ThreesA,Threes_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,22,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_Threes,Opp_ThreesA,Opp_Threes_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,result,Win,Game_Number,Mean_Score,Home,Away,Comb_Loc,Avg_Score,Opp_Avg_Score,Avg_Threes,Opp_Avg_Threes,Avg_FG_Pct,Opp_Avg_FG_Pct,Avg_Mean_Score,Home_Pct,Avg_Result,Pct_Margin,Avg_Result_Fin,Opp_Avg_FG_Pct_Fin,Pct_Margin_Fin,Conference
2020-11-28,,Southern Miss,W,66.0,51.0,19.0,50.0,0.38,9.0,20.0,0.45,19.0,28.0,0.679,8.0,35.0,9.0,5.0,5.0,12.0,20.0,,20.0,65.0,0.308,3.0,18.0,0.167,8.0,19.0,0.421,15.0,41.0,8.0,7.0,0.0,12.0,21.0,15.0,1,1,58.5,1,0,1,,,,,,,,,,,-4.4090909090909065,0.4471363636363636,-0.06494810847003678,A-Sun
2020-12-02,,Presbyterian,W,78.0,65.0,30.0,54.0,0.556,7.0,14.0,0.5,11.0,17.0,0.647,4.0,32.0,14.0,10.0,3.0,19.0,19.0,,24.0,58.0,0.414,9.0,25.0,0.36,8.0,17.0,0.471,8.0,31.0,10.0,6.0,5.0,22.0,19.0,13.0,1,2,71.5,1,0,1,66.0,51.0,0.09556654698702055,-0.13705377386859444,0.38,0.308,58.5,2.0,15.0,0.2564102564102564,-4.4090909090909065,0.4471363636363636,-0.06494810847003678,A-Sun
2020-12-04,@,Georgia,L,65.0,98.0,25.0,59.0,0.424,4.0,23.0,0.174,11.0,24.0,0.458,9.0,31.0,8.0,7.0,2.0,22.0,18.0,,38.0,74.0,0.514,8.0,23.0,0.348,14.0,18.0,0.778,15.0,46.0,24.0,15.0,3.0,16.0,24.0,-33.0,0,3,81.5,0,1,-1,72.0,58.0,0.01980897122944475,-0.003179534517681659,0.468,0.361,65.0,3.0,14.0,0.2153846153846154,-4.4090909090909065,0.4471363636363636,-0.06494810847003678,A-Sun
2020-12-08,,Campbell,L,78.0,80.0,26.0,55.0,0.473,8.0,21.0,0.381,18.0,25.0,0.72,12.0,36.0,12.0,4.0,1.0,14.0,17.0,,31.0,57.0,0.544,7.0,19.0,0.368,11.0,18.0,0.611,3.0,23.0,17.0,8.0,4.0,8.0,20.0,-2.0,0,4,79.0,1,0,1,69.66666666666667,71.33333333333333,-0.026443022390969906,-0.0331505303281876,0.45333333333333337,0.412,70.5,0.4444444444444444,-1.6666666666666572,-0.023640661938534143,-4.4090909090909065,0.4471363636363636,-0.06494810847003678,A-Sun
2020-12-10,,New Orleans,W,77.0,70.0,26.0,56.0,0.464,7.0,17.0,0.412,18.0,25.0,0.72,6.0,27.0,11.0,6.0,2.0,12.0,14.0,,29.0,57.0,0.509,2.0,11.0,0.182,10.0,15.0,0.667,8.0,34.0,12.0,5.0,3.0,15.0,20.0,7.0,1,5,73.5,1,0,1,71.75,73.5,-0.02084143527462029,-0.03801415802225594,0.45825000000000005,0.445,72.625,1.25,-1.75,-0.024096385542168676,-4.4090909090909065,0.4471363636363636,-0.06494810847003678,A-Sun
2020-12-13,@,South Carolina State,W,60.0,58.0,21.0,57.0,0.368,4.0,28.0,0.143,14.0,18.0,0.778,11.0,31.0,7.0,1.0,1.0,12.0,9.0,,23.0,53.0,0.434,9.0,19.0,0.474,3.0,5.0,0.6,8.0,31.0,7.0,0.0,2.0,11.0,17.0,2.0,1,6,59.0,0,1,-1,72.8,72.8,-0.025062823642350074,-0.07451337309289957,0.45940000000000003,0.45780000000000004,72.8,2.16,0.0,0.0,-4.4090909090909065,0.4471363636363636,-0.06494810847003678,A-Sun
2020-12-19,@,Miami (FL),L,64.0,73.0,25.0,58.0,0.431,10.0,28.0,0.357,4.0,10.0,0.4,4.0,22.0,14.0,6.0,2.0,10.0,21.0,,23.0,60.0,0.383,6.0,20.0,0.3,21.0,25.0,0.84,17.0,46.0,9.0,4.0,5.0,16.0,20.0,-9.0,0,7,68.5,0,1,-1,70.66666666666667,70.33333333333333,-0.037580965877473504,-0.04338218200910182,0.44416666666666665,0.45383333333333337,70.5,0.7777777777777777,0.3333333333333428,0.00472813238770699,-4.4090909090909065,0.4471363636363636,-0.06494810847003678,A-Sun
2020-12-21,@,Kansas State,L,46.0,70.0,16.0,47.0,0.34,8.0,24.0,0.333,6.0,11.0,0.545,5.0,21.0,10.0,7.0,3.0,17.0,7.0,,27.0,60.0,0.45,11.0,32.0,0.344,5.0,7.0,0.714,13.0,41.0,23.0,10.0,0.0,18.0,17.0,-24.0,0,8,58.0,0,1,-1,69.71428571428571,70.71428571428571,-0.012294853907167225,-0.04685769543722185,0.4422857142857143,0.4437142857142858,70.21428571428571,0.16326530612244897,-1.0,-0.014242115971515769,-4.4090909090909065,0.4471363636363636,-0.06494810847003678,A-Sun
2021-01-01,@,Kennesaw State,W,62.0,57.0,24.0,58.0,0.414,6.0,23.0,0.261,8.0,16.0,0.5,10.0,37.0,5.0,8.0,0.0,13.0,16.0,,21.0,50.0,0.42,9.0,23.0,0.391,6.0,11.0,0.545,4.0,27.0,9.0,6.0,1.0,18.0,18.0,5.0,1,9,59.5,0,1,-1,66.75,70.625,0.006700356997235035,-0.02148896387380006,0.4295,0.44450000000000006,68.6875,0.0,-3.875,-0.056414922656960874,-4.4090909090909065,0.4471363636363636,-0.06494810847003678,A-Sun
2021-01-02,@,Kennesaw State,W,72.0,66.0,28.0,50.0,0.56,6.0,17.0,0.353,10.0,12.0,0.833,3.0,24.0,13.0,8.0,1.0,15.0,21.0,,22.0,54.0,0.407,6.0,20.0,0.3,16.0,21.0,0.762,10.0,29.0,11.0,6.0,2.0,14.0,14.0,6.0,1,10,69.0,0,1,-1,66.22222222222223,69.11111111111111,0.003589731855842937,-0.004842690078165124,0.4277777777777778,0.4417777777777778,67.66666666666667,0.12345679012345678,-2.8888888888888857,-0.04269293924466333,-4.4090909090909065,0.4471363636363636,-0.06494810847003678,A-Sun
