Date,Loc,Opp_name,W,Score,Opp_score,FG,FGA,FG_Pct,Threes,ThreesA,Threes_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,22,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_Threes,Opp_ThreesA,Opp_Threes_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,result,Win,Game_Number,Mean_Score,Avg_Score,Opp_Avg_Score,Avg_Threes,Opp_Avg_Threes,Avg_FG_Pct,Opp_Avg_FG_Pct,Avg_Mean_Score,Avg_Result,Pct_Margin,Home,Away,Neutral,Avg_Result_Fin,Opp_Avg_FG_Pct_Fin,Pct_Margin_Fin,Avg_Result_NC
2019-11-05,@,Loyola (IL),L,48.0,82.0,21.0,57.0,0.368,3.0,17.0,0.176,3.0,8.0,0.375,5.0,24.0,9.0,3.0,3.0,14.0,12.0,,35.0,63.0,0.556,4.0,16.0,0.25,8.0,10.0,0.8,5.0,36.0,20.0,7.0,1.0,8.0,11.0,-34.0,0,1,65.0,,,,,,,,,,0,1,0,-2.066666666666663,0.4764333333333333,-0.028823802882380234,
2019-11-14,N,Idaho,W,65.0,64.0,25.0,53.0,0.472,8.0,21.0,0.381,7.0,9.0,0.778,6.0,26.0,15.0,6.0,2.0,15.0,17.0,,22.0,53.0,0.415,3.0,16.0,0.188,17.0,21.0,0.81,11.0,34.0,12.0,7.0,2.0,14.0,14.0,1.0,1,2,64.5,48.0,82.0,-0.12602436210388857,-0.16718289868925443,0.368,0.556,65.0,-34.0,-0.5230769230769231,0,0,1,-2.066666666666663,0.4764333333333333,-0.028823802882380234,-34.0
2019-11-15,@,Arkansas State,L,67.0,80.0,25.0,49.0,0.51,6.0,20.0,0.3,11.0,14.0,0.786,6.0,24.0,13.0,5.0,0.0,22.0,18.0,,28.0,58.0,0.483,6.0,16.0,0.375,18.0,22.0,0.818,13.0,32.0,18.0,12.0,2.0,16.0,16.0,-13.0,0,3,73.5,56.5,73.0,-0.02148896387380006,-0.1696887456655324,0.42,0.48550000000000004,64.75,-16.5,-0.2548262548262548,0,1,0,-2.066666666666663,0.4764333333333333,-0.028823802882380234,-16.5
2019-11-17,N,VMI,L (2 OT),84.0,89.0,28.0,64.0,0.438,7.0,24.0,0.292,21.0,28.0,0.75,9.0,39.0,20.0,6.0,3.0,15.0,21.0,,27.0,73.0,0.37,11.0,29.0,0.379,24.0,27.0,0.889,14.0,43.0,24.0,11.0,4.0,10.0,22.0,-5.0,0,4,86.5,60.0,75.33333333333333,-0.03019102877055524,-0.14095799042247262,0.45,0.48466666666666675,67.66666666666667,-15.333333333333329,-0.2266009852216748,0,0,1,-2.066666666666663,0.4764333333333333,-0.028823802882380234,-15.333333333333329
2019-11-20,N,Sacramento State,L,51.0,61.0,18.0,48.0,0.375,0.0,5.0,0.0,15.0,18.0,0.833,5.0,22.0,10.0,3.0,2.0,15.0,20.0,,22.0,50.0,0.44,1.0,11.0,0.091,16.0,18.0,0.889,8.0,32.0,9.0,5.0,2.0,12.0,21.0,-10.0,0,5,56.0,66.0,78.75,-0.04079708937661586,-0.08495293353246,0.447,0.45600000000000007,72.375,-12.75,-0.17616580310880828,0,0,1,-2.066666666666663,0.4764333333333333,-0.028823802882380234,-12.75
2019-11-23,@,Portland,L,62.0,72.0,22.0,56.0,0.393,6.0,17.0,0.353,12.0,17.0,0.706,11.0,33.0,16.0,4.0,2.0,12.0,18.0,,26.0,53.0,0.491,12.0,20.0,0.6,8.0,13.0,0.615,4.0,27.0,21.0,3.0,5.0,10.0,16.0,-10.0,0,6,67.0,63.0,75.2,-0.08495293353246003,-0.11405627699750559,0.43260000000000004,0.45280000000000004,69.1,-12.200000000000003,-0.17655571635311149,0,1,0,-2.066666666666663,0.4764333333333333,-0.028823802882380234,-12.200000000000003
2019-11-26,@,California,L,66.0,72.0,23.0,61.0,0.377,11.0,27.0,0.407,9.0,13.0,0.692,4.0,20.0,9.0,4.0,0.0,4.0,18.0,,27.0,46.0,0.587,8.0,15.0,0.533,10.0,16.0,0.625,2.0,34.0,11.0,1.0,3.0,15.0,18.0,-6.0,0,7,69.0,62.833333333333336,74.66666666666667,-0.07479757165296019,-0.06575650496103144,0.426,0.4591666666666667,68.75,-11.833333333333336,-0.17212121212121215,0,1,0,-2.066666666666663,0.4764333333333333,-0.028823802882380234,-11.833333333333336
2019-11-29,@,Utah,L,73.0,77.0,26.0,54.0,0.481,9.0,17.0,0.529,12.0,15.0,0.8,6.0,23.0,12.0,3.0,3.0,11.0,20.0,,26.0,45.0,0.578,10.0,21.0,0.476,15.0,19.0,0.789,4.0,24.0,17.0,4.0,4.0,13.0,14.0,-4.0,0,8,75.0,63.285714285714285,74.28571428571429,-0.03587199190072832,-0.053908977488503984,0.419,0.4774285714285715,68.78571428571429,-11.000000000000007,-0.15991692627206655,0,1,0,-2.066666666666663,0.4764333333333333,-0.028823802882380234,-11.000000000000007
2019-12-04,@,Northern Arizona,W,85.0,66.0,30.0,50.0,0.6,10.0,19.0,0.526,15.0,16.0,0.938,7.0,33.0,15.0,6.0,1.0,15.0,19.0,,22.0,54.0,0.407,7.0,28.0,0.25,15.0,19.0,0.789,9.0,22.0,17.0,8.0,0.0,14.0,15.0,19.0,1,9,75.5,64.5,74.625,-0.022826687685283897,-0.037142452556149896,0.42674999999999996,0.49000000000000005,69.5625,-10.125,-0.14555256064690028,0,1,0,-2.066666666666663,0.4764333333333333,-0.028823802882380234,-10.125
2019-12-07,,Northern Illinois,W,66.0,57.0,23.0,48.0,0.479,6.0,21.0,0.286,14.0,17.0,0.824,3.0,28.0,8.0,3.0,1.0,11.0,17.0,,19.0,55.0,0.345,6.0,27.0,0.222,13.0,13.0,1.0,9.0,29.0,5.0,3.0,3.0,13.0,20.0,9.0,1,10,61.5,66.77777777777777,73.66666666666667,-0.014023530157133146,-0.032981375678549196,0.44599999999999995,0.48077777777777775,70.22222222222223,-6.8888888888889,-0.09810126582278496,1,0,0,-2.066666666666663,0.4764333333333333,-0.028823802882380234,-6.8888888888889
