Date,Loc,Opp_name,W,Score,Opp_score,FG,FGA,FG_Pct,Threes,ThreesA,Threes_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,22,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_Threes,Opp_ThreesA,Opp_Threes_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,result,Win,Game_Number,Mean_Score,Home,Away,Comb_Loc,Avg_Score,Opp_Avg_Score,Avg_Threes,Opp_Avg_Threes,Avg_FG_Pct,Opp_Avg_FG_Pct,Avg_Mean_Score,Home_Pct,Avg_Result,Pct_Margin,Avg_Result_Fin,Opp_Avg_FG_Pct_Fin,Pct_Margin_Fin,Conference,Avg_Result_NC,Avg_Result_NC2,result2,Mean_Score2,Opp_Avg_Score2,Avg_Score2,Avg_Mean_Score2,Avg_Result2,Pct_Margin2,Home2,Away2,Neutral2,Date2,Loc2,Opp_name2,Win2,Opp_score2,Score2,Threes2,Opp_Threes2,W2,Avg_Threes2,Opp_Avg_Threes2,Game_Number2,Home_Pct2,Avg_Result_Fin2,Opp_Avg_FG_Pct2,Comb_Loc2,Avg_FG_Pct2,Opp_Avg_FG_Pct_Fin2,Pct_Margin_Fin2,Scoring_Pace_Diff,Matchup_Comp,Opp_Matchup_Comp,SOS,SOS_NC,Opp_SOS,Opp_SOS_NC,Prev_SOS,SOS_Fin,SOS_All,SOS_All_Fin,Opp_Prev_SOS
2020-12-02,,North Dakota,W,74.0,73.0,27.0,59.0,0.458,1.0,10.0,0.1,19.0,27.0,0.704,11.0,33.0,11.0,2.0,2.0,14.0,27.0,,26.0,54.0,0.481,7.0,19.0,0.368,14.0,25.0,0.56,9.0,35.0,12.0,6.0,0.0,18.0,27.0,1.0,1,1,73.5,1,0,1,,,,,,,,,,,-10.578947368421055,0.4602631578947369,-0.1450739805124504,WAC,,-14.0,-1.0,73.5,81.0,67.0,74.0,-14.0,-0.1891891891891892,0,1,0.0,2020-12-02,@,Dixie State,0,74.0,73.0,7.0,1.0,L,-9.152628299302634e-05,-0.1283391769187034,2,2.0,-7.0,0.509,-1,0.389,0.47223076923076934,-0.09691160809371673,,,,,,14.0,14.0,,0.07829485940425347,,-0.03777376447655259,-14.0
2020-12-12,@,Denver,W,73.0,70.0,25.0,59.0,0.424,10.0,27.0,0.37,13.0,21.0,0.619,4.0,24.0,13.0,12.0,2.0,13.0,20.0,,23.0,49.0,0.469,4.0,15.0,0.267,20.0,22.0,0.909,4.0,37.0,9.0,5.0,3.0,21.0,21.0,3.0,1,2,71.5,0,1,-1,74.0,73.0,-0.272983821563348,-0.025853129227176253,0.458,0.481,73.5,2.0,1.0,0.013605442176870748,-10.578947368421055,0.4602631578947369,-0.1450739805124504,WAC,1.0,-21.0,-3.0,71.5,83.0,62.0,72.5,-21.0,-0.2896551724137931,1,0,,2020-12-12,,Dixie State,0,73.0,70.0,4.0,10.0,L,-0.11997597500711438,0.1382828668117741,3,0.0,-10.599999999999994,0.505,1,0.405,0.4842000000000001,-0.14228187919463078,0.5,-0.19429098136304102,0.05569339625139946,-6.400000000000006,-6.400000000000006,13.625,13.625,1.6390476190476193,0.07829485940425347,-7.0,-0.03777376447655259,-16.49791666666667
2020-12-17,@,Southern Utah,L,78.0,85.0,27.0,59.0,0.458,9.0,23.0,0.391,15.0,20.0,0.75,4.0,29.0,12.0,4.0,3.0,12.0,25.0,,30.0,70.0,0.429,11.0,31.0,0.355,14.0,22.0,0.636,14.0,40.0,17.0,6.0,1.0,11.0,19.0,-7.0,0,3,81.5,0,1,-1,73.5,71.5,-0.08903456618552122,-0.08275513133465778,0.441,0.475,72.5,0.0,2.0,0.027586206896551724,-10.578947368421055,0.4602631578947369,-0.1450739805124504,WAC,2.0,4.0,7.0,81.5,73.25,75.75,74.5,2.5,0.03355704697986577,1,0,0.0,2020-12-17,,Dixie State,1,78.0,85.0,11.0,9.0,W,0.02310930126244809,-0.0575516658581548,5,0.0,6.3157894736842195,0.4895,1,0.43125,0.4528947368421052,0.08258774948382669,-1.0,0.07158273257521597,-0.04373114749267465,-9.375,-9.375,-4.829166666666669,-5.458333333333336,0.5505952380952372,0.07829485940425347,-8.799999999999997,-0.03777376447655259,4.770039682539682
2020-12-29,@,Gonzaga,L,67.0,112.0,24.0,56.0,0.429,4.0,15.0,0.267,15.0,22.0,0.682,5.0,25.0,17.0,4.0,0.0,19.0,21.0,,44.0,73.0,0.603,8.0,23.0,0.348,16.0,24.0,0.667,8.0,37.0,26.0,11.0,0.0,7.0,19.0,-45.0,0,4,89.5,0,1,-1,75.0,76.0,-0.0468576954372219,-0.024050677893362238,0.4466666666666667,0.45966666666666667,75.5,0.4444444444444444,-1.0,-0.013245033112582781,-10.578947368421055,0.4602631578947369,-0.1450739805124504,WAC,-1.0,19.875,45.0,89.5,74.375,94.25,84.3125,19.875,0.2357301704966642,1,0,0.0,2020-12-29,,Dixie State,1,67.0,112.0,8.0,4.0,W,-0.08275513133465778,-0.000919320087081843,9,1.265625,23.0,0.4285,1,0.5519999999999999,0.4188846153846153,0.28530534351145037,-4.40625,0.006563323902551307,0.04461296905332285,-5.755555555555557,-5.755555555555557,-0.7517361111111116,-0.7517361111111116,-0.19309523809523982,0.07829485940425347,-3.761403508771925,-0.03777376447655259,3.4786850040942303
2021-01-13,,New Mexico,L,63.0,72.0,22.0,66.0,0.333,8.0,24.0,0.333,11.0,19.0,0.579,11.0,34.0,16.0,6.0,1.0,7.0,20.0,,27.0,64.0,0.422,2.0,12.0,0.167,16.0,23.0,0.696,15.0,46.0,9.0,1.0,11.0,9.0,19.0,-9.0,0,5,67.5,1,0,1,73.0,85.0,-0.06694901963813515,-0.048818479750947386,0.44225000000000003,0.4955,79.0,1.25,-12.0,-0.1518987341772152,-10.578947368421055,0.4602631578947369,-0.1450739805124504,WAC,-12.0,11.0,9.0,67.5,76.85714285714286,56.57142857142857,66.71428571428571,-20.285714285714292,-0.3040685224839402,1,0,,2021-01-13,@,Dixie State,1,63.0,72.0,2.0,8.0,W,-0.07110011967964613,0.004319504067115121,8,0.16326530612244897,-10.649999999999999,0.4842857142857143,1,0.35014285714285714,0.46024999999999994,-0.15795328142380421,6.142857142857146,-0.0170054862505103,0.05891519118929124,0.7665979853479836,0.7665979853479836,11.474025974025977,5.0,-2.117617382617383,0.07829485940425347,2.9289473684210563,-0.03777376447655259,-7.871915397012799
2021-01-15,@,Texas-Rio Grande Valley,L,49.0,82.0,18.0,52.0,0.346,1.0,14.0,0.071,12.0,17.0,0.706,7.0,26.0,10.0,6.0,2.0,29.0,20.0,,32.0,71.0,0.451,8.0,30.0,0.267,10.0,16.0,0.625,14.0,42.0,21.0,17.0,8.0,16.0,20.0,-33.0,0,6,65.5,0,1,-1,71.0,82.4,-0.04310182689262093,-0.08051465336602448,0.42040000000000005,0.4808,76.7,0.24000000000000005,-11.400000000000006,-0.14863102998696226,-10.578947368421055,0.4602631578947369,-0.1450739805124504,WAC,-11.4,-4.666666666666667,33.0,65.5,71.33333333333333,66.66666666666667,69.0,-4.666666666666657,-0.06763285024154575,1,0,0.0,2021-01-15,,Dixie State,1,49.0,82.0,8.0,1.0,W,-0.0435243621038886,-0.08221595088893527,7,0.0,-4.400000000000006,0.4343333333333333,1,0.3538333333333334,0.43373333333333336,-0.06489675516224197,3.8500000000000014,0.05952862910421432,0.05919754156864897,-3.111538461538463,-3.111538461538463,-4.879599567099568,-4.879599567099568,-0.30724919524919514,0.07829485940425347,0.21315789473684532,-0.03777376447655259,2.0123743200041924
2021-01-16,@,Texas-Rio Grande Valley,L,65.0,72.0,24.0,56.0,0.429,5.0,26.0,0.192,12.0,22.0,0.545,12.0,36.0,16.0,7.0,0.0,17.0,26.0,,28.0,61.0,0.459,4.0,19.0,0.211,12.0,25.0,0.48,11.0,35.0,19.0,9.0,1.0,12.0,21.0,-7.0,0,7,68.5,0,1,-1,67.33333333333333,82.33333333333333,-0.06847485715339349,-0.07060938234680353,0.4080000000000001,0.47583333333333333,74.83333333333333,0.7777777777777777,-15.0,-0.200445434298441,-10.578947368421055,0.4602631578947369,-0.1450739805124504,WAC,-11.4,-4.666666666666667,7.0,68.5,68.14285714285714,68.85714285714286,68.5,0.7142857142857224,0.010427528675703977,1,0,0.0,2021-01-16,,Dixie State,1,65.0,72.0,4.0,5.0,W,-0.03966544094206287,-0.0996878841164672,8,0.16326530612244897,-4.400000000000006,0.4217142857142857,1,0.36771428571428577,0.43373333333333336,-0.06489675516224197,3.1666666666666643,0.08262029789827156,0.052922134173072344,-2.3540140415140427,-2.9676739926739955,-6.363069470212328,-4.923581048581049,-1.1760804637923274,0.07829485940425347,-0.5557017543859631,-0.03777376447655259,2.3201534113176057
2021-01-22,,Grand Canyon,L,74.0,77.0,28.0,62.0,0.452,8.0,21.0,0.381,10.0,14.0,0.714,6.0,30.0,18.0,6.0,2.0,11.0,19.0,,27.0,62.0,0.435,8.0,23.0,0.348,15.0,21.0,0.714,13.0,41.0,11.0,6.0,4.0,16.0,14.0,-3.0,0,8,75.5,1,0,1,67.0,80.85714285714286,-0.07045399963054103,-0.08030881440070836,0.41100000000000003,0.4734285714285714,73.92857142857143,1.4693877551020407,-13.857142857142861,-0.1874396135265701,-10.578947368421055,0.4602631578947369,-0.1450739805124504,WAC,-11.4,8.5,3.0,75.5,64.0,72.125,68.0625,8.125,0.11937557392102846,0,1,0.0,2021-01-22,@,Dixie State,1,74.0,77.0,8.0,8.0,W,-0.07955555794444316,0.06733501289611143,9,0.5625,9.600000000000001,0.401875,-1,0.4895,0.38880000000000003,0.14446952595936796,2.9330357142857153,-0.06887685368616303,0.07993129886036561,-1.4737167594310432,-2.6632034632034602,-5.3258960402342765,-3.6726232917409427,-1.8251665796363956,0.07829485940425347,-1.1048872180451121,-0.03777376447655259,0.9588079883892521
2021-01-23,,Grand Canyon,L,46.0,81.0,16.0,45.0,0.356,2.0,12.0,0.167,12.0,19.0,0.632,4.0,24.0,8.0,6.0,2.0,18.0,26.0,,28.0,57.0,0.491,7.0,22.0,0.318,18.0,24.0,0.75,8.0,38.0,14.0,7.0,2.0,10.0,21.0,-35.0,0,9,63.5,1,0,1,67.875,80.375,-0.05938071569504877,-0.07091160938227115,0.416125,0.468625,74.125,0.5625,-12.5,-0.16863406408094436,-10.578947368421055,0.4602631578947369,-0.1450739805124504,WAC,-11.4,8.5,35.0,63.5,65.11111111111111,72.66666666666667,68.88888888888889,7.555555555555557,0.10967741935483874,0,1,0.0,2021-01-23,@,Dixie State,1,46.0,81.0,7.0,2.0,W,-0.07040509604884268,0.06019577441488272,10,0.12345679012345678,9.600000000000001,0.40744444444444444,-1,0.48344444444444445,0.38880000000000003,0.14446952595936796,2.618055555555557,-0.05978685613555409,0.0706578988474524,-0.40433802308802225,-2.758051948051947,-6.208203887615653,-3.8004010695187205,-1.9613367906978463,0.07829485940425347,0.23322368421052708,-0.03777376447655259,0.833397766828078
2021-01-29,@,California Baptist,L,74.0,89.0,27.0,67.0,0.403,5.0,21.0,0.238,15.0,19.0,0.789,9.0,33.0,18.0,8.0,4.0,10.0,21.0,,30.0,59.0,0.508,13.0,31.0,0.419,16.0,21.0,0.762,6.0,37.0,21.0,1.0,4.0,13.0,17.0,-15.0,0,10,81.5,0,1,-1,65.44444444444444,80.44444444444444,-0.0690421889290159,-0.06904922398234162,0.40944444444444444,0.47111111111111115,72.94444444444444,0.12345679012345678,-15.0,-0.20563594821020564,-10.578947368421055,0.4602631578947369,-0.1450739805124504,WAC,-11.4,7.25,15.0,81.5,77.0,78.625,77.8125,1.625,0.020883534136546186,1,0,0.0,2021-01-29,,Dixie State,1,74.0,89.0,13.0,5.0,W,0.06803366651296361,-0.05540747898700543,9,0.5625,-0.21052631578947967,0.464,1,0.446375,0.4588947368421053,-0.002754820936639197,-2.4340277777777786,0.061850251675327136,-0.06853956432159136,1.3231121547298013,-2.3383981214863567,-6.4125744047619015,-5.515625,-2.9287676010575168,0.07829485940425347,1.2739766081871353,-0.03777376447655259,2.125823375051425
