Date,Loc,Opp_name,W,Score,Opp_score,FG,FGA,FG_Pct,Threes,ThreesA,Threes_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,22,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_Threes,Opp_ThreesA,Opp_Threes_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,result,Win,Game_Number,Mean_Score,Home,Away,Comb_Loc,Avg_Score,Opp_Avg_Score,Avg_Threes,Opp_Avg_Threes,Avg_FG_Pct,Opp_Avg_FG_Pct,Avg_Mean_Score,Home_Pct,Avg_Result,Pct_Margin,Avg_Result_Fin,Opp_Avg_FG_Pct_Fin,Pct_Margin_Fin,Conference,Avg_Result_NC,Avg_Result_NC2,result2,Mean_Score2,Opp_Avg_Score2,Avg_Score2,Avg_Mean_Score2,Avg_Result2,Pct_Margin2,Home2,Away2,Neutral2,Date2,Loc2,Opp_name2,Win2,Opp_score2,Score2,Threes2,Opp_Threes2,W2,Avg_Threes2,Opp_Avg_Threes2,Game_Number2,Home_Pct2,Avg_Result_Fin2,Opp_Avg_FG_Pct2,Comb_Loc2,Avg_FG_Pct2,Opp_Avg_FG_Pct_Fin2,Pct_Margin_Fin2,Scoring_Pace_Diff,Matchup_Comp,Opp_Matchup_Comp,SOS,SOS_NC,Opp_SOS,Opp_SOS_NC,Prev_SOS,SOS_Fin,SOS_All,SOS_All_Fin,Opp_Prev_SOS
2021-01-02,,Army,W,101.0,57.0,41.0,63.0,0.651,12.0,25.0,0.48,7.0,8.0,0.875,6.0,42.0,24.0,4.0,1.0,15.0,19.0,,21.0,60.0,0.35,6.0,22.0,0.273,9.0,18.0,0.5,5.0,21.0,13.0,4.0,0.0,11.0,11.0,44.0,1,1,79.0,1,0,1,,,,,,,,,,,17.733333333333334,0.4076666666666667,0.22891566265060243,Patriot,,5.75,-44.0,79.0,66.5,72.25,69.375,5.75,0.08288288288288288,0,1,0.0,2021-01-02,@,Colgate,0,101.0,57.0,6.0,12.0,L,0.06017806004144016,-0.07668225684073068,5,0.3125,-0.09999999999999432,0.41825,-1,0.47900000000000004,0.44930000000000003,-0.001409443269908306,,,,,,1.56607142857143,1.56607142857143,,-3.38174603174603,,-3.38174603174603,0.182495039682538
2021-01-03,,Army,L,73.0,75.0,26.0,59.0,0.441,8.0,27.0,0.296,13.0,14.0,0.929,2.0,33.0,15.0,7.0,6.0,11.0,22.0,,26.0,63.0,0.413,13.0,35.0,0.371,10.0,21.0,0.476,10.0,38.0,18.0,7.0,1.0,10.0,17.0,-2.0,0,2,74.0,1,0,1,101.0,57.0,0.042911281460467854,0.0022651115803219435,0.651,0.35,79.0,2.0,44.0,0.5569620253164557,17.733333333333334,0.4076666666666667,0.22891566265060243,Patriot,,5.75,2.0,74.0,73.4,69.2,71.3,-4.200000000000003,-0.05890603085554001,0,1,0.0,2021-01-03,@,Colgate,1,73.0,75.0,13.0,8.0,W,0.050637487607094134,-0.04376959371151806,6,0.0,-0.09999999999999432,0.4648,-1,0.4532,0.44930000000000003,-0.001409443269908306,3.8500000000000014,-0.043338312786324246,0.010709788026718261,-4.200000000000003,,10.591746031746032,2.2396825396825406,10.591746031746032,-3.38174603174603,-0.09999999999999432,-3.38174603174603,-1.8268855218855244
2021-01-09,@,Boston University,W,86.0,79.0,29.0,60.0,0.483,10.0,27.0,0.37,18.0,26.0,0.692,5.0,30.0,13.0,6.0,0.0,4.0,19.0,,30.0,68.0,0.441,7.0,26.0,0.269,12.0,17.0,0.706,13.0,38.0,8.0,2.0,2.0,12.0,22.0,7.0,1,3,82.5,0,1,-1,87.0,66.0,0.03130322410300801,0.11829381971429326,0.546,0.38149999999999995,76.5,3.0,21.0,0.27450980392156865,17.733333333333334,0.4076666666666667,0.22891566265060243,Patriot,,,-7.0,82.5,72.0,74.5,73.25,2.5,0.034129692832764506,1,0,,2021-01-09,,Colgate,0,86.0,79.0,7.0,10.0,L,-0.0316451674730161,-0.06352436210388857,3,0.0,-4.555555555555557,0.4605,1,0.4555,0.4753888888888889,-0.06356589147286823,1.625,-0.044592794742409375,-0.061183557724944236,-3.166666666666657,,-2.5,,7.387301587301589,-3.38174603174603,-0.09999999999999432,-3.38174603174603,2.5
2021-01-10,@,Boston University,W,89.0,45.0,32.0,58.0,0.552,8.0,18.0,0.444,17.0,22.0,0.773,9.0,38.0,10.0,7.0,2.0,10.0,16.0,,15.0,60.0,0.25,1.0,29.0,0.034,14.0,16.0,0.875,7.0,26.0,1.0,6.0,1.0,11.0,19.0,44.0,1,4,67.0,0,1,-1,86.66666666666667,70.33333333333333,0.03262948404995758,0.05614388434160911,0.525,0.4013333333333333,78.5,0.4444444444444444,16.333333333333343,0.2080679405520171,17.733333333333334,0.4076666666666667,0.22891566265060243,Patriot,,,-44.0,67.0,76.66666666666667,76.0,76.33333333333333,-0.6666666666666714,-0.008733624454148534,1,0,,2021-01-10,,Colgate,0,89.0,45.0,1.0,8.0,L,-0.03720857263020433,-0.026567840364758122,4,0.4444444444444444,-4.555555555555557,0.46799999999999997,1,0.4506666666666667,0.4753888888888889,-0.06356589147286823,1.0833333333333357,-0.029443079380793276,-0.04570594926556666,-0.6031746031746034,,1.0000000000000095,,3.195751633986935,-3.38174603174603,-1.585185185185182,-3.38174603174603,-0.6243386243386261
2021-01-16,,Holy Cross,W,95.0,55.0,36.0,75.0,0.48,14.0,29.0,0.483,9.0,14.0,0.643,16.0,43.0,26.0,9.0,1.0,5.0,16.0,,23.0,55.0,0.418,2.0,18.0,0.111,7.0,13.0,0.538,6.0,28.0,17.0,3.0,6.0,15.0,17.0,40.0,1,5,75.0,1,0,1,87.25,64.0,0.013123202366025488,0.0028818878961114347,0.5317500000000001,0.3635,75.625,0.0,23.25,0.3074380165289256,17.733333333333334,0.4076666666666667,0.22891566265060243,Patriot,,,-40.0,75.0,73.25,70.5,71.875,-2.75,-0.03826086956521739,0,1,,2021-01-16,@,Colgate,0,95.0,55.0,2.0,14.0,L,0.048177765555685925,-0.03707385015849607,5,0.0,-5.4375,0.4545,-1,0.4575,0.46937500000000004,-0.07413719642096293,1.875,-0.02205737151425006,0.0117831625388359,-6.5625,,-6.5625,,6.521464646464647,-3.38174603174603,-2.3277777777777757,-3.38174603174603,7.453598484848484
2021-01-17,,Holy Cross,W,96.0,87.0,28.0,58.0,0.483,11.0,21.0,0.524,29.0,40.0,0.725,7.0,31.0,23.0,10.0,3.0,12.0,20.0,,30.0,61.0,0.492,5.0,12.0,0.417,22.0,30.0,0.733,9.0,35.0,15.0,8.0,3.0,15.0,28.0,9.0,1,6,91.5,1,0,1,88.8,62.2,0.037826989247462806,-0.03378159683057669,0.5214000000000001,0.37439999999999996,75.5,0.24000000000000005,26.599999999999994,0.3523178807947019,17.733333333333334,0.4076666666666667,0.22891566265060243,Patriot,,,-9.0,91.5,77.6,67.4,72.5,-10.199999999999989,-0.14068965517241364,0,1,,2021-01-17,@,Colgate,0,96.0,87.0,5.0,11.0,L,0.00695041534418267,0.003485947174461934,6,0.24000000000000005,-5.4375,0.4596,-1,0.44960000000000006,0.46937500000000004,-0.07413719642096293,1.5,0.011483156634201023,-0.01532305873388968,-7.008888888888879,,0.3511111111111177,,2.894276094276098,-3.38174603174603,-2.9497222222222206,-3.38174603174603,1.8755555555555603
2021-01-30,@,Holy Cross,W (1 OT),74.0,63.0,29.0,67.0,0.433,3.0,20.0,0.15,13.0,17.0,0.765,11.0,45.0,14.0,8.0,6.0,13.0,13.0,,25.0,72.0,0.347,4.0,18.0,0.222,9.0,13.0,0.692,12.0,37.0,9.0,6.0,2.0,12.0,16.0,11.0,1,7,68.5,0,1,-1,90.0,66.33333333333333,0.03647563789611141,-0.057242955068712686,0.515,0.39399999999999996,78.16666666666667,0.7777777777777777,23.66666666666667,0.302771855010661,17.733333333333334,0.4076666666666667,0.22891566265060243,Patriot,,,-11.0,68.5,80.125,71.25,75.6875,-8.875,-0.11725846407927333,1,0,,2021-01-30,,Colgate,0,74.0,63.0,4.0,3.0,L (1 OT),-0.050366467367046475,-0.013992380824637385,9,0.0,-5.4375,0.47600000000000003,1,0.45062500000000005,0.46937500000000004,-0.07413719642096293,1.2395833333333357,-0.022591613848150956,0.0536947430244491,-5.277777777777776,,2.8020833333333357,,2.906838994338995,-3.38174603174603,-3.3643518518518505,-3.38174603174603,0.05155885780885838
2021-01-31,@,Holy Cross,W,78.0,60.0,27.0,68.0,0.397,6.0,21.0,0.286,18.0,22.0,0.818,12.0,39.0,9.0,9.0,5.0,7.0,12.0,,24.0,59.0,0.407,5.0,16.0,0.313,7.0,10.0,0.7,9.0,35.0,11.0,3.0,11.0,14.0,16.0,18.0,1,8,69.0,0,1,-1,87.71428571428571,65.85714285714286,0.008951207928684757,-0.0662358588500925,0.5032857142857143,0.3872857142857143,76.78571428571429,0.16326530612244897,21.857142857142847,0.2846511627906975,17.733333333333334,0.4076666666666667,0.22891566265060243,Patriot,,,-18.0,69.0,79.44444444444444,70.33333333333333,74.88888888888889,-9.111111111111114,-0.12166172106824931,1,0,,2021-01-31,,Colgate,0,78.0,60.0,5.0,6.0,L,-0.05760019148777479,-0.032405480985007395,10,0.12345679012345678,-5.4375,0.47122222222222226,1,0.4391111111111112,0.46937500000000004,-0.07413719642096293,0.948412698412703,-0.01703138862001103,0.06176729031714562,-5.892857142857143,,4.3073192239858855,,3.3195513027602535,-3.38174603174603,-3.660515873015872,-3.38174603174603,-0.7280739236757775
2021-02-13,@,Army,W,84.0,74.0,31.0,60.0,0.517,13.0,28.0,0.464,9.0,12.0,0.75,4.0,38.0,18.0,5.0,4.0,12.0,15.0,,27.0,65.0,0.415,10.0,27.0,0.37,10.0,19.0,0.526,8.0,31.0,12.0,5.0,1.0,10.0,13.0,10.0,1,9,79.0,0,1,-1,86.5,65.125,-0.0013856337801891327,-0.06592359434956996,0.49,0.38975,75.8125,0.0,21.375,0.28194558944765047,17.733333333333334,0.4076666666666667,0.22891566265060243,Patriot,,5.75,-10.0,79.0,70.75,72.41666666666667,71.58333333333333,1.6666666666666714,0.02328288707799774,1,0,0.0,2021-02-13,,Colgate,0,84.0,74.0,10.0,13.0,L,0.024795545836272526,0.025698252737100857,13,2.2569444444444446,-0.09999999999999432,0.4426666666666667,1,0.45925,0.44930000000000003,-0.001409443269908306,2.1145833333333357,-0.005967274678139493,-0.04043032902891836,-6.739583333333332,,1.2385195761840488,0.2636356516290732,3.942805872855215,-3.38174603174603,-3.882638888888888,-3.38174603174603,0.41995823017922707
2021-02-14,@,Army,W,92.0,83.0,33.0,64.0,0.516,7.0,22.0,0.318,19.0,25.0,0.76,7.0,35.0,14.0,9.0,6.0,10.0,15.0,,31.0,70.0,0.443,9.0,25.0,0.36,12.0,15.0,0.8,9.0,32.0,8.0,6.0,0.0,14.0,23.0,9.0,1,10,87.5,0,1,-1,86.22222222222223,66.11111111111111,0.015083885318791845,-0.04629747134758605,0.49300000000000005,0.39255555555555555,76.16666666666667,0.12345679012345678,20.111111111111114,0.2640408460977389,17.733333333333334,0.4076666666666667,0.22891566265060243,Patriot,,5.75,-9.0,87.5,71.76923076923077,72.53846153846153,72.15384615384616,0.7692307692307594,0.010660980810234404,1,0,0.0,2021-02-14,,Colgate,0,92.0,83.0,9.0,7.0,L,0.030059943304382997,0.03695795300865162,14,1.3254437869822486,-0.09999999999999432,0.44838461538461544,1,0.45584615384615385,0.44930000000000003,-0.001409443269908306,2.0064102564102555,0.023610792549166985,-0.03730548704741345,-5.220581887248558,,2.7302729265785937,0.2636356516290732,3.0210050928458947,-3.38174603174603,-3.462345679012344,-3.38174603174603,-0.33575072388338323
