Date,Loc,Opp_name,W,Score,Opp_score,FG,FGA,FG_Pct,Threes,ThreesA,Threes_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,22,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_Threes,Opp_ThreesA,Opp_Threes_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,result,Win,Game_Number,Mean_Score,Home,Away,Neutral,Comb_Loc,Avg_Score,Opp_Avg_Score,Avg_Threes,Opp_Avg_Threes,Avg_FG_Pct,Opp_Avg_FG_Pct,Avg_Mean_Score,Home_Pct,Avg_Result,Pct_Margin,Avg_Result_Fin,Opp_Avg_FG_Pct_Fin,Pct_Margin_Fin,Conference,Avg_Result_NC,Avg_Result_NC2,result2,Mean_Score2,Opp_Avg_Score2,Avg_Score2,Avg_Mean_Score2,Avg_Result2,Pct_Margin2,Home2,Away2,Neutral2,Date2,Loc2,Opp_name2,Win2,Opp_score2,Score2,Threes2,Opp_Threes2,W2,Avg_Threes2,Opp_Avg_Threes2,Game_Number2,Home_Pct2,Avg_Result_Fin2,Opp_Avg_FG_Pct2,Comb_Loc2,Avg_FG_Pct2,Opp_Avg_FG_Pct_Fin2,Pct_Margin_Fin2,Scoring_Pace_Diff,Matchup_Comp,Opp_Matchup_Comp,SOS,SOS_NC,Opp_SOS,Opp_SOS_NC,Prev_SOS,SOS_Fin,SOS_All,SOS_All_Fin,Opp_Prev_SOS
2020-12-04,@,Loyola Marymount,L,61.0,85.0,19.0,59.0,0.322,4.0,15.0,0.267,19.0,23.0,0.826,7.0,29.0,7.0,6.0,3.0,13.0,12.0,,30.0,63.0,0.476,15.0,38.0,0.395,10.0,13.0,0.769,10.0,42.0,23.0,5.0,7.0,18.0,22.0,-24.0,0,1,73.0,0,1,0,-1,,,,,,,,,,,-5.666666666666671,0.4330555555555555,-0.07396664249456134,Big West,,-5.333333333333333,24.0,73.0,79.33333333333333,74.0,76.66666666666667,-5.333333333333329,-0.06956521739130428,1,0,0,2020-12-04,,Long Beach State,1,61.0,85.0,15.0,4.0,W,-0.08379463237415882,-0.02360839571733392,4,0.4444444444444444,1.5,0.457,1,0.43300000000000005,0.4479545454545455,0.02181818181818182,,,,,,10.5,10.5,,-1.268784194759824,,-1.5402782569482252,-12.287037037037036
2020-12-06,,Seattle,W,80.0,75.0,28.0,59.0,0.475,5.0,16.0,0.313,19.0,26.0,0.731,8.0,42.0,15.0,4.0,2.0,14.0,22.0,,24.0,64.0,0.375,13.0,33.0,0.394,14.0,23.0,0.609,11.0,35.0,12.0,4.0,2.0,11.0,22.0,5.0,1,2,77.5,1,0,0,1,61.0,85.0,-0.11680305062847873,0.2158874026019938,0.322,0.476,73.0,2.0,-24.0,-0.3287671232876712,-5.666666666666671,0.4330555555555555,-0.07396664249456134,Big West,-24.0,-1.75,-5.0,77.5,67.75,66.0,66.875,-1.75,-0.026168224299065422,0,1,0,2020-12-06,@,Long Beach State,0,80.0,75.0,13.0,5.0,L,0.061475637896111435,-0.05891181597842732,5,1.25,-1.7368421052631646,0.47324999999999995,-1,0.4095,0.44578947368421057,-0.024417314095449595,3.0625,0.0829522743771614,0.11520336708921401,2.0,2.0,2.708333333333334,2.708333333333334,1.125,-1.268784194759824,1.5,-1.5402782569482252,-1.8750000000000002
2020-12-10,@,San Francisco,L,62.0,107.0,19.0,65.0,0.292,4.0,13.0,0.308,20.0,28.0,0.714,6.0,25.0,3.0,7.0,0.0,12.0,14.0,,40.0,68.0,0.588,18.0,33.0,0.545,9.0,11.0,0.818,9.0,49.0,21.0,8.0,5.0,11.0,21.0,-45.0,0,3,84.5,0,1,0,-1,70.5,80.0,-0.1220350004017609,0.21147563789611146,0.39849999999999997,0.4255,75.25,0.0,-9.5,-0.12624584717607973,-5.666666666666671,0.4330555555555555,-0.07396664249456134,Big West,-9.5,7.333333333333333,45.0,84.5,68.0,75.33333333333333,71.66666666666667,7.333333333333329,0.10232558139534877,1,0,0,2020-12-10,,Long Beach State,1,62.0,107.0,18.0,4.0,W,0.13116590338283712,-0.13705377386859444,7,0.7777777777777777,2.1599999999999966,0.41416666666666674,1,0.434,0.4565999999999999,0.030699260943717974,1.7916666666666643,0.12932655314790065,0.16654847068677994,-3.966666666666665,-3.966666666666665,-4.291666666666668,-4.291666666666668,2.6469696969696983,-1.268784194759824,-0.11842105263158231,-1.5402782569482252,4.994907407407406
2021-01-01,,Cal State Bakersfield,W (1 OT),90.0,89.0,28.0,51.0,0.549,12.0,25.0,0.48,22.0,34.0,0.647,3.0,20.0,15.0,4.0,4.0,19.0,28.0,,26.0,74.0,0.351,6.0,25.0,0.24,31.0,38.0,0.816,23.0,45.0,9.0,8.0,3.0,15.0,28.0,1.0,1,4,89.5,1,0,0,1,67.66666666666667,89.0,-0.12140613550290336,0.20332957048038114,0.363,0.4796666666666667,78.33333333333333,0.4444444444444444,-21.33333333333333,-0.27234042553191484,-5.666666666666671,0.4330555555555555,-0.07396664249456134,Big West,-21.333333333333332,-1.2,-1.0,89.5,63.6,62.4,63.0,-1.2000000000000028,-0.019047619047619094,0,1,0,2021-01-01,@,Long Beach State,0,90.0,89.0,6.0,12.0,L (1 OT),-0.13083205441158088,-0.011637569651058333,6,2.16,2.25,0.40820000000000006,-1,0.404,0.4372916666666667,0.033686837180286956,7.666666666666664,0.03758819439639079,-0.16310127353449022,2.5,2.5,0.6984126984126974,0.6984126984126974,-3.852972850195075,-1.268784194759824,0.641052631578944,-1.5402782569482252,0.5666682700016008
2021-01-02,,Cal State Bakersfield,L,76.0,89.0,26.0,57.0,0.456,7.0,20.0,0.35,17.0,21.0,0.81,7.0,24.0,12.0,5.0,3.0,9.0,21.0,,31.0,67.0,0.463,6.0,17.0,0.353,21.0,30.0,0.7,18.0,43.0,12.0,4.0,2.0,9.0,18.0,-13.0,0,5,82.5,1,0,0,1,73.25,89.0,-0.0575516658581548,0.12467788508712269,0.4095,0.4475,81.125,0.0,-15.75,-0.1941448382126348,-5.666666666666671,0.4330555555555555,-0.07396664249456134,Big West,-21.333333333333332,-1.2,13.0,82.5,68.0,66.83333333333333,67.41666666666667,-1.1666666666666714,-0.01730531520395557,0,1,0,2021-01-02,@,Long Beach State,1,76.0,89.0,6.0,7.0,W,-0.1264919431512701,0.010005049660817333,7,3.1111111111111107,2.25,0.4316666666666667,-1,0.39516666666666667,0.4372916666666667,0.033686837180286956,6.854166666666664,-0.023995984559371682,-0.12558163859681443,1.5833333333333321,2.5,-2.042989417989419,0.6984126984126974,-2.82439000393546,-1.268784194759824,1.043289473684208,-1.5402782569482252,0.7891988669766423
2021-01-08,@,Cal State Fullerton,W,82.0,80.0,29.0,56.0,0.518,10.0,18.0,0.556,14.0,25.0,0.56,9.0,36.0,10.0,7.0,2.0,22.0,20.0,,28.0,65.0,0.431,6.0,23.0,0.261,18.0,24.0,0.75,9.0,33.0,16.0,11.0,1.0,13.0,22.0,2.0,1,6,81.0,0,1,0,-1,73.8,89.0,-0.05336176047787228,0.07748687385116759,0.41879999999999995,0.4506,81.4,0.24000000000000005,-15.200000000000003,-0.18673218673218675,-5.666666666666671,0.4330555555555555,-0.07396664249456134,Big West,-21.333333333333332,,-2.0,81.0,73.0,62.0,67.5,-11.0,-0.16296296296296298,1,0,0,2021-01-08,,Long Beach State,0,82.0,80.0,6.0,10.0,L,0.0009917669283694974,-0.1285928552545735,3,3.0,-3.26666666666668,0.441,1,0.4255,0.4829333333333333,-0.04215053763440877,6.950000000000003,0.08283683444736556,0.008766351514075125,1.6120879120879152,2.115384615384618,2.4285714285714306,,-3.2560348566162527,-1.268784194759824,1.2846315789473663,-1.5402782569482252,-3.433673469387758
2021-01-09,@,Cal State Fullerton,L (1 OT),72.0,75.0,26.0,61.0,0.426,11.0,29.0,0.379,9.0,14.0,0.643,6.0,38.0,13.0,4.0,3.0,21.0,22.0,,29.0,70.0,0.414,7.0,24.0,0.292,10.0,22.0,0.455,12.0,41.0,14.0,9.0,1.0,13.0,16.0,-3.0,0,7,73.5,0,1,0,-1,75.16666666666667,87.5,-0.03414520467595067,0.05218992361039715,0.43533333333333335,0.44733333333333336,81.33333333333333,0.0,-12.333333333333329,-0.15163934426229503,-5.666666666666671,0.4330555555555555,-0.07396664249456134,Big West,-21.333333333333332,,3.0,73.5,76.0,68.0,72.0,-8.0,-0.1111111111111111,1,0,0,2021-01-09,,Long Beach State,1,72.0,75.0,7.0,11.0,W (1 OT),-0.034112597398006206,-0.06352436210388857,4,0.4444444444444444,-3.26666666666668,0.4666666666666666,1,0.42733333333333334,0.4829333333333333,-0.04215053763440877,4.666666666666664,0.0465730860685276,-0.042194002563802555,0.5160256410256423,2.115384615384618,-2.492063492063489,,-3.2035709082584067,-1.268784194759824,0.5260818713450254,-1.5402782569482252,-1.5456785278213865
2021-01-23,@,California Baptist,L,75.0,96.0,26.0,50.0,0.52,8.0,18.0,0.444,15.0,24.0,0.625,2.0,20.0,14.0,6.0,2.0,14.0,28.0,,28.0,50.0,0.56,11.0,20.0,0.55,29.0,40.0,0.725,9.0,35.0,20.0,8.0,3.0,15.0,22.0,-21.0,0,8,85.5,0,1,0,-1,74.71428571428571,85.71428571428571,-0.009509065736775735,0.04147563789611142,0.43400000000000005,0.4425714285714286,80.21428571428571,0.16326530612244897,-11.0,-0.1371326803205699,-5.666666666666671,0.4330555555555555,-0.07396664249456134,Big West,-21.333333333333332,2.6666666666666665,21.0,85.5,77.28571428571429,76.14285714285714,76.71428571428571,-1.142857142857153,-0.014897579143389333,1,0,0,2021-01-23,,Long Beach State,1,75.0,96.0,11.0,8.0,W,0.07484336772725592,-0.06398646931276106,8,0.16326530612244897,-0.21052631578947967,0.456,1,0.43014285714285716,0.4588947368421053,-0.002754820936639197,1.75,0.024666810555060176,0.0557151363525315,2.0342470321461934,1.6672113289760329,-5.647959183673469,-4.571428571428574,-3.1399549710695225,-1.268784194759824,-0.015739348370932556,-1.5402782569482252,2.0342343597445622
2021-02-12,@,UC-Davis,L,66.0,68.0,26.0,52.0,0.5,4.0,17.0,0.235,10.0,18.0,0.556,7.0,30.0,14.0,6.0,7.0,19.0,17.0,,25.0,59.0,0.424,7.0,22.0,0.318,11.0,23.0,0.478,10.0,29.0,14.0,11.0,2.0,11.0,18.0,-2.0,0,9,67.0,0,1,0,-1,74.75,87.0,-0.00750429521425644,0.039923913758180385,0.44475000000000003,0.45725000000000005,80.875,0.5625,-12.25,-0.15146831530139104,-5.666666666666671,0.4330555555555555,-0.07396664249456134,Big West,-21.25,-0.6666666666666666,2.0,67.0,76.88888888888889,73.55555555555556,75.22222222222223,-3.3333333333333286,-0.044313146233382505,1,0,0,2021-02-12,,Long Beach State,1,66.0,68.0,7.0,4.0,W,-0.06427964911295203,-0.010056154011403029,10,1.1111111111111112,-1.5882352941176379,0.4950000000000001,1,0.44,0.46694117647058825,-0.022249690976514087,2.8263888888888857,0.008687021838443682,-0.050658613952531246,0.9217591941082635,2.005283094098882,-1.4510327635327624,-0.6009615384615378,-2.69684784166173,-1.268784194759824,-0.040087719298250946,-1.5402782569482252,-1.1008944317942522
2021-02-13,@,UC-Davis,L (1 OT),76.0,78.0,25.0,55.0,0.455,5.0,15.0,0.333,21.0,28.0,0.75,10.0,41.0,12.0,7.0,5.0,21.0,21.0,,26.0,67.0,0.388,8.0,20.0,0.4,18.0,25.0,0.72,12.0,33.0,8.0,8.0,3.0,14.0,20.0,-2.0,0,10,77.0,0,1,0,-1,73.77777777777777,84.88888888888889,-0.0198496633087078,0.0359520776866874,0.4508888888888889,0.45355555555555566,79.33333333333333,1.1111111111111112,-11.111111111111114,-0.14005602240896364,-5.666666666666671,0.4330555555555555,-0.07396664249456134,Big West,-21.25,-0.6666666666666666,2.0,77.0,75.8,73.0,74.4,-2.799999999999997,-0.0376344086021505,1,0,0,2021-02-13,,Long Beach State,1,76.0,78.0,8.0,5.0,W (1 OT),-0.05872984155594335,-0.020648372657978253,11,0.44000000000000006,-1.5882352941176379,0.4955000000000001,1,0.4384,0.46694117647058825,-0.022249690976514087,2.4666666666666615,0.02024507952895212,-0.04595062378408064,0.6567251461988329,2.260964912280702,-2.3056852869352866,-0.6009615384615378,-2.7649466353744088,-1.268784194759824,-0.21210411650040506,-1.5402782569482252,-0.9394655965213443
