Date,Loc,Opp_name,Win,Score,Opp_score,6,7,8,Threes,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Opp_Threes,27,28,29,30,31,32,33,34,35,36,37,38,result,Game_Number,Mean_Score,Avg_Score,Opp_Avg_Score,Avg_Mean_Score,Avg_Threes,Opp_Avg_Threes,Avg_Result,Pct_Margin,Home,Away,Neutral,Avg_Result_Fin,Avg_Result_NC
2016-11-11,N,Tennessee State,0,64.0,78.0,20.0,53.0,0.377,9.0,28.0,0.321,15.0,27.0,0.556,6.0,31.0,15.0,5.0,1.0,17.0,31.0,,23.0,57.0,0.404,7.0,20.0,0.35,25.0,38.0,0.658,14.0,46.0,15.0,10.0,1.0,14.0,26.0,-14.0,1,71.0,,,,,,,,0,0,1,-0.529411764705884,
2016-11-12,@,Santa Clara,1,63.0,58.0,23.0,56.0,0.411,3.0,9.0,0.333,14.0,21.0,0.667,7.0,29.0,10.0,2.0,2.0,12.0,22.0,,22.0,56.0,0.393,5.0,24.0,0.208,9.0,12.0,0.75,7.0,32.0,11.0,6.0,5.0,17.0,27.0,5.0,2,60.5,64.0,78.0,71.0,0.10835063789611143,-0.04429359287311935,-14.0,-0.19718309859154928,0,1,0,-0.529411764705884,-14.0
2016-11-13,N,Northern Arizona,1,89.0,76.0,32.0,59.0,0.542,13.0,25.0,0.52,12.0,21.0,0.571,7.0,34.0,21.0,5.0,4.0,16.0,21.0,,27.0,66.0,0.409,8.0,32.0,0.25,14.0,19.0,0.737,8.0,26.0,16.0,4.0,3.0,12.0,20.0,13.0,3,82.5,63.5,68.0,65.75,-0.03005979517475471,-0.048818479750947386,-4.5,-0.06844106463878327,0,0,1,-0.529411764705884,-4.5
2016-11-21,@,Sacramento State,1,81.0,72.0,29.0,58.0,0.5,8.0,16.0,0.5,15.0,18.0,0.833,8.0,37.0,15.0,3.0,6.0,16.0,18.0,,25.0,67.0,0.373,7.0,28.0,0.25,15.0,17.0,0.882,11.0,30.0,10.0,10.0,5.0,9.0,19.0,9.0,4,76.5,72.0,70.66666666666667,71.33333333333333,0.033697860118333645,-0.03050549417936027,1.3333333333333286,0.018691588785046665,0,1,0,-0.529411764705884,1.3333333333333286
2016-11-24,N,Weber State,0,58.0,86.0,18.0,47.0,0.383,4.0,10.0,0.4,18.0,21.0,0.857,2.0,22.0,15.0,0.0,2.0,12.0,18.0,,31.0,56.0,0.554,13.0,25.0,0.52,11.0,16.0,0.688,6.0,34.0,18.0,6.0,2.0,9.0,16.0,-28.0,5,72.0,74.25,71.0,72.625,0.01980897122944475,-0.028313094498254754,3.25,0.04475043029259897,0,0,1,-0.529411764705884,3.25
2016-11-25,N,Drake,1,64.0,58.0,24.0,49.0,0.49,9.0,22.0,0.409,7.0,13.0,0.538,10.0,29.0,16.0,5.0,3.0,18.0,16.0,,22.0,50.0,0.44,6.0,18.0,0.333,8.0,10.0,0.8,5.0,18.0,14.0,9.0,3.0,10.0,19.0,6.0,6,61.0,71.0,74.0,72.5,-0.0008483057658604243,0.010799962220435777,-3.0,-0.041379310344827586,0,0,1,-0.529411764705884,-3.0
2016-11-26,N,Oakland,0,66.0,79.0,25.0,65.0,0.385,4.0,18.0,0.222,12.0,16.0,0.75,12.0,32.0,17.0,7.0,4.0,14.0,19.0,,25.0,56.0,0.446,10.0,24.0,0.417,19.0,26.0,0.731,10.0,31.0,17.0,9.0,4.0,13.0,15.0,-13.0,7,72.5,69.83333333333333,71.33333333333333,70.58333333333333,0.015831246487996886,0.008905544438167545,-1.5,-0.021251475796930343,0,0,1,-0.529411764705884,-1.5
2016-12-03,@,Idaho,0,66.0,68.0,22.0,56.0,0.393,9.0,26.0,0.346,13.0,19.0,0.684,8.0,27.0,13.0,6.0,3.0,11.0,22.0,,27.0,54.0,0.5,6.0,18.0,0.333,8.0,20.0,0.4,8.0,32.0,20.0,5.0,1.0,13.0,16.0,-2.0,8,67.0,69.28571428571429,72.42857142857143,70.85714285714286,-0.004246011588424692,0.017836584641673536,-3.142857142857139,-0.04435483870967736,0,1,0,-0.529411764705884,-3.142857142857139
2016-12-10,@,California,0,61.0,86.0,23.0,52.0,0.442,6.0,10.0,0.6,9.0,18.0,0.5,5.0,25.0,14.0,3.0,2.0,21.0,19.0,,30.0,53.0,0.566,10.0,19.0,0.526,16.0,20.0,0.8,4.0,27.0,20.0,6.0,3.0,17.0,18.0,-25.0,9,73.5,68.875,71.875,70.375,0.007709757678325602,0.00995389876567665,-3.0,-0.04262877442273535,0,1,0,-0.529411764705884,-3.0
2016-12-14,@,North Dakota State,0,70.0,74.0,23.0,51.0,0.451,8.0,23.0,0.348,16.0,25.0,0.64,9.0,31.0,11.0,3.0,3.0,15.0,23.0,,24.0,49.0,0.49,8.0,22.0,0.364,18.0,29.0,0.621,6.0,25.0,13.0,8.0,2.0,12.0,19.0,-4.0,10,72.0,68.0,73.44444444444444,70.72222222222223,0.005103088876503625,0.01325324757841101,-5.444444444444443,-0.07698350353495677,0,1,0,-0.529411764705884,-5.444444444444443
2016-12-22,@,Air Force,0,67.0,77.0,25.0,64.0,0.391,4.0,23.0,0.174,13.0,16.0,0.813,10.0,33.0,10.0,7.0,1.0,11.0,26.0,,24.0,49.0,0.49,10.0,21.0,0.476,19.0,27.0,0.704,7.0,37.0,17.0,3.0,2.0,17.0,19.0,-10.0,11,72.0,68.2,73.5,70.85,0.007590007397577703,0.013006250141009368,-5.299999999999997,-0.07480592801693715,0,1,0,-0.529411764705884,-5.444444444444443
2016-12-28,@,Seattle,1,72.0,65.0,27.0,57.0,0.474,6.0,21.0,0.286,12.0,20.0,0.6,10.0,34.0,18.0,6.0,6.0,21.0,19.0,,23.0,58.0,0.397,8.0,26.0,0.308,11.0,18.0,0.611,11.0,30.0,16.0,13.0,2.0,18.0,23.0,7.0,12,68.5,68.0909090909091,73.81818181818181,70.95454545454545,-0.0051131471506175585,0.018987953167047433,-5.7272727272727195,-0.08071748878923755,0,1,0,-0.529411764705884,-5.444444444444443
