Date,Loc,Opp_name,W,Score,Opp_score,FG,FGA,FG_Pct,Threes,ThreesA,Threes_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,22,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_Threes,Opp_ThreesA,Opp_Threes_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,Rest_Days,result,Win,Game_Number,Mean_Score,Home,Away,Comb_Loc,SMA_Score_Fin,SMA_Score,EMA_Score_Fin,EMA_Score,Last3Avg_Score_Fin,Last3Avg_Score,Prev_Score_Fin,Prev_Score,SMA_Opp_score_Fin,SMA_Opp_score,EMA_Opp_score_Fin,EMA_Opp_score,Last3Avg_Opp_score_Fin,Last3Avg_Opp_score,Prev_Opp_score_Fin,Prev_Opp_score,SMA_Threes_Fin,SMA_Threes,EMA_Threes_Fin,EMA_Threes,Last3Avg_Threes_Fin,Last3Avg_Threes,Prev_Threes_Fin,Prev_Threes,SMA_Opp_Threes_Fin,SMA_Opp_Threes,EMA_Opp_Threes_Fin,EMA_Opp_Threes,Last3Avg_Opp_Threes_Fin,Last3Avg_Opp_Threes,Prev_Opp_Threes_Fin,Prev_Opp_Threes,SMA_FG_Pct_Fin,SMA_FG_Pct,EMA_FG_Pct_Fin,EMA_FG_Pct,Last3Avg_FG_Pct_Fin,Last3Avg_FG_Pct,Prev_FG_Pct_Fin,Prev_FG_Pct,SMA_Opp_FG_Pct_Fin,SMA_Opp_FG_Pct,EMA_Opp_FG_Pct_Fin,EMA_Opp_FG_Pct,Last3Avg_Opp_FG_Pct_Fin,Last3Avg_Opp_FG_Pct,Prev_Opp_FG_Pct_Fin,Prev_Opp_FG_Pct,SMA_Mean_Score_Fin,SMA_Mean_Score,EMA_Mean_Score_Fin,EMA_Mean_Score,Last3Avg_Mean_Score_Fin,Last3Avg_Mean_Score,Prev_Mean_Score_Fin,Prev_Mean_Score,SMA_Comb_Loc_Fin,SMA_Comb_Loc,EMA_Comb_Loc_Fin,EMA_Comb_Loc,Last3Avg_Comb_Loc_Fin,Last3Avg_Comb_Loc,Prev_Comb_Loc_Fin,Prev_Comb_Loc,SMA_Result,EMA_Result,Last3Avg_Result,Prev_Result,SMA_Pct_Margin,EMA_Pct_Margin,Last3Avg_Pct_Margin,Prev_Pct_Margin,SMA_Result_Fin,SMA_Pct_Margin_Fin,EMA_Result_Fin,EMA_Pct_Margin_Fin,Last3Avg_Result_Fin,Last3Avg_Pct_Margin_Fin,Prev_Result_Fin,Prev_Pct_Margin_Fin,Conference
2016-11-13,@,Maryland-Eastern Shore,W,77.0,73.0,22.0,60.0,0.367,8.0,25.0,0.32,25.0,34.0,0.735,11.0,34.0,10.0,7.0,1.0,9.0,17.0,,29.0,62.0,0.468,9.0,23.0,0.391,6.0,10.0,0.6,10.0,35.0,20.0,5.0,5.0,15.0,26.0,,4.0,1,1,75.0,0,1,-1,80.28125,,79.78231549618809,,76.0,,61.0,,78.25,,78.60198384620513,,75.33333333333333,,79.0,,9.1875,,9.384331682319084,,10.333333333333334,,7.0,,8.0,,8.073401330214217,,9.666666666666666,,9.0,,0.46274999999999994,,0.4608261990791346,,0.46266666666666684,,0.4090000000000005,,0.46078125000000003,,0.46455851736393927,,0.48366666666666674,,0.4839999999999998,,79.265625,,79.19214967119663,,75.66666666666667,,70.0,,0.0,,0.15891021950945988,,1.0,,1.0,,,,,,,,,,2.03125,0.025625862408831065,1.1803316499829606,0.014904654752821602,0.6666666666666714,0.008810572687224731,-18.0,-0.2571428571428571,AEC
2016-11-16,,Delaware State,W,90.0,68.0,33.0,61.0,0.541,10.0,21.0,0.476,14.0,18.0,0.778,12.0,38.0,16.0,7.0,4.0,12.0,13.0,,24.0,68.0,0.353,6.0,29.0,0.207,14.0,20.0,0.7,13.0,30.0,11.0,5.0,2.0,11.0,15.0,3.0,22.0,1,2,79.0,1,0,1,80.28125,77.0,79.78231549618809,77.0,76.0,,61.0,77.0,78.25,73.0,78.60198384620513,73.0,75.33333333333333,,79.0,73.0,9.1875,-0.0018360504155768842,9.384331682319084,-0.0018360504155768842,10.333333333333334,,7.0,-0.0018360504155768842,8.0,0.05633865159474155,8.073401330214217,0.05633865159474155,9.666666666666666,,9.0,0.05633865159474155,0.46274999999999994,0.367,0.4608261990791346,0.367,0.46266666666666684,,0.4090000000000005,0.367,0.46078125000000003,0.468,0.46455851736393927,0.468,0.48366666666666674,,0.4839999999999998,0.468,79.265625,75.0,79.19214967119663,75.0,75.66666666666667,,70.0,75.0,0.0,2.0,0.15891021950945988,2.0,1.0,,1.0,2.0,4.0,4.0,,4.0,0.05333333333333334,0.05333333333333334,,0.05333333333333334,2.03125,0.025625862408831065,1.1803316499829606,0.014904654752821602,0.6666666666666714,0.008810572687224731,-18.0,-0.2571428571428571,AEC
2016-11-19,,Kennesaw State,W,93.0,85.0,34.0,65.0,0.523,4.0,16.0,0.25,21.0,30.0,0.7,6.0,33.0,7.0,10.0,2.0,8.0,20.0,,31.0,64.0,0.484,7.0,15.0,0.467,16.0,22.0,0.727,8.0,42.0,18.0,3.0,0.0,15.0,25.0,3.0,8.0,1,3,89.0,1,0,1,80.28125,83.5,79.78231549618809,83.703125,76.0,,61.0,90.0,78.25,70.5,78.60198384620513,70.42187499999999,75.33333333333333,,79.0,68.0,9.1875,0.009828931309285083,9.384331682319084,0.010164269592956687,10.333333333333334,,7.0,0.01980897122944475,8.0,0.005624574066324217,8.073401330214217,0.003981739515814209,9.666666666666666,,9.0,-0.048818479750947386,0.46274999999999994,0.454,0.4608261990791346,0.45671875,0.46266666666666684,,0.4090000000000005,0.541,0.46078125000000003,0.4105,0.46455851736393927,0.408703125,0.48366666666666674,,0.4839999999999998,0.3529999999999999,79.265625,77.0,79.19214967119663,77.06249999999999,75.66666666666667,,70.0,79.0,0.0,0.0,0.15891021950945988,0.002929687499999995,1.0,,1.0,3.0,13.0,13.281250000000014,,22.0,0.16883116883116883,0.17234387672343898,,0.27848101265822783,2.03125,0.025625862408831065,1.1803316499829606,0.014904654752821602,0.6666666666666714,0.008810572687224731,-18.0,-0.2571428571428571,AEC
2016-11-23,@,Navy,L,66.0,78.0,24.0,51.0,0.471,8.0,24.0,0.333,10.0,17.0,0.588,4.0,20.0,12.0,8.0,2.0,15.0,16.0,,29.0,52.0,0.558,11.0,19.0,0.579,9.0,20.0,0.45,10.0,33.0,21.0,8.0,1.0,13.0,15.0,4.0,-12.0,0,4,72.0,0,1,-1,80.28125,86.66666666666667,79.78231549618809,86.99772209567197,76.0,86.66666666666667,61.0,93.0,78.25,75.33333333333333,78.60198384620513,75.5880247315327,75.33333333333333,75.33333333333333,79.0,85.0,9.1875,-0.05967820825773473,9.384331682319084,-0.06357672909173942,10.333333333333334,-0.05967820825773473,7.0,-0.18449210403937244,8.0,-0.02148896387380006,8.073401330214217,-0.024091689748734046,9.666666666666666,-0.02148896387380006,9.0,-0.06646553857447679,0.46274999999999994,0.47700000000000004,0.4608261990791346,0.48020728929384965,0.46266666666666684,0.47700000000000004,0.4090000000000005,0.523,0.46078125000000003,0.435,0.46455851736393927,0.435386592905955,0.48366666666666674,0.435,0.4839999999999998,0.484,79.265625,81.0,79.19214967119663,81.29287341360232,75.66666666666667,81.0,70.0,89.0,0.0,0.4444444444444444,0.15891021950945988,0.5611584643508659,1.0,0.4444444444444444,1.0,4.0,11.333333333333343,11.409697364139276,11.333333333333343,8.0,0.13991769547325114,0.140352984032056,0.13991769547325114,0.0898876404494382,2.03125,0.025625862408831065,1.1803316499829606,0.014904654752821602,0.6666666666666714,0.008810572687224731,-18.0,-0.2571428571428571,AEC
2016-11-30,@,Duquesne,W,81.0,72.0,28.0,59.0,0.475,12.0,23.0,0.522,13.0,17.0,0.765,8.0,27.0,18.0,4.0,4.0,10.0,11.0,,30.0,61.0,0.492,9.0,26.0,0.346,3.0,3.0,1.0,9.0,32.0,17.0,2.0,4.0,17.0,22.0,7.0,9.0,1,5,76.5,0,1,-1,80.28125,81.5,79.78231549618809,81.24623475609756,76.0,83.0,61.0,66.0,78.25,76.0,78.60198384620513,76.24868902439025,75.33333333333333,77.0,79.0,78.0,9.1875,-0.03745074247198671,9.384331682319084,-0.038279899555624164,10.333333333333334,-0.04846412114003312,7.0,0.05011200153247508,8.0,0.012133532632953525,8.073401330214217,0.013355608243462491,9.666666666666666,-0.0018360504155768842,9.0,0.10955256097303451,0.46274999999999994,0.47550000000000003,0.4608261990791346,0.47768532012195125,0.46266666666666684,0.5116666666666667,0.4090000000000005,0.471,0.46078125000000003,0.46575,0.46455851736393927,0.46897163871951214,0.48366666666666674,0.465,0.4839999999999998,0.558,79.265625,78.75,79.19214967119663,78.74746189024388,75.66666666666667,80.0,70.0,72.0,0.0,0.0,0.15891021950945988,1.9036287923854855e-05,1.0,0.5555555555555556,1.0,5.0,5.5,4.997545731707319,6.0,-12.0,0.06984126984126984,0.06346294358887104,0.075,-0.16666666666666666,2.03125,0.025625862408831065,1.1803316499829606,0.014904654752821602,0.6666666666666714,0.008810572687224731,-18.0,-0.2571428571428571,AEC
2016-12-07,@,Mount St. Mary's,W,78.0,70.0,25.0,53.0,0.472,6.0,12.0,0.5,22.0,30.0,0.733,4.0,33.0,11.0,5.0,2.0,9.0,21.0,,26.0,60.0,0.433,6.0,21.0,0.286,12.0,21.0,0.571,6.0,31.0,10.0,2.0,6.0,10.0,24.0,7.0,8.0,1,6,74.0,0,1,-1,80.28125,81.4,79.78231549618809,81.19064590364472,76.0,80.0,61.0,81.0,78.25,75.2,78.60198384620513,75.28952407530686,75.33333333333333,78.33333333333333,79.0,72.0,9.1875,-0.003942052521578976,9.384331682319084,-0.00017176501733223715,10.333333333333334,-0.013524362103888576,7.0,0.13092008234055585,8.0,0.02158202087483485,8.073401330214217,0.02374433170623741,9.666666666666666,0.03115648895994122,9.0,0.061475637896111435,0.46274999999999994,0.47540000000000004,0.4608261990791346,0.47707909431364715,0.46266666666666684,0.48966666666666675,0.4090000000000005,0.475,0.46078125000000003,0.471,0.46455851736393927,0.47417041811905725,0.48366666666666674,0.5113333333333333,0.4839999999999998,0.492,79.265625,78.3,79.19214967119663,78.24008498947578,75.66666666666667,79.16666666666667,70.0,76.5,0.0,0.24000000000000005,0.15891021950945988,0.3098996329850409,1.0,0.6666666666666666,1.0,6.0,6.200000000000003,5.901121828337864,1.6666666666666714,9.0,0.07918263090676887,0.07542325432202221,0.021052631578947427,0.11764705882352941,2.03125,0.025625862408831065,1.1803316499829606,0.014904654752821602,0.6666666666666714,0.008810572687224731,-18.0,-0.2571428571428571,AEC
2016-12-10,@,Richmond,L,75.0,78.0,28.0,58.0,0.483,8.0,23.0,0.348,11.0,15.0,0.733,7.0,29.0,9.0,3.0,1.0,11.0,22.0,,24.0,57.0,0.421,6.0,26.0,0.231,24.0,26.0,0.923,12.0,37.0,16.0,5.0,3.0,11.0,18.0,3.0,-3.0,0,7,76.5,0,1,-1,80.28125,80.83333333333333,79.78231549618809,80.5724368932335,76.0,75.0,61.0,78.0,78.25,74.33333333333333,78.60198384620513,74.2646433637223,75.33333333333333,73.33333333333333,79.0,70.0,9.1875,-0.016617145609043205,9.384331682319084,-0.01566197864328772,10.333333333333334,0.03314230456277811,7.0,-0.08275513133465778,8.0,0.009345593053062151,8.073401330214217,0.00911093187151657,9.666666666666666,0.04102109244156599,9.0,-0.05638150496103145,0.46274999999999994,0.4748333333333334,0.4608261990791346,0.47609498577755477,0.46266666666666684,0.47266666666666673,0.4090000000000005,0.472,0.46078125000000003,0.4646666666666666,0.46455851736393927,0.4661933739053686,0.48366666666666674,0.49433333333333335,0.4839999999999998,0.43300000000000005,79.265625,77.58333333333333,79.19214967119663,77.41854012847789,75.66666666666667,74.16666666666667,70.0,74.0,0.0,0.7777777777777777,0.15891021950945988,0.9948426829879804,1.0,7.0,1.0,7.0,6.5,6.307793529511201,1.6666666666666714,8.0,0.08378088077336199,0.08147652382805552,0.022471910112359612,0.10810810810810811,2.03125,0.025625862408831065,1.1803316499829606,0.014904654752821602,0.6666666666666714,0.008810572687224731,-18.0,-0.2571428571428571,AEC
2016-12-17,,Towson,L,72.0,73.0,27.0,57.0,0.474,10.0,23.0,0.435,8.0,18.0,0.444,7.0,27.0,17.0,5.0,0.0,11.0,18.0,,27.0,55.0,0.491,3.0,12.0,0.25,16.0,22.0,0.727,8.0,35.0,8.0,8.0,1.0,13.0,17.0,7.0,-1.0,0,8,72.5,1,0,1,80.28125,80.0,79.78231549618809,79.61960950180409,76.0,78.0,61.0,75.0,78.25,74.85714285714286,78.60198384620513,74.90334958651054,75.33333333333333,73.33333333333333,79.0,78.0,9.1875,-0.013524362103888576,9.384331682319084,-0.012096308575886727,10.333333333333334,0.01980897122944475,7.0,0.006475637896111441,8.0,-0.004364056760377155,8.073401330214217,-0.007246591285178461,9.666666666666666,-0.02716072574025219,9.0,-0.08275513133465778,0.46274999999999994,0.47600000000000003,0.4608261990791346,0.4772756697072991,0.46266666666666684,0.47666666666666674,0.4090000000000005,0.483,0.46078125000000003,0.45842857142857135,0.46455851736393927,0.45846578804065735,0.48366666666666674,0.4486666666666667,0.4839999999999998,0.4210000000000001,79.265625,77.42857142857143,79.19214967119663,77.2614795441573,75.66666666666667,75.66666666666667,70.0,76.5,0.0,1.4693877551020407,0.15891021950945988,1.8703086960167916,1.0,8.0,1.0,8.0,5.142857142857139,4.7162599152935485,4.666666666666671,-3.0,0.06642066420664201,0.061042837169563414,0.06167400881057274,-0.0392156862745098,2.03125,0.025625862408831065,1.1803316499829606,0.014904654752821602,0.6666666666666714,0.008810572687224731,-18.0,-0.2571428571428571,AEC
2016-12-19,,Citadel,W (2 OT),120.0,111.0,38.0,80.0,0.475,7.0,21.0,0.333,37.0,49.0,0.755,16.0,62.0,16.0,6.0,9.0,22.0,22.0,,39.0,104.0,0.375,19.0,50.0,0.38,14.0,18.0,0.778,19.0,47.0,24.0,14.0,2.0,16.0,34.0,2.0,9.0,1,9,115.5,1,0,1,80.28125,79.0,79.78231549618809,78.4462560101578,76.0,75.0,61.0,72.0,78.25,74.625,78.60198384620513,74.61025032957004,75.33333333333333,73.66666666666667,79.0,73.0,9.1875,-0.00023322286338223197,9.384331682319084,0.004191192367618668,10.333333333333334,0.006475637896111441,7.0,0.10314230456277812,8.0,-0.027092201299868446,8.073401330214217,-0.03481731154666917,9.666666666666666,-0.10990445260162612,9.0,-0.19023669087101186,0.46274999999999994,0.47575,0.4608261990791346,0.47677124510553587,0.46266666666666684,0.47633333333333344,0.4090000000000005,0.474,0.46078125000000003,0.46249999999999997,0.46455851736393927,0.463475773288775,0.48366666666666674,0.4483333333333334,0.4839999999999998,0.49100000000000016,79.265625,76.8125,79.19214967119663,76.5282531698639,75.66666666666667,74.33333333333333,70.0,72.5,0.0,0.5625,0.15891021950945988,0.5855381482171806,1.0,1.0,1.0,9.0,4.375,3.8360056805877605,1.3333333333333286,-1.0,0.05695687550854353,0.050125352686063177,0.01793721973094164,-0.013793103448275862,2.03125,0.025625862408831065,1.1803316499829606,0.014904654752821602,0.6666666666666714,0.008810572687224731,-18.0,-0.2571428571428571,AEC
2016-12-23,@,James Madison,W,62.0,61.0,22.0,47.0,0.468,11.0,25.0,0.44,7.0,9.0,0.778,4.0,25.0,15.0,5.0,0.0,10.0,12.0,,23.0,56.0,0.411,9.0,19.0,0.474,6.0,7.0,0.857,12.0,33.0,13.0,9.0,5.0,12.0,12.0,4.0,1.0,1,10,61.5,0,1,-1,80.28125,83.55555555555556,79.78231549618809,84.29864403100997,76.0,89.0,61.0,120.0,78.25,78.66666666666667,78.60198384620513,79.7353465207843,75.33333333333333,87.33333333333333,79.0,111.0,9.1875,-0.022300957848569447,9.384331682319084,-0.024421249227231878,10.333333333333334,-0.03262548569939416,7.0,-0.13852436210388858,8.0,0.00850953620119621,8.073401330214217,0.011219484624929443,9.666666666666666,0.007086324919012232,9.0,0.19998915140962492,0.46274999999999994,0.4756666666666666,0.4608261990791346,0.47652178470456297,0.46266666666666684,0.47733333333333344,0.4090000000000005,0.475,0.46078125000000003,0.4527777777777777,0.46455851736393927,0.45101493327740483,0.48366666666666674,0.42900000000000005,0.4839999999999998,0.3750000000000001,79.265625,81.11111111111111,79.19214967119663,82.01699527589712,75.66666666666667,88.16666666666667,70.0,115.5,0.0,0.12345679012345678,0.15891021950945988,0.061317755085951664,1.0,1.1111111111111112,1.0,10.0,4.888888888888886,4.5632975102256665,1.6666666666666714,9.0,0.06027397260273969,0.05563843804415392,0.018903591682419712,0.07792207792207792,2.03125,0.025625862408831065,1.1803316499829606,0.014904654752821602,0.6666666666666714,0.008810572687224731,-18.0,-0.2571428571428571,AEC
