Date,Loc,Opp_name,Win,Score,Opp_score,6,7,8,Threes,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Opp_Threes,27,28,29,30,31,32,33,34,35,36,37,38,result,Game_Number,Mean_Score,Avg_Score,Opp_Avg_Score,Avg_Mean_Score,Avg_Threes,Opp_Avg_Threes,Avg_Result,Pct_Margin,Home,Away,Neutral,Avg_Result_Fin,Avg_Result_NC
2016-11-14,@,East Carolina,0,51.0,61.0,18.0,54.0,0.333,5.0,19.0,0.263,10.0,16.0,0.625,7.0,30.0,11.0,7.0,3.0,12.0,26.0,,18.0,52.0,0.346,6.0,20.0,0.3,19.0,29.0,0.655,14.0,45.0,12.0,7.0,9.0,14.0,19.0,-10.0,1,56.0,,,,,,,,0,1,0,-13.466666666666676,
2016-11-17,@,Grambling,0,55.0,59.0,20.0,40.0,0.5,3.0,18.0,0.167,12.0,22.0,0.545,11.0,32.0,10.0,4.0,2.0,18.0,19.0,,19.0,54.0,0.352,2.0,16.0,0.125,19.0,26.0,0.731,12.0,26.0,8.0,8.0,0.0,6.0,19.0,-4.0,2,57.0,51.0,61.0,56.0,-0.019406715045065026,-0.018442394890773817,-10.0,-0.17857142857142858,0,1,0,-13.466666666666676,-10.0
2016-11-22,@,Western Kentucky,0,56.0,77.0,20.0,45.0,0.444,5.0,14.0,0.357,11.0,18.0,0.611,3.0,23.0,4.0,6.0,4.0,17.0,28.0,,21.0,48.0,0.438,4.0,15.0,0.267,31.0,37.0,0.838,9.0,33.0,12.0,4.0,4.0,13.0,16.0,-21.0,3,66.5,53.0,60.0,56.5,-0.08710926776426592,-0.11352436210388855,-7.0,-0.12389380530973451,0,1,0,-13.466666666666676,-7.0
2016-11-26,,Jacksonville,0,49.0,66.0,17.0,40.0,0.425,4.0,13.0,0.308,11.0,19.0,0.579,5.0,25.0,7.0,3.0,0.0,15.0,18.0,,20.0,47.0,0.426,9.0,22.0,0.409,17.0,24.0,0.708,8.0,27.0,14.0,8.0,1.0,8.0,16.0,-17.0,4,57.5,54.0,65.66666666666667,59.833333333333336,-0.07278362136314784,-0.13078324535261954,-11.666666666666671,-0.1949860724233984,1,0,0,-13.466666666666676,-11.666666666666671
2016-11-29,@,UNC Greensboro,0,66.0,86.0,25.0,61.0,0.41,2.0,14.0,0.143,14.0,25.0,0.56,11.0,33.0,8.0,11.0,1.0,17.0,16.0,,31.0,69.0,0.449,13.0,31.0,0.419,11.0,12.0,0.917,9.0,33.0,23.0,7.0,9.0,12.0,21.0,-20.0,5,76.0,52.75,65.75,59.25,-0.07181820096644781,-0.07398063586814713,-13.0,-0.21940928270042195,0,1,0,-13.466666666666676,-13.0
2016-12-02,,North Dakota State,0,67.0,85.0,23.0,52.0,0.442,9.0,24.0,0.375,12.0,25.0,0.48,8.0,22.0,8.0,5.0,3.0,12.0,24.0,,26.0,55.0,0.473,7.0,22.0,0.318,26.0,38.0,0.684,16.0,40.0,15.0,6.0,3.0,12.0,19.0,-18.0,6,76.0,55.4,69.8,62.6,-0.10774818881869,-0.021260751788702348,-14.399999999999999,-0.2300319488817891,1,0,0,-13.466666666666676,-14.399999999999999
2016-12-04,@,Notre Dame,0,53.0,107.0,19.0,63.0,0.302,7.0,32.0,0.219,8.0,10.0,0.8,12.0,27.0,7.0,6.0,1.0,13.0,14.0,,37.0,66.0,0.561,19.0,35.0,0.543,14.0,14.0,1.0,12.0,41.0,29.0,8.0,5.0,8.0,12.0,-54.0,7,80.0,57.333333333333336,72.33333333333333,64.83333333333333,-0.06933831559226067,-0.030114223855040645,-14.999999999999993,-0.2313624678663238,0,1,0,-13.466666666666676,-14.999999999999993
2016-12-13,@,UMass,0,59.0,65.0,23.0,61.0,0.377,5.0,16.0,0.313,8.0,11.0,0.727,13.0,30.0,15.0,3.0,3.0,11.0,13.0,,28.0,62.0,0.452,6.0,25.0,0.24,3.0,7.0,0.429,12.0,31.0,25.0,9.0,8.0,8.0,14.0,-6.0,8,62.0,56.714285714285715,77.28571428571429,67.0,-0.04904073489985833,0.019192828284281482,-20.571428571428577,-0.3070362473347549,0,1,0,-13.466666666666676,-20.571428571428577
2016-12-15,@,Pacific,0,57.0,66.0,21.0,56.0,0.375,3.0,21.0,0.143,12.0,18.0,0.667,11.0,31.0,7.0,4.0,3.0,7.0,21.0,,22.0,53.0,0.415,5.0,18.0,0.278,17.0,22.0,0.773,11.0,37.0,16.0,2.0,4.0,9.0,18.0,-9.0,9,61.5,57.0,75.75,66.375,-0.050366467367046475,0.01320831116343818,-18.75,-0.2824858757062147,0,1,0,-13.466666666666676,-18.75
2016-12-18,,Rider,0,59.0,60.0,20.0,53.0,0.377,4.0,15.0,0.267,15.0,17.0,0.882,8.0,31.0,9.0,4.0,1.0,13.0,17.0,,24.0,57.0,0.421,2.0,15.0,0.133,10.0,16.0,0.625,9.0,31.0,14.0,7.0,5.0,10.0,15.0,-1.0,10,59.5,57.0,74.66666666666667,65.83333333333333,-0.06206237379979501,0.003439923610397133,-17.66666666666667,-0.26835443037974693,1,0,0,-13.466666666666676,-17.66666666666667
