Date,Loc,Opp_name,Win,Score,Opp_score,6,7,8,Threes,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Opp_Threes,27,28,29,30,31,32,33,34,35,36,37,38,result,Game_Number,Mean_Score,Avg_Score,Opp_Avg_Score,Avg_Mean_Score,Avg_Threes,Opp_Avg_Threes,Avg_Result,Pct_Margin,Home,Away,Neutral,Avg_Result_Fin,Avg_Result_NC
2016-12-22,@,Kennesaw State,0,60.0,68.0,24.0,54.0,0.444,5.0,15.0,0.333,7.0,8.0,0.875,11.0,33.0,4.0,6.0,3.0,16.0,19.0,,21.0,60.0,0.35,8.0,22.0,0.364,18.0,24.0,0.75,18.0,34.0,13.0,4.0,4.0,10.0,10.0,-8.0,11,64.0,57.2,73.2,65.2,-0.06702086560039208,-0.014344034235036163,-16.0,-0.24539877300613497,0,1,0,-13.466666666666676,-17.66666666666667
2016-12-28,@,Georgia Tech,0,52.0,59.0,17.0,53.0,0.321,3.0,17.0,0.176,15.0,20.0,0.75,6.0,29.0,7.0,11.0,1.0,12.0,22.0,,19.0,48.0,0.396,6.0,15.0,0.4,15.0,24.0,0.625,8.0,29.0,16.0,4.0,9.0,13.0,16.0,-7.0,12,55.5,57.45454545454545,72.72727272727273,65.0909090909091,-0.06668891906591387,-0.0097743621038886,-15.27272727272728,-0.23463687150838,0,1,0,-13.466666666666676,-17.66666666666667
2017-01-04,@,Hampton,0,53.0,68.0,16.0,42.0,0.381,9.0,17.0,0.529,12.0,14.0,0.857,3.0,21.0,9.0,1.0,1.0,14.0,14.0,,23.0,58.0,0.397,9.0,27.0,0.333,13.0,16.0,0.813,13.0,34.0,11.0,5.0,6.0,8.0,16.0,-15.0,13,60.5,57.0,71.58333333333333,64.29166666666667,-0.07229629192844997,-0.009682685736018937,-14.583333333333329,-0.2268308489954633,0,1,0,-13.466666666666676,-17.66666666666667
2017-01-07,,Delaware State,0,53.0,55.0,18.0,44.0,0.409,7.0,20.0,0.35,10.0,14.0,0.714,9.0,38.0,10.0,2.0,2.0,20.0,15.0,,20.0,55.0,0.364,9.0,31.0,0.29,6.0,12.0,0.5,6.0,20.0,11.0,6.0,5.0,7.0,16.0,-2.0,14,54.0,56.69230769230769,71.3076923076923,64.0,-0.05300875830470264,-0.0028447504534031554,-14.615384615384613,-0.22836538461538458,1,0,0,-13.466666666666676,-17.66666666666667
2017-01-09,,Maryland-Eastern Shore,0,88.0,99.0,29.0,64.0,0.453,8.0,21.0,0.381,22.0,25.0,0.88,15.0,29.0,9.0,8.0,2.0,15.0,21.0,,35.0,60.0,0.583,16.0,27.0,0.593,13.0,23.0,0.565,11.0,29.0,24.0,3.0,2.0,13.0,19.0,-11.0,15,93.5,56.42857142857143,70.14285714285714,63.285714285714285,-0.04390410893933161,0.007249568649675631,-13.714285714285708,-0.21670428893905183,1,0,0,-13.466666666666676,-17.66666666666667
2017-01-14,@,Coppin State,0,73.0,75.0,30.0,55.0,0.545,8.0,14.0,0.571,5.0,9.0,0.556,7.0,30.0,17.0,5.0,1.0,13.0,23.0,,25.0,57.0,0.439,8.0,14.0,0.571,17.0,30.0,0.567,11.0,29.0,14.0,6.0,4.0,10.0,15.0,-2.0,16,74.0,58.53333333333333,72.06666666666666,65.3,-0.043592699233729104,0.022275822909987475,-13.533333333333331,-0.2072485962225625,0,1,0,-13.466666666666676,-17.66666666666667
2017-01-16,@,Morgan State,0,53.0,82.0,17.0,37.0,0.459,2.0,8.0,0.25,17.0,28.0,0.607,3.0,19.0,9.0,4.0,1.0,18.0,20.0,,29.0,55.0,0.527,12.0,27.0,0.444,12.0,17.0,0.706,8.0,27.0,18.0,8.0,1.0,10.0,19.0,-29.0,17,67.5,59.4375,72.25,65.84375,-0.03907641257707467,0.021250724401301768,-12.8125,-0.19458946369245372,0,1,0,-13.466666666666676,-17.66666666666667
2017-01-21,,Howard,0,63.0,78.0,25.0,59.0,0.424,8.0,19.0,0.421,5.0,11.0,0.455,10.0,30.0,13.0,3.0,4.0,13.0,16.0,,29.0,58.0,0.5,6.0,19.0,0.316,14.0,22.0,0.636,9.0,32.0,12.0,6.0,3.0,7.0,9.0,-15.0,18,70.5,59.05882352941177,72.82352941176471,65.94117647058823,-0.0475881071238089,0.02815576713682222,-13.764705882352942,-0.20874219446922393,1,0,0,-13.466666666666676,-17.66666666666667
2017-01-28,@,North Carolina Central,0,59.0,82.0,22.0,53.0,0.415,7.0,14.0,0.5,8.0,16.0,0.5,7.0,32.0,13.0,3.0,1.0,19.0,17.0,,28.0,60.0,0.467,16.0,33.0,0.485,10.0,17.0,0.588,9.0,32.0,21.0,8.0,3.0,11.0,17.0,-23.0,19,70.5,59.27777777777778,73.11111111111111,66.19444444444444,-0.0407970893766158,0.02158202087483485,-13.833333333333336,-0.20898027696181287,0,1,0,-13.466666666666676,-17.66666666666667
2017-01-30,@,Norfolk State,0,69.0,83.0,26.0,64.0,0.406,8.0,25.0,0.32,9.0,13.0,0.692,12.0,32.0,14.0,5.0,1.0,10.0,14.0,,29.0,54.0,0.537,13.0,27.0,0.481,12.0,15.0,0.8,3.0,27.0,16.0,5.0,6.0,10.0,12.0,-14.0,20,76.0,59.26315789473684,73.57894736842105,66.42105263157895,-0.0364373283561088,0.036261045621433285,-14.315789473684212,-0.21553090332805075,0,1,0,-13.466666666666676,-17.66666666666667
2017-02-01,@,Delaware State,0,65.0,82.0,19.0,52.0,0.365,6.0,26.0,0.231,21.0,31.0,0.677,15.0,38.0,8.0,2.0,2.0,14.0,22.0,,30.0,59.0,0.508,11.0,27.0,0.407,11.0,17.0,0.647,7.0,24.0,20.0,6.0,3.0,8.0,23.0,-17.0,21,73.5,59.75,74.05,66.9,-0.03235281398673373,0.04299150555309994,-14.299999999999997,-0.21375186846038857,0,1,0,-13.466666666666676,-17.66666666666667
2017-02-04,@,Saint Louis,0,59.0,78.0,22.0,52.0,0.423,9.0,17.0,0.529,6.0,7.0,0.857,5.0,23.0,16.0,5.0,1.0,14.0,16.0,,29.0,55.0,0.527,10.0,24.0,0.417,10.0,14.0,0.714,8.0,30.0,26.0,10.0,3.0,11.0,14.0,-19.0,22,68.5,60.0,74.42857142857143,67.21428571428571,-0.03257198115150761,0.0454007818500462,-14.42857142857143,-0.21466524973432524,0,1,0,-13.466666666666676,-17.66666666666667
2017-02-11,,Florida A&M,0,77.0,83.0,28.0,55.0,0.509,10.0,26.0,0.385,11.0,17.0,0.647,10.0,25.0,12.0,1.0,4.0,8.0,22.0,,26.0,53.0,0.491,6.0,14.0,0.429,25.0,27.0,0.926,6.0,21.0,14.0,0.0,1.0,6.0,13.0,-6.0,23,80.0,59.95454545454545,74.5909090909091,67.27272727272727,-0.024669168775609596,0.04662189018130336,-14.63636363636364,-0.21756756756756765,1,0,0,-13.466666666666676,-17.66666666666667
2017-02-13,,South Carolina State,0,65.0,72.0,24.0,50.0,0.48,4.0,12.0,0.333,13.0,14.0,0.929,12.0,34.0,11.0,1.0,1.0,16.0,15.0,,26.0,52.0,0.5,11.0,22.0,0.5,9.0,16.0,0.563,6.0,17.0,16.0,7.0,2.0,7.0,16.0,-7.0,24,68.5,60.69565217391305,74.95652173913044,67.82608695652173,-0.019111754654031865,0.03972389775690033,-14.26086956521739,-0.21025641025641026,1,0,0,-13.466666666666676,-17.66666666666667
2017-02-18,@,Howard,0,53.0,84.0,20.0,47.0,0.426,2.0,12.0,0.167,11.0,18.0,0.611,5.0,27.0,18.0,4.0,0.0,15.0,25.0,,24.0,56.0,0.429,8.0,22.0,0.364,28.0,31.0,0.903,11.0,33.0,13.0,1.0,6.0,7.0,17.0,-31.0,25,68.5,60.875,74.83333333333333,67.85416666666667,-0.023996641364668836,0.04393666239499788,-13.958333333333329,-0.20571077678845556,0,1,0,-13.466666666666676,-17.66666666666667
2017-02-20,@,Maryland-Eastern Shore,0,95.0,106.0,31.0,75.0,0.413,12.0,31.0,0.387,21.0,31.0,0.677,11.0,43.0,14.0,3.0,3.0,19.0,37.0,,28.0,62.0,0.452,7.0,24.0,0.292,43.0,53.0,0.811,5.0,36.0,13.0,3.0,5.0,11.0,24.0,-11.0,26,100.5,60.56,75.2,67.88,-0.030169012037838394,0.04073095704504759,-14.64,-0.21567472009428407,0,1,0,-13.466666666666676,-17.66666666666667
2017-02-25,,Savannah State,0,91.0,110.0,31.0,69.0,0.449,9.0,29.0,0.31,20.0,25.0,0.8,9.0,41.0,19.0,5.0,3.0,17.0,23.0,,37.0,86.0,0.43,20.0,53.0,0.377,16.0,24.0,0.667,18.0,50.0,23.0,8.0,2.0,9.0,19.0,-19.0,27,100.5,61.88461538461539,76.38461538461539,69.13461538461539,-0.024524983607928375,0.03239708804716884,-14.5,-0.20973574408901252,1,0,0,-13.466666666666676,-17.66666666666667
2017-02-27,,Bethune-Cookman,0,70.0,73.0,25.0,54.0,0.463,9.0,23.0,0.391,11.0,18.0,0.611,8.0,25.0,16.0,5.0,7.0,9.0,10.0,,27.0,55.0,0.491,11.0,26.0,0.423,8.0,10.0,0.8,7.0,28.0,19.0,8.0,0.0,12.0,20.0,-3.0,28,71.5,62.96296296296296,77.62962962962963,70.29629629629629,-0.024112597398006197,0.04286876766710379,-14.666666666666671,-0.20864067439409914,1,0,0,-13.466666666666676,-17.66666666666667
2017-03-02,,North Carolina Central,1,68.0,63.0,25.0,57.0,0.439,4.0,14.0,0.286,14.0,19.0,0.737,9.0,33.0,7.0,2.0,0.0,5.0,20.0,,20.0,60.0,0.333,7.0,27.0,0.259,16.0,24.0,0.667,15.0,38.0,15.0,3.0,4.0,3.0,16.0,5.0,29,65.5,63.214285714285715,77.46428571428571,70.33928571428571,-0.020304023120837733,0.04608836265406446,-14.249999999999993,-0.2025894897182025,1,0,0,-13.466666666666676,-17.66666666666667
2017-03-06,N,Maryland-Eastern Shore,0,65.0,75.0,22.0,51.0,0.431,6.0,23.0,0.261,15.0,21.0,0.714,5.0,25.0,12.0,1.0,1.0,10.0,20.0,,25.0,53.0,0.472,8.0,20.0,0.4,17.0,28.0,0.607,10.0,31.0,13.0,4.0,2.0,5.0,17.0,-10.0,30,70.0,63.37931034482759,76.96551724137932,70.17241379310344,-0.02462338277853493,0.04534660563804688,-13.58620689655173,-0.1936117936117937,0,0,1,-13.466666666666676,-17.66666666666667
