Date,Loc,Opp_name,Win,Score,Opp_score,6,7,8,Threes,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Opp_Threes,27,28,29,30,31,32,33,34,35,36,37,38,result,Game_Number,Mean_Score,Avg_Score,Opp_Avg_Score,Avg_Mean_Score,Avg_Threes,Opp_Avg_Threes,Avg_Result,Pct_Margin,Home,Away,Neutral,Avg_Result_Fin,Avg_Result_NC
2016-01-16,,Hampton,0,62.0,79.0,18.0,55.0,0.327,3.0,17.0,0.176,23.0,30.0,0.767,9.0,32.0,4.0,8.0,2.0,9.0,22.0,,27.0,58.0,0.466,14.0,34.0,0.412,11.0,19.0,0.579,6.0,35.0,18.0,7.0,2.0,15.0,23.0,-17.0,18,70.5,65.3529411764706,76.3529411764706,70.8529411764706,-0.032696279295607755,-0.015373360563056548,-11.0,-0.1552511415525114,1,0,0,-8.290322580645167,-15.333333333333329
2016-01-18,,Norfolk State,0,68.0,75.0,19.0,60.0,0.317,6.0,25.0,0.24,24.0,31.0,0.774,18.0,38.0,7.0,3.0,2.0,15.0,22.0,,24.0,52.0,0.462,7.0,20.0,0.35,20.0,26.0,0.769,8.0,27.0,11.0,3.0,4.0,12.0,24.0,-7.0,19,71.5,65.16666666666667,76.5,70.83333333333333,-0.039867073101331085,-0.0019775211452829344,-11.333333333333329,-0.15999999999999995,1,0,0,-8.290322580645167,-15.333333333333329
2016-01-25,@,Delaware State,0,55.0,57.0,17.0,61.0,0.279,7.0,28.0,0.25,14.0,23.0,0.609,15.0,42.0,14.0,4.0,3.0,18.0,19.0,,20.0,58.0,0.345,8.0,25.0,0.32,9.0,19.0,0.474,9.0,34.0,17.0,9.0,1.0,17.0,18.0,-2.0,20,56.0,65.3157894736842,76.42105263157895,70.86842105263158,-0.040357561136926456,-0.0036070067319877164,-11.10526315789474,-0.15670256219829193,0,1,0,-8.290322580645167,-15.333333333333329
2016-01-27,@,Coppin State,0,68.0,73.0,25.0,67.0,0.373,5.0,19.0,0.263,13.0,15.0,0.867,11.0,33.0,6.0,3.0,2.0,11.0,27.0,,22.0,60.0,0.367,4.0,15.0,0.267,25.0,34.0,0.735,12.0,37.0,8.0,1.0,6.0,10.0,20.0,-5.0,21,70.5,64.8,75.45,70.125,-0.035746584326110775,0.0005909460472048322,-10.650000000000006,-0.15187165775401076,0,1,0,-8.290322580645167,-15.333333333333329
2016-01-30,,Savannah State,1,63.0,62.0,20.0,38.0,0.526,7.0,15.0,0.467,16.0,19.0,0.842,2.0,24.0,13.0,5.0,3.0,20.0,19.0,,19.0,46.0,0.413,9.0,27.0,0.333,15.0,22.0,0.682,5.0,17.0,13.0,8.0,0.0,12.0,21.0,1.0,22,62.5,64.95238095238095,75.33333333333333,70.14285714285714,-0.038597675886879734,-0.006318293835873401,-10.38095238095238,-0.14799728445349625,1,0,0,-8.290322580645167,-15.333333333333329
2016-02-03,,Charlotte,0,72.0,92.0,28.0,64.0,0.438,5.0,15.0,0.333,11.0,15.0,0.733,9.0,26.0,8.0,8.0,3.0,13.0,16.0,,34.0,61.0,0.557,11.0,25.0,0.44,13.0,16.0,0.813,7.0,34.0,24.0,8.0,1.0,15.0,12.0,-20.0,23,82.0,64.86363636363636,74.72727272727273,69.79545454545455,-0.036019106322529026,-0.0014805664834506849,-9.863636363636374,-0.1413220449365029,1,0,0,-8.290322580645167,-15.333333333333329
2016-02-06,@,North Carolina Central,1,67.0,63.0,26.0,61.0,0.426,6.0,22.0,0.273,9.0,17.0,0.529,11.0,35.0,11.0,5.0,2.0,9.0,16.0,,20.0,55.0,0.364,9.0,30.0,0.3,14.0,20.0,0.7,7.0,37.0,12.0,3.0,2.0,9.0,18.0,4.0,24,65.0,65.17391304347827,75.47826086956522,70.32608695652173,-0.03934157357820478,0.0009917669283694974,-10.304347826086953,-0.14652241112828435,0,1,0,-8.290322580645167,-15.333333333333329
2016-02-13,,Florida A&M,1,75.0,68.0,16.0,47.0,0.34,4.0,19.0,0.211,39.0,48.0,0.813,8.0,34.0,9.0,8.0,2.0,18.0,28.0,,20.0,48.0,0.417,9.0,18.0,0.5,19.0,31.0,0.613,5.0,23.0,12.0,8.0,0.0,21.0,33.0,7.0,25,71.5,65.25,74.95833333333333,70.10416666666667,-0.03957800195063188,0.004985921386939707,-9.708333333333329,-0.138484398216939,1,0,0,-8.290322580645167,-15.333333333333329
2016-02-15,,Bethune-Cookman,0,77.0,83.0,28.0,74.0,0.378,8.0,28.0,0.286,13.0,17.0,0.765,13.0,36.0,13.0,7.0,3.0,9.0,29.0,,26.0,57.0,0.456,7.0,25.0,0.28,24.0,35.0,0.686,11.0,40.0,12.0,3.0,6.0,14.0,19.0,-6.0,26,80.0,65.64,74.68,70.16,-0.044785788063669174,0.007846821613304744,-9.040000000000006,-0.12884834663626007,1,0,0,-8.290322580645167,-15.333333333333329
2016-02-22,@,Morgan State,0,51.0,72.0,19.0,56.0,0.339,4.0,18.0,0.222,9.0,18.0,0.5,13.0,30.0,8.0,2.0,3.0,11.0,23.0,,23.0,54.0,0.426,3.0,14.0,0.214,23.0,30.0,0.767,10.0,32.0,16.0,6.0,3.0,6.0,13.0,-21.0,27,61.5,66.07692307692308,75.0,70.53846153846153,-0.042860799822165674,0.004937176357649897,-8.92307692307692,-0.1264994547437295,0,1,0,-8.290322580645167,-15.333333333333329
2016-02-27,@,Florida A&M,1,77.0,70.0,27.0,66.0,0.409,6.0,20.0,0.3,17.0,18.0,0.944,8.0,39.0,5.0,10.0,2.0,13.0,27.0,,20.0,53.0,0.377,8.0,25.0,0.32,22.0,38.0,0.579,5.0,32.0,13.0,5.0,3.0,13.0,19.0,7.0,28,73.5,65.51851851851852,74.88888888888889,70.20370370370371,-0.04388049551259404,-0.0019516618071526715,-9.370370370370367,-0.1334740174096544,0,1,0,-8.290322580645167,-15.333333333333329
2016-02-29,@,Bethune-Cookman,0,52.0,62.0,20.0,62.0,0.323,6.0,22.0,0.273,6.0,8.0,0.75,15.0,41.0,9.0,2.0,1.0,11.0,15.0,,26.0,59.0,0.441,5.0,25.0,0.2,5.0,10.0,0.5,9.0,34.0,13.0,8.0,7.0,8.0,12.0,-10.0,29,57.0,65.92857142857143,74.71428571428571,70.32142857142857,-0.04537701649175424,-0.0009048592358196772,-8.785714285714278,-0.1249365159979684,0,1,0,-8.290322580645167,-15.333333333333329
2016-03-03,,North Carolina Central,1,93.0,87.0,31.0,51.0,0.608,13.0,25.0,0.52,18.0,26.0,0.692,7.0,28.0,15.0,6.0,1.0,11.0,18.0,,32.0,58.0,0.552,10.0,19.0,0.526,13.0,19.0,0.684,8.0,21.0,16.0,4.0,2.0,11.0,24.0,6.0,30,90.0,65.44827586206897,74.27586206896552,69.86206896551724,-0.04323985209335118,-0.002939403886618397,-8.827586206896555,-0.12635735439289245,1,0,0,-8.290322580645167,-15.333333333333329
2016-03-07,N,Coppin State,0,91.0,98.0,29.0,74.0,0.392,10.0,30.0,0.333,23.0,34.0,0.676,16.0,43.0,13.0,6.0,4.0,10.0,34.0,,27.0,62.0,0.435,10.0,27.0,0.37,34.0,50.0,0.68,12.0,37.0,15.0,6.0,4.0,12.0,27.0,-7.0,31,94.5,66.36666666666666,74.7,70.53333333333333,-0.0362767478396997,-0.001610038141371839,-8.333333333333343,-0.11814744801512302,0,0,1,-8.290322580645167,-15.333333333333329
