Date,Loc,Opp_name,Win,Score,Opp_score,6,7,8,Threes,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Opp_Threes,27,28,29,30,31,32,33,34,35,36,37,38,result,Game_Number,Mean_Score,Avg_Score,Opp_Avg_Score,Avg_Mean_Score,Avg_Threes,Opp_Avg_Threes,Avg_Result,Pct_Margin,Home,Away,Neutral,Avg_Result_Fin,Avg_Result_NC
2015-11-13,@,Purdue,0,40.0,81.0,14.0,58.0,0.241,0.0,15.0,0.0,12.0,18.0,0.667,6.0,27.0,5.0,5.0,1.0,12.0,29.0,,24.0,53.0,0.453,12.0,31.0,0.387,21.0,32.0,0.656,12.0,45.0,21.0,4.0,8.0,13.0,22.0,-41.0,1,60.5,,,,,,,,0,1,0,-8.290322580645167,
2015-11-16,@,Florida,0,54.0,104.0,17.0,52.0,0.327,4.0,16.0,0.25,16.0,28.0,0.571,7.0,21.0,5.0,9.0,2.0,15.0,21.0,,37.0,69.0,0.536,15.0,29.0,0.517,15.0,23.0,0.652,17.0,46.0,20.0,8.0,7.0,13.0,23.0,-50.0,2,79.0,40.0,81.0,60.5,-0.31352436210388857,0.13092008234055585,-41.0,-0.6776859504132231,0,1,0,-8.290322580645167,-41.0
2015-11-21,N,Buffalo,0,68.0,86.0,25.0,56.0,0.446,5.0,13.0,0.385,13.0,20.0,0.65,13.0,30.0,9.0,3.0,3.0,16.0,27.0,,26.0,64.0,0.406,10.0,24.0,0.417,24.0,32.0,0.75,18.0,35.0,15.0,5.0,3.0,10.0,18.0,-18.0,3,77.0,47.0,92.5,69.75,-0.18586478763580347,0.1243134757339493,-45.5,-0.6523297491039427,0,0,1,-8.290322580645167,-45.5
2015-11-22,N,Niagara,0,72.0,73.0,31.0,64.0,0.484,8.0,19.0,0.421,2.0,4.0,0.5,8.0,27.0,15.0,6.0,5.0,10.0,17.0,,27.0,55.0,0.491,5.0,15.0,0.333,14.0,20.0,0.7,11.0,36.0,16.0,6.0,3.0,16.0,12.0,-1.0,4,72.5,54.0,90.33333333333333,72.16666666666667,-0.1468576954372219,0.09606973383707085,-36.33333333333333,-0.5034642032332562,0,0,1,-8.290322580645167,-36.33333333333333
2015-11-24,@,Virginia Tech,0,60.0,90.0,24.0,66.0,0.364,6.0,21.0,0.286,6.0,10.0,0.6,12.0,32.0,12.0,7.0,3.0,20.0,34.0,,27.0,54.0,0.5,2.0,13.0,0.154,34.0,50.0,0.68,10.0,37.0,17.0,6.0,6.0,15.0,17.0,-30.0,5,75.0,58.5,86.0,72.25,-0.09557564415517061,0.05275470766355328,-27.5,-0.3806228373702422,0,1,0,-8.290322580645167,-27.5
2015-11-28,@,North Dakota State,0,56.0,77.0,19.0,50.0,0.38,5.0,14.0,0.357,13.0,19.0,0.684,8.0,32.0,8.0,5.0,3.0,16.0,23.0,,25.0,54.0,0.463,8.0,31.0,0.258,19.0,26.0,0.731,7.0,29.0,17.0,7.0,4.0,8.0,12.0,-21.0,6,66.5,58.8,86.8,72.8,-0.07883048455286815,-0.009376896666100532,-28.0,-0.38461538461538464,0,1,0,-8.290322580645167,-28.0
2015-11-30,,Northern Kentucky,1,74.0,63.0,25.0,53.0,0.472,8.0,17.0,0.471,16.0,24.0,0.667,8.0,29.0,12.0,5.0,4.0,12.0,16.0,,26.0,60.0,0.433,5.0,24.0,0.208,6.0,13.0,0.462,8.0,27.0,10.0,7.0,3.0,13.0,22.0,11.0,7,68.5,58.333333333333336,85.16666666666667,71.75,-0.07352436210388857,-0.008240604765336723,-26.833333333333336,-0.3739837398373984,1,0,0,-8.290322580645167,-26.833333333333336
2015-12-02,,UNC Greensboro,1,77.0,68.0,21.0,38.0,0.553,8.0,17.0,0.471,27.0,38.0,0.711,1.0,30.0,13.0,1.0,2.0,15.0,13.0,,24.0,63.0,0.381,12.0,32.0,0.375,8.0,17.0,0.471,10.0,30.0,17.0,4.0,0.0,10.0,26.0,9.0,8,72.5,60.57142857142857,82.0,71.28571428571429,-0.058807380971813095,-0.015614954438383344,-21.42857142857143,-0.30060120240480964,1,0,0,-8.290322580645167,-21.42857142857143
2015-12-05,,Howard,1,66.0,63.0,22.0,60.0,0.367,4.0,20.0,0.2,18.0,22.0,0.818,9.0,34.0,12.0,4.0,1.0,10.0,23.0,,17.0,56.0,0.304,3.0,14.0,0.214,26.0,35.0,0.743,13.0,40.0,6.0,6.0,0.0,14.0,20.0,3.0,9,64.5,62.625,80.25,71.4375,-0.050051308211672974,0.00890554443816749,-17.625,-0.24671916010498687,1,0,0,-8.290322580645167,-17.625
2015-12-07,,Maryland-Eastern Shore,1,80.0,74.0,20.0,43.0,0.465,7.0,17.0,0.412,33.0,45.0,0.733,8.0,30.0,7.0,6.0,3.0,17.0,17.0,,25.0,56.0,0.446,8.0,25.0,0.32,16.0,21.0,0.762,9.0,26.0,15.0,8.0,4.0,17.0,29.0,6.0,10,77.0,63.0,78.33333333333333,70.66666666666667,-0.05955610813563461,-0.007141383380484312,-15.333333333333329,-0.21698113207547162,1,0,0,-8.290322580645167,-15.333333333333329
2015-12-13,@,East Carolina,0,60.0,71.0,21.0,53.0,0.396,5.0,19.0,0.263,13.0,17.0,0.765,9.0,28.0,15.0,2.0,5.0,14.0,20.0,,25.0,55.0,0.455,4.0,19.0,0.211,17.0,24.0,0.708,11.0,35.0,16.0,6.0,3.0,10.0,16.0,-11.0,11,65.5,64.7,77.9,71.3,-0.05850117817807715,-0.00543707070465882,-13.200000000000003,-0.1851332398316971,0,1,0,-8.290322580645167,-15.333333333333329
2015-12-17,,Grambling,1,61.0,47.0,23.0,52.0,0.442,5.0,17.0,0.294,10.0,14.0,0.714,7.0,35.0,11.0,5.0,2.0,20.0,18.0,,15.0,51.0,0.294,3.0,18.0,0.167,14.0,23.0,0.609,8.0,29.0,6.0,10.0,2.0,16.0,18.0,14.0,12,54.0,64.27272727272727,77.27272727272727,70.77272727272727,-0.05892747384363395,-0.017053773868594413,-13.0,-0.1836865767501606,1,0,0,-8.290322580645167,-15.333333333333329
2015-12-21,@,Toledo,0,62.0,95.0,23.0,66.0,0.348,10.0,25.0,0.4,6.0,12.0,0.5,11.0,33.0,13.0,3.0,2.0,15.0,26.0,,31.0,65.0,0.477,11.0,31.0,0.355,22.0,33.0,0.667,12.0,44.0,22.0,6.0,3.0,9.0,13.0,-33.0,13,78.5,64.0,74.75,69.375,-0.059618112103888565,-0.022554462438336753,-10.75,-0.15495495495495495,0,1,0,-8.290322580645167,-15.333333333333329
2015-12-30,,Kent State,0,60.0,61.0,20.0,46.0,0.435,4.0,11.0,0.364,16.0,21.0,0.762,6.0,22.0,11.0,8.0,1.0,11.0,16.0,,20.0,48.0,0.417,5.0,22.0,0.227,16.0,21.0,0.762,12.0,30.0,10.0,8.0,2.0,15.0,20.0,-1.0,14,60.5,63.84615384615385,76.3076923076923,70.07692307692308,-0.04244002475449099,-0.017153394361953067,-12.46153846153846,-0.17782656421514817,1,0,0,-8.290322580645167,-15.333333333333329
2016-01-05,@,USC Upstate,0,68.0,78.0,26.0,61.0,0.426,7.0,24.0,0.292,9.0,11.0,0.818,8.0,25.0,13.0,5.0,1.0,6.0,19.0,,28.0,55.0,0.509,12.0,23.0,0.522,10.0,17.0,0.588,11.0,36.0,18.0,3.0,2.0,13.0,15.0,-10.0,15,73.0,63.57142857142857,75.21428571428571,69.39285714285714,-0.04723222727242793,-0.020077068656595087,-11.642857142857139,-0.16778178075141528,0,1,0,-8.290322580645167,-15.333333333333329
2016-01-09,@,Savannah State,0,68.0,75.0,26.0,59.0,0.441,9.0,19.0,0.474,7.0,12.0,0.583,7.0,29.0,15.0,5.0,1.0,11.0,28.0,,22.0,45.0,0.489,7.0,22.0,0.318,24.0,37.0,0.649,4.0,29.0,15.0,4.0,4.0,11.0,18.0,-7.0,16,71.5,63.86666666666667,75.4,69.63333333333334,-0.044213297385725714,-0.008484574305480108,-11.533333333333339,-0.16562948779320255,0,1,0,-8.290322580645167,-15.333333333333329
2016-01-11,@,South Carolina State,0,85.0,92.0,31.0,53.0,0.585,9.0,24.0,0.375,14.0,20.0,0.7,5.0,23.0,9.0,0.0,1.0,13.0,34.0,,26.0,45.0,0.578,7.0,18.0,0.389,33.0,45.0,0.733,6.0,24.0,15.0,4.0,1.0,9.0,22.0,-7.0,17,88.5,64.125,75.375,69.75,-0.035746584326110775,-0.010041775039211942,-11.25,-0.16129032258064516,0,1,0,-8.290322580645167,-15.333333333333329
