Date,Loc,Opp_name,Win,Score,Opp_score,6,7,8,Threes,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Opp_Threes,27,28,29,30,31,32,33,34,35,36,37,38,result,Game_Number,Mean_Score,Avg_Score,Opp_Avg_Score,Avg_Mean_Score,Avg_Threes,Opp_Avg_Threes,Avg_Result,Pct_Margin,Home,Away,Neutral,Avg_Result_Fin,Avg_Result_NC
2015-11-13,,North Dakota State,0,71.0,79.0,26.0,61.0,0.426,4.0,13.0,0.308,15.0,31.0,0.484,11.0,43.0,13.0,5.0,3.0,12.0,14.0,,34.0,77.0,0.442,7.0,23.0,0.304,4.0,9.0,0.444,12.0,41.0,13.0,7.0,1.0,9.0,21.0,-8.0,1,75.0,,,,,,,,1,0,0,-4.321428571428569,
2015-11-15,,Portland,1,79.0,66.0,29.0,57.0,0.509,7.0,14.0,0.5,14.0,18.0,0.778,9.0,48.0,12.0,4.0,2.0,20.0,17.0,,27.0,80.0,0.338,11.0,31.0,0.355,1.0,6.0,0.167,14.0,31.0,12.0,9.0,5.0,11.0,20.0,13.0,2,72.5,71.0,79.0,75.0,-0.14451027759684631,-0.04770157729376201,-8.0,-0.10666666666666667,1,0,0,-4.321428571428569,-8.0
2015-11-24,@,Sacramento State,0,79.0,84.0,26.0,52.0,0.5,9.0,22.0,0.409,18.0,25.0,0.72,9.0,36.0,13.0,3.0,0.0,19.0,30.0,,25.0,60.0,0.417,6.0,15.0,0.4,28.0,34.0,0.824,10.0,29.0,15.0,9.0,2.0,6.0,24.0,-5.0,3,81.5,75.0,72.5,73.75,-0.09352436210388856,0.05888943099955973,2.5,0.03389830508474576,0,1,0,-4.321428571428569,2.5
2015-11-28,@,Utah Valley,1,82.0,70.0,30.0,59.0,0.508,7.0,13.0,0.538,15.0,23.0,0.652,8.0,34.0,16.0,11.0,0.0,11.0,15.0,,26.0,52.0,0.5,8.0,26.0,0.308,10.0,15.0,0.667,3.0,24.0,18.0,7.0,0.0,16.0,20.0,12.0,4,76.0,76.33333333333333,76.33333333333333,76.33333333333333,-0.05151562847943442,0.0008861182454564243,0.0,0.0,0,1,0,-4.321428571428569,0.0
2015-12-02,,Sacramento State,1,66.0,61.0,23.0,51.0,0.451,6.0,12.0,0.5,14.0,24.0,0.583,6.0,36.0,12.0,7.0,1.0,13.0,15.0,,23.0,61.0,0.377,7.0,25.0,0.28,8.0,16.0,0.5,9.0,37.0,14.0,5.0,4.0,10.0,25.0,5.0,5,63.5,77.75,74.75,76.25,-0.05307420133218438,0.0075458720098238175,3.0,0.03934426229508197,1,0,0,-4.321428571428569,3.0
2015-12-04,@,Saint Mary's,0,67.0,81.0,26.0,59.0,0.441,7.0,18.0,0.389,8.0,14.0,0.571,4.0,25.0,12.0,3.0,1.0,8.0,23.0,,27.0,52.0,0.519,12.0,29.0,0.414,15.0,23.0,0.652,6.0,39.0,22.0,5.0,3.0,12.0,16.0,-14.0,6,74.0,75.4,72.0,73.7,-0.05092489260786737,0.01147563789611139,3.4000000000000057,0.04613297150610591,0,1,0,-4.321428571428569,3.4000000000000057
2015-12-15,@,San Diego,0,55.0,61.0,18.0,46.0,0.391,4.0,11.0,0.364,15.0,27.0,0.556,6.0,32.0,8.0,8.0,1.0,14.0,22.0,,21.0,52.0,0.404,7.0,23.0,0.304,12.0,23.0,0.522,9.0,35.0,14.0,7.0,11.0,13.0,26.0,-6.0,7,58.0,74.0,73.5,73.75,-0.04325409183361828,0.03341441340631551,0.5,0.006779661016949152,0,1,0,-4.321428571428569,0.5
2015-12-19,,Air Force,0,60.0,67.0,24.0,63.0,0.381,4.0,23.0,0.174,8.0,13.0,0.615,14.0,35.0,6.0,7.0,2.0,15.0,17.0,,24.0,48.0,0.5,8.0,19.0,0.421,11.0,17.0,0.647,4.0,27.0,14.0,3.0,2.0,15.0,15.0,-7.0,8,63.5,71.28571428571429,71.71428571428571,71.5,-0.048995303987656114,0.03308918371284453,-0.4285714285714164,-0.005994005994005824,1,0,0,-4.321428571428569,-0.4285714285714164
2015-12-22,,Idaho,0,51.0,68.0,14.0,40.0,0.35,4.0,15.0,0.267,19.0,32.0,0.594,7.0,26.0,8.0,7.0,2.0,16.0,15.0,,26.0,56.0,0.464,7.0,18.0,0.389,9.0,10.0,0.9,9.0,33.0,16.0,7.0,3.0,15.0,25.0,-17.0,9,59.5,69.875,71.125,70.5,-0.0559214998498635,0.03445454826517996,-1.25,-0.01773049645390071,1,0,0,-4.321428571428569,-1.25
2015-12-28,@,Seattle,0,75.0,80.0,27.0,59.0,0.458,9.0,23.0,0.391,12.0,21.0,0.571,10.0,28.0,13.0,12.0,1.0,18.0,25.0,,27.0,57.0,0.474,10.0,27.0,0.37,16.0,23.0,0.696,10.0,29.0,19.0,9.0,1.0,21.0,22.0,-5.0,10,77.5,67.77777777777777,70.77777777777777,69.27777777777777,-0.057786657185855794,0.030274695980883837,-3.0,-0.04330392943063353,0,1,0,-4.321428571428569,-3.0
