Date,Loc,Opp_name,Win,Score,Opp_score,6,7,8,Threes,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Opp_Threes,27,28,29,30,31,32,33,34,35,36,37,38,result,Game_Number,Mean_Score,Avg_Score,Opp_Avg_Score,Avg_Mean_Score,Avg_Threes,Opp_Avg_Threes,Avg_Result,Pct_Margin,Home,Away,Neutral,Avg_Result_Fin,Avg_Result_NC
2018-01-17,,Long Beach State,1,84.0,75.0,32.0,60.0,0.533,10.0,17.0,0.588,10.0,14.0,0.714,5.0,26.0,18.0,6.0,6.0,12.0,22.0,,27.0,60.0,0.45,4.0,11.0,0.364,17.0,28.0,0.607,15.0,38.0,12.0,3.0,7.0,19.0,21.0,9.0,16,79.5,68.73333333333333,67.4,68.06666666666666,-0.07783086064899042,-0.0197558161098233,1.3333333333333286,0.019588638589617954,1,0,0,2.774193548387103,3.3333333333333286
2018-01-20,@,Hawaii,0,72.0,77.0,25.0,58.0,0.431,3.0,19.0,0.158,19.0,26.0,0.731,9.0,32.0,8.0,6.0,6.0,22.0,24.0,,24.0,55.0,0.436,8.0,20.0,0.4,21.0,26.0,0.808,6.0,27.0,13.0,13.0,1.0,18.0,27.0,-5.0,17,74.5,69.6875,67.875,68.78125,-0.0686813127765343,-0.02899397536355708,1.8125,0.026351658337119492,0,1,0,2.774193548387103,3.3333333333333286
2018-01-25,,Cal State Northridge,1,63.0,56.0,26.0,54.0,0.481,1.0,10.0,0.1,10.0,13.0,0.769,6.0,30.0,12.0,7.0,2.0,11.0,16.0,,21.0,53.0,0.396,6.0,23.0,0.261,8.0,11.0,0.727,6.0,25.0,15.0,4.0,4.0,14.0,16.0,7.0,18,59.5,69.82352941176471,68.41176470588235,69.11764705882354,-0.07595064685536287,-0.027195901226846397,1.4117647058823621,0.020425531914893748,1,0,0,2.774193548387103,3.3333333333333286
2018-01-27,,Cal Poly,1,80.0,56.0,30.0,56.0,0.536,10.0,18.0,0.556,10.0,15.0,0.667,10.0,36.0,13.0,5.0,4.0,9.0,14.0,,19.0,49.0,0.388,10.0,21.0,0.476,8.0,9.0,0.889,3.0,17.0,9.0,2.0,2.0,12.0,20.0,24.0,19,68.0,69.44444444444444,67.72222222222223,68.58333333333333,-0.08552436210388856,-0.0255834269111076,1.7222222222222143,0.025111381125961816,1,0,0,2.774193548387103,3.3333333333333286
2018-02-01,@,Cal State Northridge,1,63.0,56.0,24.0,59.0,0.407,3.0,13.0,0.231,12.0,17.0,0.706,9.0,32.0,12.0,10.0,2.0,6.0,12.0,,20.0,46.0,0.435,4.0,15.0,0.267,12.0,15.0,0.8,4.0,32.0,16.0,2.0,1.0,17.0,16.0,7.0,20,59.5,70.0,67.10526315789474,68.55263157894737,-0.07668225684073068,-0.014700832692123855,2.89473684210526,0.04222648752399228,0,1,0,2.774193548387103,3.3333333333333286
2018-02-03,@,Long Beach State,1,105.0,104.0,37.0,69.0,0.536,6.0,17.0,0.353,25.0,35.0,0.714,9.0,35.0,14.0,7.0,3.0,11.0,32.0,,31.0,69.0,0.449,8.0,19.0,0.421,34.0,48.0,0.708,13.0,42.0,15.0,6.0,4.0,14.0,26.0,1.0,21,104.5,69.65,66.55,68.1,-0.08093283302994747,-0.01825764534956853,3.1000000000000085,0.04552129221732759,0,1,0,2.774193548387103,3.3333333333333286
2018-02-08,,UCSB,0,81.0,90.0,27.0,56.0,0.482,10.0,19.0,0.526,17.0,21.0,0.81,8.0,26.0,14.0,4.0,2.0,5.0,17.0,,30.0,54.0,0.556,11.0,20.0,0.55,19.0,23.0,0.826,10.0,32.0,15.0,3.0,4.0,11.0,19.0,-9.0,22,85.5,71.33333333333333,68.33333333333333,69.83333333333333,-0.08521995622938924,-0.022932027609115002,3.0,0.042959427207637235,1,0,0,2.774193548387103,3.3333333333333286
2018-02-10,,Cal State Fullerton,0,66.0,68.0,24.0,59.0,0.407,2.0,16.0,0.125,16.0,19.0,0.842,5.0,22.0,9.0,10.0,0.0,7.0,16.0,,23.0,41.0,0.561,7.0,16.0,0.438,15.0,20.0,0.75,2.0,31.0,8.0,5.0,7.0,19.0,18.0,-2.0,23,67.0,71.77272727272727,69.31818181818181,70.54545454545455,-0.07793221517545282,-0.018442394890773817,2.4545454545454533,0.03479381443298967,1,0,0,2.774193548387103,3.3333333333333286
2018-02-15,@,Cal Poly,1,92.0,84.0,29.0,70.0,0.414,13.0,26.0,0.5,21.0,27.0,0.778,9.0,38.0,21.0,8.0,4.0,13.0,20.0,,26.0,75.0,0.347,12.0,32.0,0.375,20.0,22.0,0.909,15.0,47.0,15.0,6.0,11.0,19.0,26.0,8.0,24,88.0,71.52173913043478,69.26086956521739,70.3913043478261,-0.08373712806133538,-0.01785581219805049,2.2608695652173907,0.03211859172328597,0,1,0,2.774193548387103,3.3333333333333286
2018-02-17,@,UCSB,1,71.0,54.0,28.0,51.0,0.549,8.0,22.0,0.364,7.0,12.0,0.583,6.0,34.0,15.0,2.0,2.0,9.0,18.0,,19.0,57.0,0.333,6.0,21.0,0.286,10.0,14.0,0.714,11.0,31.0,13.0,4.0,3.0,8.0,16.0,17.0,25,62.5,72.375,69.875,71.125,-0.07345527747521843,-0.011198780708539746,2.5,0.0351493848857645,0,1,0,2.774193548387103,3.3333333333333286
2018-02-24,,UC-Riverside,1,64.0,63.0,22.0,46.0,0.478,9.0,26.0,0.346,11.0,16.0,0.688,0.0,23.0,13.0,5.0,3.0,13.0,21.0,,23.0,54.0,0.426,7.0,26.0,0.269,10.0,13.0,0.769,8.0,29.0,13.0,6.0,3.0,14.0,20.0,1.0,26,63.5,72.32,69.24,70.78,-0.06960843290034871,-0.01023146782312595,3.0799999999999983,0.043515117264764036,1,0,0,2.774193548387103,3.3333333333333286
2018-03-01,,Hawaii,1,70.0,59.0,25.0,47.0,0.532,10.0,20.0,0.5,10.0,11.0,0.909,4.0,25.0,17.0,5.0,1.0,17.0,18.0,,19.0,48.0,0.396,7.0,23.0,0.304,14.0,16.0,0.875,6.0,24.0,15.0,6.0,4.0,16.0,17.0,11.0,27,64.5,72.0,69.0,70.5,-0.06352436210388857,-0.009176536016932024,3.0,0.0425531914893617,1,0,0,2.774193548387103,3.3333333333333286
2018-03-03,@,UC-Irvine,1,90.0,84.0,31.0,67.0,0.463,11.0,25.0,0.44,17.0,26.0,0.654,8.0,33.0,16.0,6.0,1.0,8.0,20.0,,32.0,64.0,0.5,8.0,26.0,0.308,12.0,17.0,0.706,6.0,33.0,13.0,4.0,1.0,14.0,23.0,6.0,28,87.0,71.92592592592592,68.62962962962963,70.27777777777777,-0.05708769887010895,-0.00753407608122264,3.2962962962962905,0.046903820816864214,0,1,0,2.774193548387103,3.3333333333333286
2018-03-08,N,UC-Riverside,1,70.0,66.0,22.0,49.0,0.449,6.0,17.0,0.353,20.0,28.0,0.714,4.0,28.0,13.0,7.0,3.0,14.0,17.0,,23.0,55.0,0.418,6.0,21.0,0.286,14.0,21.0,0.667,6.0,29.0,11.0,9.0,3.0,12.0,22.0,4.0,29,68.0,72.57142857142857,69.17857142857143,70.875,-0.052205464466093254,-0.008413365717724386,3.392857142857139,0.047871000251952574,0,0,1,2.774193548387103,3.3333333333333286
2018-03-09,N,Cal State Fullerton,0,52.0,55.0,19.0,52.0,0.365,7.0,18.0,0.389,7.0,12.0,0.583,8.0,31.0,7.0,4.0,1.0,12.0,23.0,,20.0,47.0,0.426,1.0,13.0,0.077,14.0,20.0,0.7,7.0,35.0,12.0,6.0,2.0,15.0,17.0,-3.0,30,53.5,72.48275862068965,69.06896551724138,70.77586206896552,-0.05234453336935002,-0.009480428005036845,3.4137931034482705,0.04823386114494511,0,0,1,2.774193548387103,3.3333333333333286
2018-03-14,@,Utah,0,59.0,69.0,23.0,58.0,0.397,5.0,17.0,0.294,8.0,10.0,0.8,6.0,24.0,9.0,5.0,2.0,11.0,23.0,,21.0,47.0,0.447,7.0,28.0,0.25,20.0,25.0,0.8,7.0,33.0,16.0,5.0,3.0,11.0,10.0,-10.0,31,64.0,71.8,68.6,70.2,-0.04890040667213369,-0.016148268809427935,3.200000000000003,0.04558404558404562,0,1,0,2.774193548387103,3.3333333333333286
