Date,Loc,Opp_name,W,Score,Opp_score,FG,FGA,FG_Pct,Threes,ThreesA,Threes_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,22,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_Threes,Opp_ThreesA,Opp_Threes_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,Rest_Days,result,Win,Game_Number,Mean_Score,Home,Away,Neutral,Comb_Loc,SMA_Score_Fin,SMA_Score,EMA_Score_Fin,EMA_Score,Last3Avg_Score_Fin,Last3Avg_Score,Prev_Score_Fin,Prev_Score,SMA_Opp_score_Fin,SMA_Opp_score,EMA_Opp_score_Fin,EMA_Opp_score,Last3Avg_Opp_score_Fin,Last3Avg_Opp_score,Prev_Opp_score_Fin,Prev_Opp_score,SMA_Threes_Fin,SMA_Threes,EMA_Threes_Fin,EMA_Threes,Last3Avg_Threes_Fin,Last3Avg_Threes,Prev_Threes_Fin,Prev_Threes,SMA_Opp_Threes_Fin,SMA_Opp_Threes,EMA_Opp_Threes_Fin,EMA_Opp_Threes,Last3Avg_Opp_Threes_Fin,Last3Avg_Opp_Threes,Prev_Opp_Threes_Fin,Prev_Opp_Threes,SMA_FG_Pct_Fin,SMA_FG_Pct,EMA_FG_Pct_Fin,EMA_FG_Pct,Last3Avg_FG_Pct_Fin,Last3Avg_FG_Pct,Prev_FG_Pct_Fin,Prev_FG_Pct,SMA_Opp_FG_Pct_Fin,SMA_Opp_FG_Pct,EMA_Opp_FG_Pct_Fin,EMA_Opp_FG_Pct,Last3Avg_Opp_FG_Pct_Fin,Last3Avg_Opp_FG_Pct,Prev_Opp_FG_Pct_Fin,Prev_Opp_FG_Pct,SMA_Mean_Score_Fin,SMA_Mean_Score,EMA_Mean_Score_Fin,EMA_Mean_Score,Last3Avg_Mean_Score_Fin,Last3Avg_Mean_Score,Prev_Mean_Score_Fin,Prev_Mean_Score,SMA_Comb_Loc_Fin,SMA_Comb_Loc,EMA_Comb_Loc_Fin,EMA_Comb_Loc,Last3Avg_Comb_Loc_Fin,Last3Avg_Comb_Loc,Prev_Comb_Loc_Fin,Prev_Comb_Loc,SMA_Result,EMA_Result,Last3Avg_Result,Prev_Result,SMA_Pct_Margin,EMA_Pct_Margin,Last3Avg_Pct_Margin,Prev_Pct_Margin,SMA_Result_Fin,SMA_Pct_Margin_Fin,EMA_Result_Fin,EMA_Pct_Margin_Fin,Last3Avg_Result_Fin,Last3Avg_Pct_Margin_Fin,Prev_Result_Fin,Prev_Pct_Margin_Fin,Conference
2018-01-06,,Fresno State,L (1 OT),79.0,82.0,27.0,67.0,0.403,12.0,27.0,0.444,13.0,18.0,0.722,10.0,40.0,15.0,2.0,7.0,14.0,25.0,,27.0,63.0,0.429,9.0,22.0,0.409,19.0,30.0,0.633,9.0,38.0,12.0,7.0,3.0,13.0,20.0,4.0,-3.0,0,16,80.5,1,0,0,1,71.83870967741936,68.53333333333333,72.79933453812849,67.98557363228069,78.33333333333333,66.0,65.0,68.0,79.48387096774194,75.26666666666667,82.1168453796503,74.86723009081662,92.0,74.0,76.0,77.0,7.0,-0.0333687200805422,7.290609378373518,-0.025658652780422952,8.666666666666666,0.01980897122944475,8.0,0.03941681436669969,9.387096774193548,0.04520017288282535,9.362013943096967,0.037564165851164955,9.0,0.06485401627448983,7.0,0.03712498854546209,0.4165161290322581,0.3992666666666667,0.4233040469118292,0.3966876523676684,0.4529999999999998,0.38833333333333325,0.39100000000000024,0.40300000000000014,0.45754838709677415,0.4564,0.4659497624930833,0.46003547882037643,0.5120000000000001,0.49333333333333346,0.4999999999999998,0.48300000000000004,75.66129032258064,71.9,77.4580899588894,71.42640186154867,85.16666666666667,70.0,70.5,72.5,0.06451612903225806,0.07111111111111111,0.06524524369737254,0.013565415479386762,0.0,1.7777777777777777,0.0,16.0,-6.733333333333334,-6.881656458535929,-8.0,-9.0,-0.09364858599907279,-0.09634611683051285,-0.11428571428571428,-0.12413793103448276,-7.6451612903225765,-0.10104455340012786,-9.317510841521809,-0.1202909966727432,-13.666666666666671,-0.16046966731898243,-11.0,-0.15602836879432624,MWC
2018-01-10,@,Utah State,W,84.0,75.0,25.0,54.0,0.463,8.0,18.0,0.444,26.0,33.0,0.788,11.0,33.0,13.0,6.0,4.0,11.0,21.0,,24.0,57.0,0.421,11.0,32.0,0.344,16.0,26.0,0.615,12.0,30.0,14.0,5.0,0.0,17.0,25.0,4.0,9.0,1,17,79.5,0,1,0,-1,71.83870967741936,69.1875,72.79933453812849,69.05464335060938,78.33333333333333,68.66666666666667,65.0,79.0,79.48387096774194,75.6875,82.1168453796503,75.55954288706558,92.0,70.33333333333333,76.0,82.0,7.0,-0.02084143527462029,7.290609378373518,-0.00702280219536805,8.666666666666666,0.09424262818737356,8.0,0.142171840427757,9.387096774193548,0.043205613123196485,9.362013943096967,0.035265752669689565,9.0,0.041925874862936086,7.0,0.01574393057903828,0.4165161290322581,0.3995000000000001,0.4233040469118292,0.3973003342704743,0.4529999999999998,0.38599999999999995,0.39100000000000024,0.40300000000000014,0.45754838709677415,0.45468749999999997,0.4659497624930833,0.4570231484916781,0.5120000000000001,0.4563333333333335,0.4999999999999998,0.42900000000000005,75.66129032258064,72.4375,77.4580899588894,72.30709311883749,85.16666666666667,69.5,70.5,80.5,0.06451612903225806,0.265625,0.06524524369737254,0.2586686055663906,0.0,1.8888888888888888,0.0,17.0,-6.5,-6.504899536456193,-1.6666666666666572,-3.0,-0.08973252804141502,-0.0899621220530235,-0.023980815347721687,-0.037267080745341616,-7.6451612903225765,-0.10104455340012786,-9.317510841521809,-0.1202909966727432,-13.666666666666671,-0.16046966731898243,-11.0,-0.15602836879432624,MWC
2018-01-13,@,Wyoming,W,78.0,73.0,26.0,59.0,0.441,4.0,16.0,0.25,22.0,29.0,0.759,12.0,40.0,11.0,7.0,2.0,14.0,34.0,,18.0,50.0,0.36,6.0,21.0,0.286,31.0,42.0,0.738,7.0,28.0,12.0,5.0,1.0,14.0,22.0,3.0,5.0,1,18,75.5,0,1,0,-1,71.83870967741936,70.05882352941177,72.79933453812849,70.45679304847518,78.33333333333333,77.0,65.0,84.0,79.48387096774194,75.6470588235294,82.1168453796503,75.50704745932522,92.0,78.0,76.0,75.0,7.0,-0.021332926335626612,7.290609378373518,-0.00934790445612893,8.666666666666666,0.05011200153247508,8.0,-0.027810076389602867,9.387096774193548,0.04806195204852204,9.362013943096967,0.0437654563138698,9.0,0.05827050969098324,7.0,0.12647563789611144,0.4165161290322581,0.40323529411764714,0.4233040469118292,0.4034641728869515,0.4529999999999998,0.42300000000000004,0.39100000000000024,0.4630000000000001,0.45754838709677415,0.4527058823529412,0.4659497624930833,0.45364351373563233,0.5120000000000001,0.44433333333333347,0.4999999999999998,0.4210000000000001,75.66129032258064,72.8529411764706,77.4580899588894,72.9819202539002,85.16666666666667,77.5,70.5,79.5,0.06451612903225806,0.06228373702422146,0.06524524369737254,0.005806887324915753,0.0,2.0,0.0,18.0,-5.588235294117638,-5.0502544108500445,-1.0,9.0,-0.07670569236980204,-0.06919870555995895,-0.012903225806451613,0.11320754716981132,-7.6451612903225765,-0.10104455340012786,-9.317510841521809,-0.1202909966727432,-13.666666666666671,-0.16046966731898243,-11.0,-0.15602836879432624,MWC
2018-01-17,,Air Force,L,71.0,76.0,27.0,73.0,0.37,5.0,17.0,0.294,12.0,15.0,0.8,17.0,45.0,16.0,6.0,4.0,9.0,15.0,,25.0,63.0,0.397,12.0,39.0,0.308,14.0,17.0,0.824,9.0,34.0,18.0,6.0,5.0,8.0,18.0,4.0,-5.0,0,19,73.5,1,0,0,1,71.83870967741936,70.5,72.79933453812849,71.14299405252434,78.33333333333333,80.33333333333333,65.0,78.0,79.48387096774194,75.5,82.1168453796503,75.27898285830825,92.0,76.66666666666667,76.0,73.0,7.0,-0.029836418841477197,7.290609378373518,-0.02434144938998145,8.666666666666666,-0.01476917538189687,8.0,-0.1596782082577347,9.387096774193548,0.041884026417082776,9.362013943096967,0.03399873371784301,9.0,0.025606072678720115,7.0,-0.06694901963813515,0.4165161290322581,0.4053333333333334,0.4233040469118292,0.4068787845260479,0.4529999999999998,0.4356666666666667,0.39100000000000024,0.4410000000000001,0.45754838709677415,0.4475555555555555,0.4659497624930833,0.4451248195567469,0.5120000000000001,0.4033333333333335,0.4999999999999998,0.36000000000000015,75.66129032258064,73.0,77.4580899588894,73.2109884554163,85.16666666666667,78.5,70.5,75.5,0.06451612903225806,0.0,0.06524524369737254,0.1058574613854422,0.0,2.111111111111111,0.0,19.0,-5.0,-4.13598880578391,3.666666666666657,5.0,-0.0684931506849315,-0.056494098673488424,0.04670912951167716,0.06622516556291391,-7.6451612903225765,-0.10104455340012786,-9.317510841521809,-0.1202909966727432,-13.666666666666671,-0.16046966731898243,-11.0,-0.15602836879432624,MWC
2018-01-20,,UNLV,L,74.0,79.0,27.0,68.0,0.397,5.0,19.0,0.263,15.0,20.0,0.75,12.0,38.0,9.0,4.0,2.0,7.0,18.0,,27.0,59.0,0.458,8.0,23.0,0.348,17.0,20.0,0.85,6.0,32.0,11.0,4.0,4.0,9.0,15.0,3.0,-5.0,0,20,76.5,1,0,0,1,71.83870967741936,70.52631578947368,72.79933453812849,71.13034605050211,78.33333333333333,77.66666666666667,65.0,71.0,79.48387096774194,75.52631578947368,82.1168453796503,75.34275772240356,92.0,74.66666666666667,76.0,76.0,7.0,-0.033673615835231874,7.290609378373518,-0.031220526311156738,8.666666666666666,-0.09464024193221476,8.0,-0.10225675647008575,9.387096774193548,0.0481481117637072,9.362013943096967,0.04525518638224252,9.0,0.07486849503896853,7.0,0.1601598484224272,0.4165161290322581,0.4034736842105264,0.4233040469118292,0.40361681010803296,0.4529999999999998,0.4246666666666667,0.39100000000000024,0.37000000000000016,0.45754838709677415,0.44489473684210523,0.4659497624930833,0.4408681193351109,0.5120000000000001,0.3926666666666668,0.4999999999999998,0.39700000000000013,75.66129032258064,73.02631578947368,77.4580899588894,73.23655188645283,85.16666666666667,76.16666666666667,70.5,73.5,0.06451612903225806,0.05540166204986149,0.06524524369737254,0.00833243832871303,0.0,2.2222222222222223,0.0,20.0,-5.0,-4.2124116719014495,3.0,-5.0,-0.06846846846846846,-0.05751788640230417,0.039387308533916844,-0.06802721088435375,-7.6451612903225765,-0.10104455340012786,-9.317510841521809,-0.1202909966727432,-13.666666666666671,-0.16046966731898243,-11.0,-0.15602836879432624,MWC
2018-01-24,@,San Diego State,L,78.0,97.0,29.0,60.0,0.483,11.0,25.0,0.44,9.0,11.0,0.818,11.0,29.0,16.0,7.0,2.0,16.0,20.0,,35.0,63.0,0.556,13.0,30.0,0.433,14.0,21.0,0.667,7.0,24.0,25.0,9.0,0.0,9.0,12.0,4.0,-19.0,0,21,87.5,0,1,0,-1,71.83870967741936,70.7,72.79933453812849,71.37775007353453,78.33333333333333,74.33333333333333,65.0,74.0,79.48387096774194,75.7,82.1168453796503,75.65806279702412,92.0,76.0,76.0,79.0,7.0,-0.03771106648861278,7.290609378373518,-0.03833536968844076,8.666666666666666,-0.12518355492900066,8.0,-0.11082165940118585,9.387096774193548,0.045128213853839305,9.362013943096967,0.040305584484342516,9.0,0.02858090105400618,7.0,-0.009726893749458176,0.4165161290322581,0.40315,0.4233040469118292,0.4030463491851557,0.4529999999999998,0.4026666666666667,0.39100000000000024,0.39700000000000013,0.45754838709677415,0.44555,0.4659497624930833,0.442345125369008,0.5120000000000001,0.4050000000000001,0.4999999999999998,0.4580000000000002,75.66129032258064,73.2,77.4580899588894,73.51790643527931,85.16666666666667,75.16666666666667,70.5,76.5,0.06451612903225806,0.21000000000000005,0.06524524369737254,0.2309320887993898,0.0,2.333333333333333,0.0,21.0,-5.0,-4.280312723489587,-1.6666666666666714,-5.0,-0.06830601092896174,-0.058221363080540295,-0.022172949002217356,-0.06535947712418301,-7.6451612903225765,-0.10104455340012786,-9.317510841521809,-0.1202909966727432,-13.666666666666671,-0.16046966731898243,-11.0,-0.15602836879432624,MWC
2018-01-27,@,New Mexico,L,65.0,80.0,26.0,49.0,0.531,5.0,10.0,0.5,8.0,10.0,0.8,14.0,33.0,11.0,4.0,2.0,21.0,19.0,,28.0,54.0,0.519,13.0,34.0,0.382,11.0,15.0,0.733,5.0,13.0,23.0,9.0,4.0,7.0,12.0,3.0,-15.0,0,22,72.5,0,1,0,-1,71.83870967741936,71.04761904761905,72.79933453812849,71.93545464088645,78.33333333333333,74.33333333333333,65.0,78.0,79.48387096774194,76.71428571428571,82.1168453796503,77.45541203427804,92.0,84.0,76.0,97.0,7.0,-0.03001229776072506,7.290609378373518,-0.024830730790758093,8.666666666666666,-0.03101315134155669,8.0,0.10955256097303451,9.387096774193548,0.047741932123299524,9.362013943096967,0.04539248274726915,9.0,0.07933278075325428,7.0,0.08853749356621454,0.4165161290322581,0.406952380952381,0.4233040469118292,0.4097797882324643,0.4529999999999998,0.4166666666666666,0.39100000000000024,0.4830000000000001,0.45754838709677415,0.45080952380952377,0.4659497624930833,0.45191677297931576,0.5120000000000001,0.4703333333333335,0.4999999999999998,0.5560000000000003,75.66129032258064,73.88095238095238,77.4580899588894,74.69543333758223,85.16666666666667,79.16666666666667,70.5,87.5,0.06451612903225806,0.04988662131519274,0.06524524369737254,0.0030722450936249385,0.0,2.444444444444444,0.0,22.0,-5.666666666666657,-5.519957393391593,-9.666666666666671,-19.0,-0.07669996777312266,-0.07389952968670019,-0.12210526315789479,-0.21714285714285714,-7.6451612903225765,-0.10104455340012786,-9.317510841521809,-0.1202909966727432,-13.666666666666671,-0.16046966731898243,-11.0,-0.15602836879432624,MWC
2018-01-31,,Wyoming,L (2 OT),86.0,91.0,30.0,76.0,0.395,11.0,30.0,0.367,15.0,23.0,0.652,11.0,48.0,24.0,5.0,7.0,11.0,24.0,,28.0,69.0,0.406,14.0,37.0,0.378,21.0,32.0,0.656,8.0,43.0,17.0,4.0,5.0,10.0,19.0,4.0,-5.0,0,23,88.5,1,0,0,1,71.83870967741936,70.77272727272727,72.79933453812849,71.36378774529547,78.33333333333333,72.33333333333333,65.0,65.0,79.48387096774194,76.86363636363636,82.1168453796503,77.66515411727673,92.0,85.33333333333333,76.0,80.0,7.0,-0.032214150157838406,7.290609378373518,-0.029179487578847085,8.666666666666666,-0.023201781458727255,8.0,-0.08275513133465778,9.387096774193548,0.05371395841651355,9.362013943096967,0.05630980084830989,9.0,0.08491313789611143,7.0,0.17397563789611142,0.4165161290322581,0.4125909090909092,0.4233040469118292,0.41977157474570875,0.4529999999999998,0.4703333333333332,0.39100000000000024,0.5310000000000002,0.45754838709677415,0.4539090909090909,0.4659497624930833,0.4574462244893956,0.5120000000000001,0.5110000000000002,0.4999999999999998,0.5190000000000001,75.66129032258064,73.81818181818181,77.4580899588894,74.51447093128608,85.16666666666667,78.83333333333333,70.5,72.5,0.06451612903225806,0.0,0.06524524369737254,0.11785667425236183,0.0,2.5555555555555554,0.0,23.0,-6.0909090909090935,-6.30136637198126,-13.0,-15.0,-0.082512315270936,-0.08456567285825727,-0.1649048625792812,-0.20689655172413793,-7.6451612903225765,-0.10104455340012786,-9.317510841521809,-0.1202909966727432,-13.666666666666671,-0.16046966731898243,-11.0,-0.15602836879432624,MWC
2018-02-03,,Nevada,L,67.0,76.0,21.0,55.0,0.382,8.0,26.0,0.308,17.0,23.0,0.739,11.0,37.0,14.0,2.0,1.0,12.0,22.0,,21.0,58.0,0.362,8.0,27.0,0.296,26.0,32.0,0.813,13.0,36.0,8.0,4.0,3.0,10.0,20.0,3.0,-9.0,0,24,71.5,1,0,0,1,71.83870967741936,71.43478260869566,72.79933453812849,72.54663272258256,78.33333333333333,76.33333333333333,65.0,86.0,79.48387096774194,77.47826086956522,82.1168453796503,78.74282743881568,92.0,89.33333333333333,76.0,91.0,7.0,-0.026853637819043763,7.290609378373518,-0.019658936698732088,8.666666666666666,0.04018742828912458,8.0,0.07019656812866959,9.387096774193548,0.058529509949983405,9.362013943096967,0.06487464000949678,9.0,0.1342368319259622,7.0,0.148014099434573,0.4165161290322581,0.4118260869565218,0.4233040469118292,0.4177696269563799,0.4529999999999998,0.4696666666666665,0.39100000000000024,0.39500000000000024,0.45754838709677415,0.4518260869565217,0.4659497624930833,0.4532885293713772,0.5120000000000001,0.49366666666666686,0.4999999999999998,0.40600000000000014,75.66129032258064,74.45652173913044,77.4580899588894,75.64473008069909,85.16666666666667,82.83333333333333,70.5,88.5,0.06451612903225806,0.04536862003780718,0.06524524369737254,0.005412902972391678,0.0,2.6666666666666665,0.0,24.0,-6.043478260869563,-6.196194716233123,-13.0,-5.0,-0.0811678832116788,-0.08191178301017026,-0.15694164989939638,-0.05649717514124294,-7.6451612903225765,-0.10104455340012786,-9.317510841521809,-0.1202909966727432,-13.666666666666671,-0.16046966731898243,-11.0,-0.15602836879432624,MWC
2018-02-06,@,Air Force,L,73.0,78.0,30.0,63.0,0.476,6.0,21.0,0.286,7.0,8.0,0.875,7.0,31.0,11.0,5.0,4.0,8.0,17.0,,26.0,57.0,0.456,12.0,26.0,0.462,14.0,20.0,0.7,10.0,34.0,18.0,4.0,2.0,9.0,12.0,3.0,-5.0,0,25,75.5,0,1,0,-1,71.83870967741936,71.25,72.79933453812849,72.10643698626001,78.33333333333333,72.66666666666667,65.0,67.0,79.48387096774194,77.41666666666667,82.1168453796503,78.52514925379373,92.0,82.33333333333333,76.0,76.0,7.0,-0.024050677893362238,7.290609378373518,-0.014914091250287864,8.666666666666666,0.016750867253909563,8.0,0.04468459311999201,9.387096774193548,0.056228059855207235,9.362013943096967,0.060065563608243666,9.0,0.11157685247101023,7.0,0.0022651115803219435,0.4165161290322581,0.41058333333333336,0.4233040469118292,0.4149308528634172,0.4529999999999998,0.4359999999999998,0.39100000000000024,0.38200000000000023,0.45754838709677415,0.44808333333333333,0.4659497624930833,0.4460436254063415,0.5120000000000001,0.4290000000000001,0.4999999999999998,0.3620000000000001,75.66129032258064,74.33333333333333,77.4580899588894,75.31579312002684,85.16666666666667,77.5,70.5,71.5,0.06451612903225806,0.1736111111111111,0.06524524369737254,0.21710355951516705,0.0,2.7777777777777777,0.0,25.0,-6.166666666666671,-6.418712267533721,-9.666666666666657,-9.0,-0.08295964125560545,-0.0852239882451288,-0.12473118279569881,-0.1258741258741259,-7.6451612903225765,-0.10104455340012786,-9.317510841521809,-0.1202909966727432,-13.666666666666671,-0.16046966731898243,-11.0,-0.15602836879432624,MWC
2018-02-10,,San Jose State,W,90.0,79.0,35.0,69.0,0.507,11.0,33.0,0.333,9.0,15.0,0.6,10.0,40.0,19.0,6.0,0.0,7.0,18.0,,27.0,63.0,0.429,9.0,25.0,0.36,16.0,22.0,0.727,7.0,32.0,18.0,2.0,1.0,12.0,15.0,4.0,11.0,1,26,84.5,1,0,0,1,71.83870967741936,71.32,72.79933453812849,72.17617656028646,78.33333333333333,75.33333333333333,65.0,73.0,79.48387096774194,77.44,82.1168453796503,78.48416312892427,92.0,81.66666666666667,76.0,78.0,7.0,-0.025807031761768517,7.290609378373518,-0.019021595820499115,8.666666666666666,0.01833404497575747,8.0,-0.06694901963813515,9.387096774193548,0.05992605111925198,9.362013943096967,0.06688730561578526,9.0,0.10280216850835633,7.0,0.148014099434573,0.4165161290322581,0.41320000000000007,0.4233040469118292,0.41969709345526807,0.4529999999999998,0.4176666666666664,0.39100000000000024,0.4760000000000002,0.45754838709677415,0.44839999999999997,0.4659497624930833,0.44682068680249687,0.5120000000000001,0.4080000000000001,0.4999999999999998,0.45600000000000007,75.66129032258064,74.38,77.4580899588894,75.33016984460534,85.16666666666667,78.5,70.5,75.5,0.06451612903225806,0.041600000000000005,0.06524524369737254,0.0016099739474341181,0.0,2.888888888888889,0.0,26.0,-6.1200000000000045,-6.307986568637801,-6.333333333333343,-5.0,-0.08228018284485084,-0.0837378514033649,-0.08067940552016997,-0.06622516556291391,-7.6451612903225765,-0.10104455340012786,-9.317510841521809,-0.1202909966727432,-13.666666666666671,-0.16046966731898243,-11.0,-0.15602836879432624,MWC
2018-02-17,@,Fresno State,L,65.0,86.0,26.0,60.0,0.433,5.0,24.0,0.208,8.0,16.0,0.5,7.0,34.0,15.0,4.0,0.0,11.0,17.0,,35.0,64.0,0.547,5.0,12.0,0.417,11.0,19.0,0.579,7.0,38.0,21.0,6.0,2.0,9.0,16.0,7.0,-21.0,0,27,75.5,0,1,0,-1,71.83870967741936,72.03846153846153,72.79933453812849,73.54597009495104,78.33333333333333,76.66666666666667,65.0,90.0,79.48387096774194,77.5,82.1168453796503,78.52380613892888,92.0,77.66666666666667,76.0,79.0,7.0,-0.022013417095880006,7.290609378373518,-0.012234908079645723,8.666666666666666,0.01256259441785057,8.0,0.053142304562778075,9.387096774193548,0.05868407462067721,9.362013943096967,0.06389977980918471,9.0,0.05986619583602559,7.0,0.0282477897948456,0.4165161290322581,0.4168076923076924,0.4233040469118292,0.42640648200744286,0.4529999999999998,0.4549999999999998,0.39100000000000024,0.5070000000000002,0.45754838709677415,0.4476538461538461,0.4659497624930833,0.4454511343241575,0.5120000000000001,0.4156666666666668,0.4999999999999998,0.429,75.66129032258064,74.76923076923077,77.4580899588894,76.03488811693994,85.16666666666667,77.16666666666667,70.5,84.5,0.06451612903225806,0.15976331360946747,0.06524524369737254,0.19103918126279582,0.0,3.0,0.0,27.0,-5.461538461538467,-4.977836043977831,-1.0,11.0,-0.073045267489712,-0.06546778942216673,-0.012958963282937365,0.1301775147928994,-7.6451612903225765,-0.10104455340012786,-9.317510841521809,-0.1202909966727432,-13.666666666666671,-0.16046966731898243,-11.0,-0.15602836879432624,MWC
2018-02-21,,Boise State,L,54.0,87.0,15.0,53.0,0.283,4.0,17.0,0.235,20.0,29.0,0.69,11.0,30.0,9.0,8.0,3.0,18.0,19.0,,30.0,65.0,0.462,9.0,30.0,0.3,18.0,24.0,0.75,17.0,47.0,13.0,12.0,2.0,16.0,23.0,4.0,-33.0,0,28,70.5,1,0,0,1,71.83870967741936,71.77777777777777,72.79933453812849,72.89848915245504,78.33333333333333,76.0,65.0,65.0,79.48387096774194,77.81481481481481,82.1168453796503,79.09023604608582,92.0,81.0,76.0,86.0,7.0,-0.024050677893362238,7.290609378373518,-0.016998934146928213,8.666666666666666,-0.024050677893362238,8.0,-0.08275513133465778,9.387096774193548,0.050587965359224274,9.362013943096967,0.04717543607164343,9.0,0.007463292217099071,7.0,-0.13910575745272577,0.4165161290322581,0.41740740740740745,0.4233040469118292,0.426906036440322,0.4529999999999998,0.4719999999999998,0.39100000000000024,0.43300000000000016,0.45754838709677415,0.4513333333333333,0.4659497624930833,0.45314493087699587,0.5120000000000001,0.47733333333333344,0.4999999999999998,0.5469999999999999,75.66129032258064,74.79629629629629,77.4580899588894,75.99436259927042,85.16666666666667,78.5,70.5,75.5,0.06451612903225806,0.03840877914951989,0.06524524369737254,0.00010962160974857066,0.0,3.1111111111111107,0.0,28.0,-6.037037037037038,-6.1917468936307785,-5.0,-21.0,-0.080713047784105,-0.08147639748333414,-0.06369426751592357,-0.2781456953642384,-7.6451612903225765,-0.10104455340012786,-9.317510841521809,-0.1202909966727432,-13.666666666666671,-0.16046966731898243,-11.0,-0.15602836879432624,MWC
2018-02-25,@,Nevada,L,83.0,92.0,29.0,62.0,0.468,13.0,32.0,0.406,12.0,14.0,0.857,9.0,40.0,17.0,5.0,0.0,17.0,23.0,,33.0,77.0,0.429,10.0,27.0,0.37,16.0,27.0,0.593,16.0,37.0,23.0,8.0,5.0,7.0,16.0,4.0,-9.0,0,29,87.5,0,1,0,-1,71.83870967741936,71.14285714285714,72.79933453812849,71.4853989334117,78.33333333333333,69.66666666666667,65.0,54.0,79.48387096774194,78.14285714285714,82.1168453796503,79.68167010137196,92.0,84.0,76.0,87.0,7.0,-0.025873759694249987,7.290609378373518,-0.02119581626245165,8.666666666666666,-0.026443022390969906,8.0,-0.09130213988166636,9.387096774193548,0.048450043746202875,9.362013943096967,0.043064450280415556,9.0,-0.03971483829436473,7.0,-0.003179534517681659,0.4165161290322581,0.4126071428571429,0.4233040469118292,0.4161457999518567,0.4529999999999998,0.40766666666666646,0.39100000000000024,0.2830000000000002,0.45754838709677415,0.4517142857142857,0.4659497624930833,0.4538070479100415,0.5120000000000001,0.47933333333333344,0.4999999999999998,0.46199999999999986,75.66129032258064,74.64285714285714,77.4580899588894,75.58353451739183,85.16666666666667,76.83333333333333,70.5,70.5,0.06451612903225806,0.14795918367346939,0.06524524369737254,0.1701741547380422,0.0,3.222222222222222,0.0,29.0,-7.0,-8.196271167960262,-14.333333333333329,-33.0,-0.0937799043062201,-0.10843990321826369,-0.1865509761388286,-0.46808510638297873,-7.6451612903225765,-0.10104455340012786,-9.317510841521809,-0.1202909966727432,-13.666666666666671,-0.16046966731898243,-11.0,-0.15602836879432624,MWC
2018-02-28,,New Mexico,L,87.0,108.0,31.0,62.0,0.5,5.0,16.0,0.313,20.0,29.0,0.69,11.0,27.0,13.0,9.0,3.0,19.0,24.0,,37.0,61.0,0.607,10.0,30.0,0.333,24.0,29.0,0.828,9.0,36.0,18.0,12.0,3.0,18.0,24.0,3.0,-21.0,0,30,97.5,1,0,0,1,71.83870967741936,71.55172413793103,72.79933453812849,72.33593786103508,78.33333333333333,67.33333333333333,65.0,83.0,79.48387096774194,78.62068965517241,82.1168453796503,80.59157736098963,92.0,88.33333333333333,76.0,92.0,7.0,-0.01858460306774401,7.290609378373518,-0.006147346854527003,8.666666666666666,0.01320831116343818,8.0,0.1563551559684006,9.387096774193548,0.04700195368558513,9.362013943096967,0.04049245756002101,9.0,-0.0418262488963414,7.0,0.01256259441785057,0.4165161290322581,0.4145172413793104,0.4233040469118292,0.4199760686208852,0.4529999999999998,0.39466666666666644,0.39100000000000024,0.46800000000000025,0.45754838709677415,0.4509310344827586,0.4659497624930833,0.45197464748167304,0.5120000000000001,0.47933333333333344,0.4999999999999998,0.42899999999999977,75.66129032258064,75.08620689655173,77.4580899588894,76.46375761101235,85.16666666666667,77.83333333333333,70.5,87.5,0.06451612903225806,0.0356718192627824,0.06524524369737254,0.00025599491670988774,0.0,3.333333333333333,0.0,30.0,-7.068965517241381,-8.255639499954555,-21.0,-9.0,-0.09414466130884043,-0.10796800677718162,-0.26980728051391867,-0.10285714285714286,-7.6451612903225765,-0.10104455340012786,-9.317510841521809,-0.1202909966727432,-13.666666666666671,-0.16046966731898243,-11.0,-0.15602836879432624,MWC
